Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Potiretama,2011,-38.1681776,-5.7228775,633,2910.76,184.32
Varzea do boi,2011,-40.2525492337,-5.90952523694,5191,3460.35,1796.27
Cauhipe,2011,-38.8683396159,-3.7393446327599995,1200,7696.32,923.62
Sobral,2011,-40.365556,-3.65705,468,8717.87,408.14
Itapebussu,2011,-38.903176,-4.059148,630,8057.8,507.66
Acarau mirim,2011,0.0,0.0,5200,9322.71,4847.81
Jaburu ii,2011,-40.4790214295,-5.4169297720800005,11600,6084.04,7057.62
Riachao,2011,-38.5231717263,-4.00099902774,4695,2386.61,1120.58
Angicos,2011,-40.8204151777,-3.63564653661,5605,8175.42,4582.34
Sao vicente,2011,-40.263431,-3.397075,984,8563.11,842.77
Joaquim tavora,2011,-38.8304650715,-5.9490545711800005,2677,6942.22,1858.45
Junco,2011,-39.215687,-6.892186,203,9066.2,184.0
Santa maria,2011,-38.276387,-5.9656480000000025,587,4195.2,246.28
Banabuiu,2011,-38.9223710722,-5.32859467909,160100,7738.6,123895.36
Sao pedro timbauba,2011,0.0,0.0,1925,8579.04,1651.5
Vieirao,2011,-39.7183924085,-5.15679628805,2096,8042.26,1685.68
Pompeu sobrinho,2011,-39.1409573634,-4.8383462558899994,14300,4173.76,5968.55
Oros,2011,-38.9250093577,-6.2381264298,194000,8999.82,174596.51
Atalho,2011,-38.8936496392,-7.641678529360001,10825,5874.4,6359.03
Santa maria de aracatiacu,2011,0.0,0.0,820,8105.78,664.63
Quixabinha,2011,-38.746745161199996,-7.501917402889999,3178,1947.33,618.86
Barra velha,2011,-40.173444,-5.2935349999999985,9950,5747.24,5718.56
Varzea da volta,2011,-40.6146865971,-3.5021432096800007,1250,7735.79,967.03
Pesqueiro,2011,-38.961082,-4.444447,903,7032.92,635.1
Canafistula,2011,-38.3179973854,-5.86834198717,1311,7340.88,962.38
