Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Monsenhor tabosa,2012,0.0,0.0,1210,4712.35,570.23
Tejucuoca,2012,-39.505976259099995,-3.9759711539099998,2811,2089.93,587.45
Jaburu i,2012,-41.1133035668,-3.86508767029,13676,7838.33,10719.77
Muquem,2012,-39.482342939,-6.6105731406,4764,8693.23,4141.51
Adauto bezerra,2012,-38.447193,-6.037778,525,4455.51,233.97
Capitao mor,2012,-39.99916198,-5.626210127999999,600,7250.3,435.07
Pentecoste,2012,-39.261648178099996,-3.80330004105,36000,4117.06,14821.33
Diamante,2012,-40.8636571293,-3.5992174022099994,1320,7205.02,951.19
Itauna,2012,-41.1672940639,-3.15241157107,7750,5753.61,4459.06
Forquilha ii,2012,-40.3993464,-5.9427898,340,748.71,25.47
Potiretama,2012,-38.1681776,-5.7228775,633,1897.09,120.13
Varzea do boi,2012,-40.2525492337,-5.90952523694,5191,1485.12,770.95
Cauhipe,2012,-38.8683396159,-3.73934463276,1200,5312.39,637.48
Sobral,2012,-40.365556,-3.65705,468,6213.76,290.83
Itapebussu,2012,-38.903176,-4.059148,630,4807.76,302.9
Acarau mirim,2012,0.0,0.0,5200,7405.65,3850.94
Jaburu ii,2012,-40.4790214295,-5.4169297720800005,11600,2645.62,3068.94
Riachao,2012,-38.5231717263,-4.00099902774,4695,3299.88,1549.31
Angicos,2012,-40.8204151777,-3.63564653661,5605,5427.38,3042.13
Sao vicente,2012,-40.263431,-3.397075,984,4538.2,446.58
Joaquim tavora,2012,-38.8304650715,-5.9490545711800005,2677,7132.33,1909.34
Junco,2012,-39.215687,-6.892186,203,8050.05,163.42
Santa maria,2012,-38.276387,-5.9656480000000025,587,2086.99,122.56
Gerardo atimbone,2012,-39.98873,-3.83483,400,3444.21,137.8
Missi,2012,-39.858824,-3.4716980000000004,6530,4624.54,3019.87
Jenipapeiro ii,2012,-38.755099,-6.672764,4345,741.07,322.08
Banabuiu,2012,-38.9223710722,-5.32859467909,160100,6594.54,105578.28
Sao pedro timbauba,2012,0.0,0.0,1925,5005.13,963.54
Vieirao,2012,-39.7183924085,-5.15679628805,2096,5189.69,1087.81
Pompeu sobrinho,2012,-39.1409573634,-4.8383462558899994,14300,2652.55,3793.16
Oros,2012,-38.9250093577,-6.2381264298,194000,8428.33,163509.64
Atalho,2012,-38.8936496392,-7.641678529360001,10825,3740.93,4049.59
Santa maria de aracatiacu,2012,0.0,0.0,820,4059.17,332.85
Quixabinha,2012,-38.746745161199996,-7.501917402889999,3178,1075.94,341.98
Barra velha,2012,-40.173444,-5.2935349999999985,9950,3548.34,3530.64
Varzea da volta,2012,-40.6146865971,-3.5021432096800007,1250,3611.5,451.48
Broco,2012,-40.324,-6.01,1750,862.55,150.93
Pesqueiro,2012,-38.961082,-4.444447,903,4912.04,443.42
Canafistula,2012,-38.3179973854,-5.86834198717,1311,5367.18,703.65
