"Posição","Nome","Localidade","2008","Unidade","Multiplicador"
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Pacajus","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Pacatuba","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Pacoti","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Pacujá","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Palhano","1","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Palmácia","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Paracuru","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Paraipaba","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Parambu","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Paramoti","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Pedra Branca","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Penaforte","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Pentecoste","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Pereiro","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Pindoretama","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Piquet Carneiro","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Pires Ferreira","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Poranga","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Porteiras","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Potengi","1","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Potiretama","1","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Quiterianópolis","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Quixadá","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Quixelô","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Quixeramobim","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Quixeré","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Redenção","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Reriutaba","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Russas","1","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Saboeiro","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Salitre","1","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Santana do Acaraú","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Santana do Cariri","1","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Santa Quitéria","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","São Benedito","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","São Gonçalo do Amarante","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","São João do Jaguaribe","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","São Luís do Curu","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Senador Pompeu","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Senador Sá","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Sobral","1","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Solonópole","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Tabuleiro do Norte","1","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Tamboril","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Tarrafas","1","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Tauá","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Tejuçuoca","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Tianguá","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Trairi","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Tururu","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Ubajara","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Umari","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Umirim","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Uruburetama","1","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Uruoca","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Varjota","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Várzea Alegre","-","unidades",1
"1.2.1.3.1.1","Áreas livres públicas ou particulares","Viçosa do Ceará","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Abaiara","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Acarape","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Acaraú","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Acopiara","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Aiuaba","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Alcântaras","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Altaneira","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Alto Santo","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Amontada","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Antonina do Norte","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Apuiarés","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Aquiraz","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Aracati","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Aracoiaba","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Ararendá","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Araripe","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Aratuba","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Arneiroz","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Assaré","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Aurora","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Baixio","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Banabuiú","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Barbalha","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Barreira","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Barro","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Barroquinha","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Baturité","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Beberibe","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Bela Cruz","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Boa Viagem","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Brejo Santo","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Camocim","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Campos Sales","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Canindé","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Capistrano","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Caridade","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Cariré","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Caririaçu","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Cariús","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Carnaubal","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Cascavel","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Catarina","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Catunda","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Caucaia","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Cedro","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Chaval","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Choró","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Chorozinho","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Coreaú","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Crateús","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Crato","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Croatá","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Cruz","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Deputado Irapuan Pinheiro","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Ererê","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Eusébio","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Farias Brito","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Forquilha","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Fortaleza","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Fortim","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Frecheirinha","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","General Sampaio","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Graça","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Granja","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Granjeiro","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Groaíras","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Guaiúba","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Guaraciaba do Norte","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Guaramiranga","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Hidrolândia","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Horizonte","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Ibaretama","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Ibiapina","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Ibicuitinga","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Icapuí","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Icó","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Iguatu","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Independência","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Ipaporanga","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Ipaumirim","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Ipu","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Ipueiras","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Iracema","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Irauçuba","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Itaiçaba","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Itaitinga","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Itapajé","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Itapipoca","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Itapiúna","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Itarema","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Itatira","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Jaguaretama","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Jaguaribara","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Jaguaribe","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Jaguaruana","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Jardim","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Jati","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Jijoca de Jericoacoara","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Juazeiro do Norte","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Jucás","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Lavras da Mangabeira","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Limoeiro do Norte","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Madalena","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Maracanaú","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Maranguape","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Marco","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Martinópole","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Massapê","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Mauriti","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Meruoca","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Milagres","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Milhã","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Miraíma","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Missão Velha","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Mombaça","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Monsenhor Tabosa","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Morada Nova","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Moraújo","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Morrinhos","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Mucambo","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Mulungu","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Nova Olinda","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Nova Russas","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Novo Oriente","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Ocara","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Orós","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Pacajus","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Pacatuba","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Pacoti","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Pacujá","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Palhano","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Palmácia","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Paracuru","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Paraipaba","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Parambu","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Paramoti","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Pedra Branca","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Penaforte","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Pentecoste","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Pereiro","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Pindoretama","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Piquet Carneiro","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Pires Ferreira","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Poranga","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Porteiras","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Potengi","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Potiretama","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Quiterianópolis","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Quixadá","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Quixelô","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Quixeramobim","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Quixeré","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Redenção","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Reriutaba","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Russas","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Saboeiro","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Salitre","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Santana do Acaraú","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Santana do Cariri","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Santa Quitéria","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","São Benedito","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","São Gonçalo do Amarante","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","São João do Jaguaribe","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","São Luís do Curu","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Senador Pompeu","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Senador Sá","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Sobral","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Solonópole","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Tabuleiro do Norte","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Tamboril","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Tarrafas","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Tauá","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Tejuçuoca","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Tianguá","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Trairi","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Tururu","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Ubajara","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Umari","-","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Umirim","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Uruburetama","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Uruoca","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Varjota","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Várzea Alegre","1","unidades",1
"1.2.1.3.1.2","Cursos d'água intermitentes","Viçosa do Ceará","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Abaiara","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Acarape","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Acaraú","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Acopiara","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Aiuaba","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Alcântaras","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Altaneira","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Alto Santo","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Amontada","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Antonina do Norte","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Apuiarés","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Aquiraz","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Aracati","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Aracoiaba","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Ararendá","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Araripe","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Aratuba","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Arneiroz","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Assaré","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Aurora","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Baixio","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Banabuiú","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Barbalha","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Barreira","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Barro","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Barroquinha","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Baturité","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Beberibe","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Bela Cruz","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Boa Viagem","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Brejo Santo","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Camocim","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Campos Sales","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Canindé","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Capistrano","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Caridade","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Cariré","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Caririaçu","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Cariús","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Carnaubal","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Cascavel","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Catarina","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Catunda","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Caucaia","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Cedro","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Chaval","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Choró","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Chorozinho","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Coreaú","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Crateús","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Crato","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Croatá","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Cruz","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Deputado Irapuan Pinheiro","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Ererê","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Eusébio","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Farias Brito","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Forquilha","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Fortaleza","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Fortim","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Frecheirinha","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","General Sampaio","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Graça","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Granja","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Granjeiro","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Groaíras","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Guaiúba","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Guaraciaba do Norte","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Guaramiranga","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Hidrolândia","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Horizonte","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Ibaretama","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Ibiapina","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Ibicuitinga","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Icapuí","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Icó","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Iguatu","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Independência","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Ipaporanga","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Ipaumirim","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Ipu","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Ipueiras","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Iracema","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Irauçuba","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Itaiçaba","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Itaitinga","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Itapajé","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Itapipoca","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Itapiúna","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Itarema","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Itatira","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Jaguaretama","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Jaguaribara","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Jaguaribe","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Jaguaruana","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Jardim","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Jati","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Jijoca de Jericoacoara","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Juazeiro do Norte","-","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Jucás","1","unidades",1
"1.2.1.3.1.3","Cursos d'água permanentes","Lavras da Mangabeira","-","unidades",1
