Municipio,Ano,Total,Media
Irauçuba,2007,381.2,31.77
Guaiúba,2007,785.8,65.48
Crateús,2007,495.92,41.33
Palmácia,2007,1248.65,104.05
Beberibe,2007,683.05,56.92
Mucambo,2007,931.1,77.59
Martinópole,2007,834.0,69.5
Jaguaribara,2007,565.9,47.16
Tabuleiro do Norte,2007,666.15,55.51
Acopiara,2007,676.42,56.37
Saboeiro,2007,749.2,62.43
Pacoti,2007,1213.6,101.13
Quixeramobim,2007,548.9,45.74
Cariré,2007,847.7,70.64
Alto Santo,2007,545.7,45.47
Barro,2007,525.15,43.76
Itaiçaba,2007,882.1,73.51
Barroquinha,2007,986.9,82.24
Crato,2007,1117.03,93.09
Moraújo,2007,922.0,76.83
Itapiúna,2007,743.18,61.93
Limoeiro do Norte,2007,655.82,54.65
Catunda,2007,443.0,36.92
Chorozinho,2007,687.6,57.3
Madalena,2007,436.14,36.35
Acaraú,2007,751.15,62.6
Várzea Alegre,2007,780.4,65.03
Jardim,2007,655.15,54.6
Alcântaras,2007,623.1,51.93
Pacajus,2007,815.15,67.93
Ararendá,2007,651.9,54.32
Paraipaba,2007,1019.8,84.98
Itapajé,2007,831.12,69.26
Mulungu,2007,710.0,59.17
Varjota,2007,811.6,67.63
Porteiras,2007,570.8,47.57
Jaguaribe,2007,802.77,66.9
Cruz,2007,699.6,58.3
Quixeré,2007,663.85,55.32
Fortim,2007,911.0,75.92
Ibicuitinga,2007,752.9,62.74
Reriutaba,2007,753.5,62.79
Aratuba,2007,915.7,76.31
Capistrano,2007,681.0,56.75
Penaforte,2007,579.6,48.3
Boa Viagem,2007,501.64,41.8
Antonina do Norte,2007,723.65,60.3
Tejuçuoca,2007,581.83,48.49
Jucás,2007,672.05,56.0
Arneiroz,2007,536.05,44.67
Cedro,2007,580.45,48.37
Barbalha,2007,927.95,77.33
Ipu,2007,769.8,64.15
Cascavel,2007,917.35,76.45
Assaré,2007,731.2,60.93
Guaramiranga,2007,1306.2,108.85
Tianguá,2007,1084.03,90.34
Parambu,2007,735.0,61.25
Baturité,2007,998.0,83.17
Icapuí,2007,865.18,72.1
Ipaumirim,2007,564.55,47.05
Aquiraz,2007,1158.3,96.52
Hidrolândia,2007,729.55,60.8
Camocim,2007,948.15,79.01
Pentecoste,2007,580.45,48.37
Miraíma,2007,460.5,38.38
Tamboril,2007,518.83,43.24
Deputado Irapuan Pinheiro,2007,727.5,60.62
Morrinhos,2007,550.45,61.16
Itarema,2007,713.45,59.45
Jijoca de Jericoacoara,2007,604.4,50.37
Senador Pompeu,2007,620.5,51.71
Novo Oriente,2007,580.4,48.37
Forquilha,2007,625.6,52.13
Uruburetama,2007,829.5,69.12
Ipueiras,2007,667.99,55.67
Milagres,2007,590.2,49.18
Ibiapina,2007,1269.6,115.42
Araripe,2007,604.25,50.35
Solonópole,2007,675.7,56.31
Trairi,2007,1189.0,99.08
Eusébio,2007,1414.0,117.83
Santana do Acaraú,2007,743.0,61.92
Milhã,2007,689.7,68.97
Itatira,2007,488.6,40.72
Mauriti,2007,434.8,36.23
Jaguaretama,2007,614.35,51.2
Fortaleza,2007,1269.76,105.81
Russas,2007,627.43,52.29
Sobral,2007,644.25,53.69
Aiuaba,2007,671.42,55.95
Independência,2007,526.79,43.9
Ibaretama,2007,663.48,55.29
Apuiarés,2007,655.5,54.62
Juazeiro do Norte,2007,762.35,63.53
Coreaú,2007,690.69,57.56
Uruoca,2007,857.8,71.48
Santa Quitéria,2007,567.44,47.29
Iguatu,2007,695.21,57.93
Canindé,2007,463.37,38.61
Pindoretama,2007,1051.0,87.58
Caucaia,2007,901.97,75.16
Redenção,2007,963.7,80.31
Umari,2007,645.45,53.79
