Municipio,Ano,Total,Media
Crato,1995,1218.55,101.55
Moraújo,1995,1574.5,131.21
Itapiúna,1995,897.5,74.79
Limoeiro do Norte,1995,922.6,76.88
Catunda,1995,891.8,74.32
Chorozinho,1995,1231.5,102.62
Madalena,1995,913.2,76.1
Acaraú,1995,1405.7,117.14
Várzea Alegre,1995,1121.1,93.42
Jardim,1995,787.2,65.6
Alcântaras,1995,937.0,78.08
Pacajus,1995,1128.6,94.05
Ararendá,1995,1177.5,98.12
Paraipaba,1995,1670.8,139.23
Itapajé,1995,895.8,74.65
Mulungu,1995,1042.7,86.89
Varjota,1995,910.5,75.88
Porteiras,1995,745.0,62.08
Jaguaribe,1995,908.95,75.75
Cruz,1995,1086.8,90.57
Quixeré,1995,712.0,59.33
Fortim,1995,1384.8,115.4
Ibicuitinga,1995,885.8,73.82
Reriutaba,1995,950.9,79.24
Aratuba,1995,1157.3,96.44
Capistrano,1995,993.5,82.79
Penaforte,1995,649.5,54.12
Boa Viagem,1995,751.0,62.58
Antonina do Norte,1995,742.4,61.87
Tejuçuoca,1995,755.7,62.97
Jucás,1995,901.8,75.15
Arneiroz,1995,757.2,63.1
Cedro,1995,1121.4,93.45
Barbalha,1995,1059.4,88.28
Ipu,1995,1170.6,97.55
Cascavel,1995,1618.4,134.87
Assaré,1995,1024.6,85.38
Guaramiranga,1995,1719.4,143.28
Tianguá,1995,1719.45,143.29
Parambu,1995,766.5,63.88
Baturité,1995,1092.8,91.07
Icapuí,1995,1370.7,114.23
Ipaumirim,1995,875.0,72.92
Aquiraz,1995,1655.3,137.94
Hidrolândia,1995,1065.0,88.75
Camocim,1995,1437.5,119.79
Pentecoste,1995,882.0,73.5
Miraíma,1995,416.25,34.69
Tamboril,1995,678.1,56.51
Deputado Irapuan Pinheiro,1995,749.7,62.47
Morrinhos,1995,1152.0,96.0
Itarema,1995,1547.5,128.96
Jijoca de Jericoacoara,1995,1035.2,86.27
Senador Pompeu,1995,839.4,69.95
Novo Oriente,1995,917.6,76.47
Forquilha,1995,814.0,67.83
Uruburetama,1995,1381.7,115.14
Ipueiras,1995,1253.2,104.43
Milagres,1995,1059.0,88.25
Ibiapina,1995,1311.6,109.3
Araripe,1995,705.0,58.75
Solonópole,1995,713.85,59.49
Trairi,1995,974.5,81.21
Eusébio,1995,1768.4,147.37
Santana do Acaraú,1995,954.4,79.53
Milhã,1995,758.3,63.19
Itatira,1995,487.9,40.66
Mauriti,1995,864.35,72.03
Jaguaretama,1995,1162.2,96.85
Fortaleza,1995,2045.26,170.44
Russas,1995,906.1,75.51
Sobral,1995,845.05,70.42
Aiuaba,1995,421.45,35.12
Independência,1995,771.0,64.25
Ibaretama,1995,743.6,61.97
Apuiarés,1995,1292.5,107.71
Juazeiro do Norte,1995,1141.7,95.14
Coreaú,1995,1428.2,119.02
Uruoca,1995,1094.4,91.2
Santa Quitéria,1995,1090.6,90.88
Iguatu,1995,932.17,77.68
Canindé,1995,640.2,53.35
Pindoretama,1995,1602.6,133.55
Caucaia,1995,1935.8,161.32
Redenção,1995,1423.8,118.65
Umari,1995,736.8,61.4
