Municipio,Ano,Total,Media
Capistrano,1993,371.8,30.98
Penaforte,1993,279.3,23.28
Boa Viagem,1993,183.8,15.32
Antonina do Norte,1993,417.0,34.75
Tejuçuoca,1993,311.4,25.95
Jucás,1993,491.0,40.92
Arneiroz,1993,296.2,24.68
Cedro,1993,530.1,44.18
Barbalha,1993,743.9,61.99
Ipu,1993,539.6,44.97
Cascavel,1993,469.0,39.08
Assaré,1993,366.5,30.54
Guaramiranga,1993,923.0,76.92
Tianguá,1993,789.0,65.75
Parambu,1993,489.7,40.81
Baturité,1993,434.5,36.21
Icapuí,1993,324.2,27.02
Ipaumirim,1993,613.9,51.16
Aquiraz,1993,433.7,36.14
Hidrolândia,1993,482.6,40.22
Camocim,1993,485.5,40.46
Pentecoste,1993,203.6,16.97
Miraíma,1993,145.6,12.13
Tamboril,1993,389.8,32.48
Deputado Irapuan Pinheiro,1993,489.3,40.78
Morrinhos,1993,321.2,26.77
Itarema,1993,615.5,51.29
Jijoca de Jericoacoara,1993,322.0,26.83
Senador Pompeu,1993,303.25,25.27
Novo Oriente,1993,272.2,22.68
Forquilha,1993,308.75,25.73
Uruburetama,1993,643.5,53.62
Ipueiras,1993,464.4,38.7
Milagres,1993,469.8,39.15
Ibiapina,1993,950.2,79.18
Araripe,1993,454.8,37.9
Solonópole,1993,196.15,16.35
Trairi,1993,471.7,39.31
Eusébio,1993,628.9,52.41
Santana do Acaraú,1993,273.4,22.78
Milhã,1993,353.3,29.44
Itatira,1993,268.4,22.37
Mauriti,1993,462.35,38.53
Jaguaretama,1993,345.6,28.8
Fortaleza,1993,757.85,63.15
Russas,1993,168.5,14.04
Sobral,1993,410.05,34.17
Aiuaba,1993,369.7,30.81
Independência,1993,172.5,14.38
Ibaretama,1993,411.0,34.25
Apuiarés,1993,321.5,26.79
Juazeiro do Norte,1993,572.65,47.72
Coreaú,1993,685.5,57.12
Uruoca,1993,446.8,37.23
Santa Quitéria,1993,430.9,35.91
Iguatu,1993,501.98,41.83
Canindé,1993,184.58,15.38
Pindoretama,1993,530.0,44.17
Caucaia,1993,675.5,56.29
Redenção,1993,344.6,28.72
Umari,1993,427.1,35.59
