Nome,ano,chuva_total,chuva_media,id
Varjota,1997,715.7,59.64,"2313955"
Porteiras,1997,892.8,74.4,"2311108"
Jaguaribe,1997,630.45,52.54,"2306900"
Cruz,1997,520.2,43.35,"2304251"
Quixeré,1997,483.0,40.25,"2311504"
Fortim,1997,884.0,73.67,"2304459"
Ibicuitinga,1997,484.8,40.4,"2305332"
Reriutaba,1997,689.9,57.49,"2311702"
Aratuba,1997,624.7,52.06,"2301406"
Capistrano,1997,502.4,41.87,"2302909"
Penaforte,1997,547.0,45.58,"2310605"
Boa Viagem,1997,536.6,44.72,"2302404"
Antonina do Norte,1997,749.8,62.48,"2300804"
Tejuçuoca,1997,421.8,35.15,"2313351"
Jucás,1997,1171.8,97.65,"2307403"
Arneiroz,1997,730.8,60.9,"2301505"
Cedro,1997,839.8,69.98,"2303808"
Barbalha,1997,855.8,71.32,"2301901"
Ipu,1997,632.8,52.73,"2305803"
Cascavel,1997,884.15,73.68,"2303501"
Assaré,1997,724.2,60.35,"2301604"
Guaramiranga,1997,997.8,83.15,"2305100"
Tianguá,1997,918.0,76.5,"2313401"
Parambu,1997,643.8,53.65,"2310308"
Baturité,1997,680.4,56.7,"2302107"
Icapuí,1997,641.9,53.49,"2305357"
Ipaumirim,1997,1095.6,91.3,"2305704"
Aquiraz,1997,1104.9,92.07,"2301000"
Hidrolândia,1997,684.8,57.07,"2305209"
Camocim,1997,800.9,66.74,"2302602"
Pentecoste,1997,421.9,35.16,"2310704"
Miraíma,1997,390.2,32.52,"2308377"
Tamboril,1997,612.2,51.02,"2313203"
Deputado Irapuan Pin,1997,719.9,59.99,"2304269"
Morrinhos,1997,366.0,30.5,"2308906"
Itarema,1997,689.3,57.44,"2306553"
Jijoca de Jericoacoa,1997,423.3,35.28,"2307254"
Senador Pompeu,1997,862.0,71.83,"2312700"
Novo Oriente,1997,608.5,50.71,"2309409"
Forquilha,1997,403.8,33.65,"2304350"
Uruburetama,1997,568.85,47.4,"2313807"
Ipueiras,1997,827.7,68.98,"2305902"
Milagres,1997,854.9,71.24,"2308302"
Ibiapina,1997,1012.0,84.33,"2305308"
Araripe,1997,874.5,72.88,"2301307"
Solonópole,1997,793.1,66.09,"2313005"
Trairi,1997,743.9,61.99,"2313500"
Eusébio,1997,1020.0,85.0,"2304285"
Santana do Acaraú,1997,591.0,49.25,"2312007"
Milhã,1997,786.8,65.57,"2308351"
Itatira,1997,479.5,39.96,"2306603"
Mauriti,1997,706.8,58.9,"2308104"
Jaguaretama,1997,713.3,59.44,"2306702"
Fortaleza,1997,983.06,81.92,"2304400"
Russas,1997,346.2,28.85,"2311801"
Sobral,1997,420.41,35.03,"2312908"
Aiuaba,1997,642.3,53.52,"2300408"
Independência,1997,733.1,61.09,"2305605"
Ibaretama,1997,736.4,61.37,"2305266"
Apuiarés,1997,630.5,52.54,"2300903"
Juazeiro do Norte,1997,604.6,50.38,"2307304"
Coreaú,1997,681.1,56.76,"2304004"
Uruoca,1997,527.1,43.93,"2313906"
Santa Quitéria,1997,623.9,51.99,"2312205"
Iguatu,1997,922.48,76.87,"2305506"
Canindé,1997,334.9,27.91,"2302800"
Pindoretama,1997,1057.0,88.08,"2310852"
Caucaia,1997,770.8,64.23,"2303709"
Redenção,1997,595.9,49.66,"2311603"
Umari,1997,704.4,58.7,"2313708"
