Nome,ano,chuva_total,chuva_media,id
Varjota,1998,557.0,46.42,"2313955"
Porteiras,1998,354.5,29.54,"2311108"
Jaguaribe,1998,481.75,40.15,"2306900"
Cruz,1998,692.6,57.72,"2304251"
Quixeré,1998,375.8,31.32,"2311504"
Fortim,1998,601.0,50.08,"2304459"
Ibicuitinga,1998,442.8,36.9,"2305332"
Reriutaba,1998,408.6,34.05,"2311702"
Aratuba,1998,714.1,59.51,"2301406"
Capistrano,1998,394.0,32.83,"2302909"
Penaforte,1998,359.5,29.96,"2310605"
Boa Viagem,1998,402.25,33.52,"2302404"
Antonina do Norte,1998,344.6,28.72,"2300804"
Tejuçuoca,1998,335.8,27.98,"2313351"
Jucás,1998,549.0,45.75,"2307403"
Arneiroz,1998,261.0,21.75,"2301505"
Cedro,1998,541.3,45.11,"2303808"
Barbalha,1998,784.7,65.39,"2301901"
Ipu,1998,333.5,27.79,"2305803"
Cascavel,1998,544.55,45.38,"2303501"
Assaré,1998,401.0,33.42,"2301604"
Guaramiranga,1998,818.9,68.24,"2305100"
Tianguá,1998,539.1,44.93,"2313401"
Parambu,1998,331.25,27.6,"2310308"
Baturité,1998,570.9,47.57,"2302107"
Icapuí,1998,341.3,31.03,"2305357"
Ipaumirim,1998,570.8,47.57,"2305704"
Aquiraz,1998,722.1,60.18,"2301000"
Hidrolândia,1998,414.0,34.5,"2305209"
Camocim,1998,764.05,63.67,"2302602"
Pentecoste,1998,416.3,34.69,"2310704"
Miraíma,1998,433.0,36.08,"2308377"
Tamboril,1998,251.9,20.99,"2313203"
Deputado Irapuan Pin,1998,325.4,27.12,"2304269"
Morrinhos,1998,510.4,42.53,"2308906"
Itarema,1998,923.4,76.95,"2306553"
Jijoca de Jericoacoa,1998,537.5,44.79,"2307254"
Senador Pompeu,1998,506.8,42.23,"2312700"
Novo Oriente,1998,358.0,29.83,"2309409"
Forquilha,1998,351.7,29.31,"2304350"
Uruburetama,1998,928.45,77.37,"2313807"
Ipueiras,1998,525.85,43.82,"2305902"
Milagres,1998,746.3,62.19,"2308302"
Ibiapina,1998,1013.0,84.42,"2305308"
Araripe,1998,497.7,41.48,"2301307"
Solonópole,1998,442.7,36.89,"2313005"
Trairi,1998,859.0,71.58,"2313500"
Eusébio,1998,880.5,73.38,"2304285"
Santana do Acaraú,1998,288.0,24.0,"2312007"
Milhã,1998,378.5,31.54,"2308351"
Itatira,1998,230.4,19.2,"2306603"
Mauriti,1998,418.1,34.84,"2308104"
Jaguaretama,1998,425.9,35.49,"2306702"
Fortaleza,1998,844.72,70.39,"2304400"
Russas,1998,399.92,33.33,"2311801"
Sobral,1998,451.2,37.6,"2312908"
Aiuaba,1998,227.7,18.97,"2300408"
Independência,1998,194.95,16.25,"2305605"
Ibaretama,1998,356.0,29.67,"2305266"
Apuiarés,1998,574.0,47.83,"2300903"
Juazeiro do Norte,1998,726.8,60.57,"2307304"
Coreaú,1998,496.6,41.38,"2304004"
Uruoca,1998,436.1,36.34,"2313906"
Santa Quitéria,1998,331.2,27.6,"2312205"
Iguatu,1998,734.89,61.24,"2305506"
Canindé,1998,236.1,19.68,"2302800"
Pindoretama,1998,568.0,47.33,"2310852"
Caucaia,1998,745.2,62.1,"2303709"
Redenção,1998,742.2,61.85,"2311603"
Umari,1998,465.5,38.79,"2313708"
