"Posição","Nome","Localidade","2017-preliminar","Unidade","Multiplicador"
"1.2.10.1.1","Permanentes","Varjota","66","estabelecimentos",1
"1.2.10.1.1","Permanentes","Várzea Alegre","1375","estabelecimentos",1
"1.2.10.1.1","Permanentes","Viçosa do Ceará","2069","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Abaiara","537","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Acarape","486","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Acaraú","3784","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Acopiara","5235","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Aiuaba","1946","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Alcântaras","588","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Altaneira","432","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Alto Santo","767","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Amontada","3259","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Antonina do Norte","263","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Apuiarés","1198","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Aquiraz","1377","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Aracati","2012","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Aracoiaba","2248","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Ararendá","1495","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Araripe","1581","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Aratuba","1242","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Arneiroz","399","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Assaré","2054","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Aurora","2254","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Baixio","349","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Banabuiú","754","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Barbalha","2643","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Barreira","818","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Barro","1274","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Barroquinha","742","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Baturité","1482","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Beberibe","2278","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Bela Cruz","1675","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Boa Viagem","5226","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Brejo Santo","1496","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Camocim","1638","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Campos Sales","1473","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Canindé","5629","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Capistrano","1993","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Caridade","1333","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Cariré","1265","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Caririaçu","2225","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Cariús","2538","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Carnaubal","991","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Cascavel","1683","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Catarina","1008","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Catunda","840","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Caucaia","2092","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Cedro","2249","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Chaval","375","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Choró","1699","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Chorozinho","1056","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Coreaú","1186","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Crateús","5859","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Crato","2299","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Croatá","1666","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Cruz","579","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Deputado Irapuan Pinheiro","1072","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Ererê","444","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Eusébio","87","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Farias Brito","1711","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Forquilha","704","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Fortaleza","143","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Fortim","438","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Frecheirinha","870","estabelecimentos",1
"1.2.10.1.2","Temporárias ","General Sampaio","360","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Graça","1662","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Granja","3660","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Granjeiro","544","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Groaíras","1147","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Guaiúba","879","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Guaraciaba do Norte","1894","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Guaramiranga","132","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Hidrolândia","2129","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Horizonte","418","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Ibaretama","1461","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Ibiapina","1545","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Ibicuitinga","873","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Icapuí","150","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Icó","4253","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Iguatu","3013","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Independência","417","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Ipaporanga","1752","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Ipaumirim","968","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Ipu","2164","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Ipueiras","3144","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Iracema","404","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Irauçuba","1098","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Itaiçaba","700","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Itaitinga","436","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Itapajé","1277","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Itapipoca","6020","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Itapiúna","2015","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Itarema","1681","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Itatira","2066","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Jaguaretama","1597","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Jaguaribara","158","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Jaguaribe","1068","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Jaguaruana","1381","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Jardim","2056","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Jati","171","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Jijoca de Jericoacoara","399","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Juazeiro do Norte","813","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Jucás","1876","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Lavras da Mangabeira","2980","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Limoeiro do Norte","1227","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Madalena","1643","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Maracanaú","131","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Maranguape","2126","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Marco","933","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Martinópole","457","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Massapê","1355","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Mauriti","2701","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Meruoca","1023","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Milagres","1798","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Milhã","1245","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Miraíma","542","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Missão Velha","2844","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Mombaça","5593","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Monsenhor Tabosa","2096","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Morada Nova","2753","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Moraújo","645","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Morrinhos","1399","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Mucambo","927","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Mulungu","839","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Nova Olinda","716","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Nova Russas","1885","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Novo Oriente","1622","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Ocara","2236","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Orós","609","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Pacajus","852","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Pacatuba","273","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Pacoti","765","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Pacujá","273","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Palhano","1130","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Palmácia","868","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Paracuru","499","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Paraipaba","1108","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Parambu","1534","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Paramoti","755","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Pedra Branca","3675","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Penaforte","246","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Pentecoste","2349","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Pereiro","1548","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Pindoretama","884","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Piquet Carneiro","2183","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Pires Ferreira","807","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Poranga","2022","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Porteiras","1312","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Potengi","796","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Potiretama","785","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Quiterianópolis","2854","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Quixadá","3945","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Quixelô","1588","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Quixeramobim","6264","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Quixeré","499","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Redenção","2559","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Reriutaba","1523","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Russas","3282","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Saboeiro","1658","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Salitre","2411","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Santana do Acaraú","2924","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Santana do Cariri","930","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Santa Quitéria","3716","estabelecimentos",1
"1.2.10.1.2","Temporárias ","São Benedito","3253","estabelecimentos",1
"1.2.10.1.2","Temporárias ","São Gonçalo do Amarante","1048","estabelecimentos",1
"1.2.10.1.2","Temporárias ","São João do Jaguaribe","422","estabelecimentos",1
"1.2.10.1.2","Temporárias ","São Luís do Curu","451","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Senador Pompeu","2084","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Senador Sá","608","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Sobral","4369","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Solonópole","1570","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Tabuleiro do Norte","1173","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Tamboril","2482","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Tarrafas","1196","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Tauá","4213","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Tejuçuoca","777","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Tianguá","3453","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Trairi","2734","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Tururu","741","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Ubajara","2298","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Umari","801","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Umirim","1112","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Uruburetama","580","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Uruoca","1253","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Varjota","680","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Várzea Alegre","2896","estabelecimentos",1
"1.2.10.1.2","Temporárias ","Viçosa do Ceará","4811","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Abaiara","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Acarape","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Acaraú","16","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Acopiara","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Aiuaba","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Alcântaras","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Altaneira","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Alto Santo","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Amontada","10","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Antonina do Norte","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Apuiarés","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Aquiraz","32","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Aracati","9","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Aracoiaba","6","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Ararendá","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Araripe","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Aratuba","5","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Arneiroz","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Assaré","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Aurora","6","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Baixio","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Banabuiú","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Barbalha","15","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Barreira","12","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Barro","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Barroquinha","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Baturité","8","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Beberibe","15","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Bela Cruz","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Boa Viagem","7","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Brejo Santo","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Camocim","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Campos Sales","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Canindé","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Capistrano","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Caridade","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Cariré","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Caririaçu","7","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Cariús","23","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Carnaubal","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Cascavel","8","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Catarina","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Catunda","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Caucaia","7","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Cedro","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Chaval","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Choró","5","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Chorozinho","5","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Coreaú","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Crateús","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Crato","8","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Croatá","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Cruz","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Deputado Irapuan Pinheiro","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Ererê","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Eusébio","14","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Farias Brito","6","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Forquilha","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Fortaleza","16","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Fortim","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Frecheirinha","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","General Sampaio","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Graça","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Granja","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Granjeiro","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Groaíras","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Guaiúba","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Guaraciaba do Norte","6","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Guaramiranga","5","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Hidrolândia","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Horizonte","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Ibaretama","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Ibiapina","12","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Ibicuitinga","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Icapuí","7","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Icó","14","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Iguatu","17","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Independência","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Ipaporanga","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Ipaumirim","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Ipu","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Ipueiras","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Iracema","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Irauçuba","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Itaiçaba","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Itaitinga","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Itapajé","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Itapipoca","17","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Itapiúna","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Itarema","5","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Itatira","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Jaguaretama","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Jaguaribara","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Jaguaribe","7","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Jaguaruana","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Jardim","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Jati","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Jijoca de Jericoacoara","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Juazeiro do Norte","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Jucás","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Lavras da Mangabeira","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Limoeiro do Norte","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Madalena","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Maracanaú","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Maranguape","6","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Marco","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Martinópole","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Massapê","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Mauriti","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Meruoca","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Milagres","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Milhã","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Miraíma","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Missão Velha","7","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Mombaça","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Monsenhor Tabosa","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Morada Nova","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Moraújo","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Morrinhos","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Mucambo","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Mulungu","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Nova Olinda","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Nova Russas","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Novo Oriente","6","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Ocara","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Orós","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Pacajus","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Pacatuba","7","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Pacoti","16","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Pacujá","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Palhano","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Palmácia","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Paracuru","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Paraipaba","7","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Parambu","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Paramoti","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Pedra Branca","11","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Penaforte","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Pentecoste","8","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Pereiro","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Pindoretama","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Piquet Carneiro","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Pires Ferreira","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Poranga","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Porteiras","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Potengi","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Potiretama","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Quiterianópolis","5","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Quixadá","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Quixelô","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Quixeramobim","12","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Quixeré","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Redenção","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Reriutaba","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Russas","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Saboeiro","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Salitre","7","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Santana do Acaraú","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Santana do Cariri","5","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Santa Quitéria","4","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","São Benedito","17","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","São Gonçalo do Amarante","3","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","São João do Jaguaribe","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","São Luís do Curu","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Senador Pompeu","1","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Senador Sá","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Sobral","19","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Solonópole","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Tabuleiro do Norte","5","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Tamboril","2","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Tarrafas","-","estabelecimentos",1
"1.2.10.1.3","Área para cultivo de flores","Tauá","3","estabelecimentos",1
