"Posição","Nome","Localidade","2005","2009","Unidade","Multiplicador"
"1.7.1.1.1","Público","Acarape","10","14","estabelecimentos",1
"1.7.1.1.1","Público","Acaraú","14","21","estabelecimentos",1
"1.7.1.1.1","Público","Acopiara","11","19","estabelecimentos",1
"1.7.1.1.1","Público","Aiuaba","7","7","estabelecimentos",1
"1.7.1.1.1","Público","Alcântaras","5","7","estabelecimentos",1
"1.7.1.1.1","Público","Altaneira","4","9","estabelecimentos",1
"1.7.1.1.1","Público","Alto Santo","5","12","estabelecimentos",1
"1.7.1.1.1","Público","Amontada","10","12","estabelecimentos",1
"1.7.1.1.1","Público","Antonina do Norte","4","4","estabelecimentos",1
"1.7.1.1.1","Público","Apuiarés","7","17","estabelecimentos",1
"1.7.1.1.1","Público","Aquiraz","36","44","estabelecimentos",1
"1.7.1.1.1","Público","Aracati","30","72","estabelecimentos",1
"1.7.1.1.1","Público","Aracoiaba","17","17","estabelecimentos",1
"1.7.1.1.1","Público","Ararendá","4","5","estabelecimentos",1
"1.7.1.1.1","Público","Araripe","13","14","estabelecimentos",1
"1.7.1.1.1","Público","Aratuba","11","11","estabelecimentos",1
"1.7.1.1.1","Público","Arneiroz","5","5","estabelecimentos",1
"1.7.1.1.1","Público","Assaré","7","9","estabelecimentos",1
"1.7.1.1.1","Público","Aurora","12","17","estabelecimentos",1
"1.7.1.1.1","Público","Baixio","2","2","estabelecimentos",1
"1.7.1.1.1","Público","Banabuiú","9","13","estabelecimentos",1
"1.7.1.1.1","Público","Barbalha","28","43","estabelecimentos",1
"1.7.1.1.1","Público","Barreira","14","17","estabelecimentos",1
"1.7.1.1.1","Público","Barro","11","14","estabelecimentos",1
"1.7.1.1.1","Público","Barroquinha","4","6","estabelecimentos",1
"1.7.1.1.1","Público","Baturité","14","19","estabelecimentos",1
"1.7.1.1.1","Público","Beberibe","29","62","estabelecimentos",1
"1.7.1.1.1","Público","Bela Cruz","10","16","estabelecimentos",1
"1.7.1.1.1","Público","Boa Viagem","25","27","estabelecimentos",1
"1.7.1.1.1","Público","Brejo Santo","24","30","estabelecimentos",1
"1.7.1.1.1","Público","Camocim","17","24","estabelecimentos",1
"1.7.1.1.1","Público","Campos Sales","15","17","estabelecimentos",1
"1.7.1.1.1","Público","Canindé","36","39","estabelecimentos",1
"1.7.1.1.1","Público","Capistrano","12","13","estabelecimentos",1
"1.7.1.1.1","Público","Caridade","7","13","estabelecimentos",1
"1.7.1.1.1","Público","Cariré","7","13","estabelecimentos",1
"1.7.1.1.1","Público","Caririaçu","19","41","estabelecimentos",1
"1.7.1.1.1","Público","Cariús","13","12","estabelecimentos",1
"1.7.1.1.1","Público","Carnaubal","12","14","estabelecimentos",1
"1.7.1.1.1","Público","Cascavel","36","45","estabelecimentos",1
"1.7.1.1.1","Público","Catarina","7","10","estabelecimentos",1
"1.7.1.1.1","Público","Catunda","5","7","estabelecimentos",1
"1.7.1.1.1","Público","Caucaia","44","49","estabelecimentos",1
"1.7.1.1.1","Público","Cedro","18","24","estabelecimentos",1
"1.7.1.1.1","Público","Chaval","4","6","estabelecimentos",1
"1.7.1.1.1","Público","Choró","7","8","estabelecimentos",1
"1.7.1.1.1","Público","Chorozinho","11","13","estabelecimentos",1
"1.7.1.1.1","Público","Coreaú","6","12","estabelecimentos",1
"1.7.1.1.1","Público","Crateús","27","32","estabelecimentos",1
"1.7.1.1.1","Público","Crato","45","39","estabelecimentos",1
"1.7.1.1.1","Público","Croatá","6","8","estabelecimentos",1
"1.7.1.1.1","Público","Cruz","7","12","estabelecimentos",1
"1.7.1.1.1","Público","Deputado Irapuan Pinheiro","4","8","estabelecimentos",1
"1.7.1.1.1","Público","Ererê","6","7","estabelecimentos",1
"1.7.1.1.1","Público","Eusébio","20","25","estabelecimentos",1
"1.7.1.1.1","Público","Farias Brito","10","15","estabelecimentos",1
"1.7.1.1.1","Público","Forquilha","7","12","estabelecimentos",1
"1.7.1.1.1","Público","Fortaleza","105","104","estabelecimentos",1
"1.7.1.1.1","Público","Fortim","9","11","estabelecimentos",1
"1.7.1.1.1","Público","Frecheirinha","4","6","estabelecimentos",1
"1.7.1.1.1","Público","General Sampaio","4","9","estabelecimentos",1
"1.7.1.1.1","Público","Graça","10","9","estabelecimentos",1
"1.7.1.1.1","Público","Granja","11","12","estabelecimentos",1
"1.7.1.1.1","Público","Granjeiro","4","7","estabelecimentos",1
"1.7.1.1.1","Público","Groaíras","11","5","estabelecimentos",1
"1.7.1.1.1","Público","Guaiúba","14","10","estabelecimentos",1
"1.7.1.1.1","Público","Guaraciaba do Norte","16","19","estabelecimentos",1
"1.7.1.1.1","Público","Guaramiranga","4","8","estabelecimentos",1
"1.7.1.1.1","Público","Hidrolândia","6","9","estabelecimentos",1
"1.7.1.1.1","Público","Horizonte","12","20","estabelecimentos",1
"1.7.1.1.1","Público","Ibaretama","6","8","estabelecimentos",1
"1.7.1.1.1","Público","Ibiapina","11","15","estabelecimentos",1
"1.7.1.1.1","Público","Ibicuitinga","5","10","estabelecimentos",1
"1.7.1.1.1","Público","Icapuí","11","11","estabelecimentos",1
"1.7.1.1.1","Público","Icó","24","26","estabelecimentos",1
"1.7.1.1.1","Público","Iguatu","43","42","estabelecimentos",1
"1.7.1.1.1","Público","Independência","15","17","estabelecimentos",1
"1.7.1.1.1","Público","Ipaporanga","6","8","estabelecimentos",1
"1.7.1.1.1","Público","Ipaumirim","6","5","estabelecimentos",1
"1.7.1.1.1","Público","Ipu","10","14","estabelecimentos",1
"1.7.1.1.1","Público","Ipueiras","12","13","estabelecimentos",1
"1.7.1.1.1","Público","Iracema","7","10","estabelecimentos",1
"1.7.1.1.1","Público","Irauçuba","4","10","estabelecimentos",1
"1.7.1.1.1","Público","Itaiçaba","11","13","estabelecimentos",1
"1.7.1.1.1","Público","Itaitinga","20","20","estabelecimentos",1
"1.7.1.1.1","Público","Itapajé","19","32","estabelecimentos",1
"1.7.1.1.1","Público","Itapipoca","24","35","estabelecimentos",1
"1.7.1.1.1","Público","Itapiúna","10","10","estabelecimentos",1
"1.7.1.1.1","Público","Itarema","10","14","estabelecimentos",1
"1.7.1.1.1","Público","Itatira","10","11","estabelecimentos",1
"1.7.1.1.1","Público","Jaguaretama","7","6","estabelecimentos",1
"1.7.1.1.1","Público","Jaguaribara","5","5","estabelecimentos",1
"1.7.1.1.1","Público","Jaguaribe","9","11","estabelecimentos",1
"1.7.1.1.1","Público","Jaguaruana","14","34","estabelecimentos",1
"1.7.1.1.1","Público","Jardim","13","17","estabelecimentos",1
"1.7.1.1.1","Público","Jati","8","11","estabelecimentos",1
"1.7.1.1.1","Público","Jijoca de Jericoacoara","8","10","estabelecimentos",1
"1.7.1.1.1","Público","Juazeiro do Norte","46","65","estabelecimentos",1
"1.7.1.1.1","Público","Jucás","7","9","estabelecimentos",1
"1.7.1.1.1","Público","Lavras da Mangabeira","8","11","estabelecimentos",1
"1.7.1.1.1","Público","Limoeiro do Norte","30","46","estabelecimentos",1
"1.7.1.1.1","Público","Madalena","13","16","estabelecimentos",1
"1.7.1.1.1","Público","Maracanaú","23","34","estabelecimentos",1
"1.7.1.1.1","Público","Maranguape","28","38","estabelecimentos",1
"1.7.1.1.1","Público","Marco","8","9","estabelecimentos",1
"1.7.1.1.1","Público","Martinópole","4","6","estabelecimentos",1
"1.7.1.1.1","Público","Massapê","5","15","estabelecimentos",1
"1.7.1.1.1","Público","Mauriti","12","17","estabelecimentos",1
"1.7.1.1.1","Público","Meruoca","6","7","estabelecimentos",1
"1.7.1.1.1","Público","Milagres","8","28","estabelecimentos",1
"1.7.1.1.1","Público","Milhã","7","8","estabelecimentos",1
"1.7.1.1.1","Público","Miraíma","6","8","estabelecimentos",1
"1.7.1.1.1","Público","Missão Velha","9","20","estabelecimentos",1
"1.7.1.1.1","Público","Mombaça","11","13","estabelecimentos",1
"1.7.1.1.1","Público","Monsenhor Tabosa","10","11","estabelecimentos",1
"1.7.1.1.1","Público","Morada Nova","43","32","estabelecimentos",1
"1.7.1.1.1","Público","Moraújo","4","5","estabelecimentos",1
"1.7.1.1.1","Público","Morrinhos","5","7","estabelecimentos",1
"1.7.1.1.1","Público","Mucambo","7","9","estabelecimentos",1
"1.7.1.1.1","Público","Mulungu","5","6","estabelecimentos",1
"1.7.1.1.1","Público","Nova Olinda","5","7","estabelecimentos",1
"1.7.1.1.1","Público","Nova Russas","8","16","estabelecimentos",1
"1.7.1.1.1","Público","Novo Oriente","9","12","estabelecimentos",1
"1.7.1.1.1","Público","Ocara","12","15","estabelecimentos",1
"1.7.1.1.1","Público","Orós","9","14","estabelecimentos",1
"1.7.1.1.1","Público","Pacajus","14","17","estabelecimentos",1
"1.7.1.1.1","Público","Pacatuba","11","15","estabelecimentos",1
"1.7.1.1.1","Público","Pacoti","11","21","estabelecimentos",1
"1.7.1.1.1","Público","Pacujá","5","4","estabelecimentos",1
"1.7.1.1.1","Público","Palhano","10","11","estabelecimentos",1
"1.7.1.1.1","Público","Palmácia","9","10","estabelecimentos",1
"1.7.1.1.1","Público","Paracuru","11","18","estabelecimentos",1
"1.7.1.1.1","Público","Paraipaba","8","13","estabelecimentos",1
"1.7.1.1.1","Público","Parambu","15","21","estabelecimentos",1
"1.7.1.1.1","Público","Paramoti","9","13","estabelecimentos",1
"1.7.1.1.1","Público","Pedra Branca","13","17","estabelecimentos",1
"1.7.1.1.1","Público","Penaforte","5","11","estabelecimentos",1
"1.7.1.1.1","Público","Pentecoste","18","24","estabelecimentos",1
"1.7.1.1.1","Público","Pereiro","5","6","estabelecimentos",1
"1.7.1.1.1","Público","Pindoretama","11","15","estabelecimentos",1
"1.7.1.1.1","Público","Piquet Carneiro","6","6","estabelecimentos",1
"1.7.1.1.1","Público","Pires Ferreira","4","3","estabelecimentos",1
"1.7.1.1.1","Público","Poranga","4","5","estabelecimentos",1
"1.7.1.1.1","Público","Porteiras","14","16","estabelecimentos",1
"1.7.1.1.1","Público","Potengi","7","8","estabelecimentos",1
"1.7.1.1.1","Público","Potiretama","2","7","estabelecimentos",1
"1.7.1.1.1","Público","Quiterianópolis","13","14","estabelecimentos",1
"1.7.1.1.1","Público","Quixadá","28","30","estabelecimentos",1
"1.7.1.1.1","Público","Quixelô","9","9","estabelecimentos",1
"1.7.1.1.1","Público","Quixeramobim","36","34","estabelecimentos",1
"1.7.1.1.1","Público","Quixeré","10","13","estabelecimentos",1
"1.7.1.1.1","Público","Redenção","20","27","estabelecimentos",1
"1.7.1.1.1","Público","Reriutaba","5","7","estabelecimentos",1
"1.7.1.1.1","Público","Russas","58","63","estabelecimentos",1
"1.7.1.1.1","Público","Saboeiro","8","10","estabelecimentos",1
"1.7.1.1.1","Público","Salitre","5","11","estabelecimentos",1
"1.7.1.1.1","Público","Santana do Acaraú","9","13","estabelecimentos",1
"1.7.1.1.1","Público","Santana do Cariri","7","7","estabelecimentos",1
"1.7.1.1.1","Público","Santa Quitéria","16","20","estabelecimentos",1
"1.7.1.1.1","Público","São Benedito","10","15","estabelecimentos",1
"1.7.1.1.1","Público","São Gonçalo do Amarante","13","21","estabelecimentos",1
"1.7.1.1.1","Público","São João do Jaguaribe","4","12","estabelecimentos",1
"1.7.1.1.1","Público","São Luís do Curu","9","12","estabelecimentos",1
"1.7.1.1.1","Público","Senador Pompeu","16","17","estabelecimentos",1
"1.7.1.1.1","Público","Senador Sá","4","4","estabelecimentos",1
"1.7.1.1.1","Público","Sobral","26","50","estabelecimentos",1
"1.7.1.1.1","Público","Solonópole","7","9","estabelecimentos",1
"1.7.1.1.1","Público","Tabuleiro do Norte","10","12","estabelecimentos",1
"1.7.1.1.1","Público","Tamboril","12","16","estabelecimentos",1
"1.7.1.1.1","Público","Tarrafas","2","3","estabelecimentos",1
"1.7.1.1.1","Público","Tauá","25","29","estabelecimentos",1
"1.7.1.1.1","Público","Tejuçuoca","14","17","estabelecimentos",1
"1.7.1.1.1","Público","Tianguá","23","27","estabelecimentos",1
"1.7.1.1.1","Público","Trairi","13","16","estabelecimentos",1
"1.7.1.1.1","Público","Tururu","4","7","estabelecimentos",1
"1.7.1.1.1","Público","Ubajara","14","17","estabelecimentos",1
"1.7.1.1.1","Público","Umari","3","4","estabelecimentos",1
"1.7.1.1.1","Público","Umirim","6","8","estabelecimentos",1
"1.7.1.1.1","Público","Uruburetama","12","16","estabelecimentos",1
"1.7.1.1.1","Público","Uruoca","5","6","estabelecimentos",1
"1.7.1.1.1","Público","Varjota","6","6","estabelecimentos",1
"1.7.1.1.1","Público","Várzea Alegre","12","14","estabelecimentos",1
"1.7.1.1.1","Público","Viçosa do Ceará","15","17","estabelecimentos",1
"1.7.1.1.2","Privado","Abaiara","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Acarape","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Acaraú","3","5","estabelecimentos",1
"1.7.1.1.2","Privado","Acopiara","2","3","estabelecimentos",1
"1.7.1.1.2","Privado","Aiuaba","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Alcântaras","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Altaneira","0","1","estabelecimentos",1
"1.7.1.1.2","Privado","Alto Santo","0","1","estabelecimentos",1
"1.7.1.1.2","Privado","Amontada","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Antonina do Norte","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Apuiarés","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Aquiraz","1","2","estabelecimentos",1
"1.7.1.1.2","Privado","Aracati","8","6","estabelecimentos",1
"1.7.1.1.2","Privado","Aracoiaba","0","1","estabelecimentos",1
"1.7.1.1.2","Privado","Ararendá","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Araripe","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Aratuba","0","1","estabelecimentos",1
"1.7.1.1.2","Privado","Arneiroz","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Assaré","3","3","estabelecimentos",1
"1.7.1.1.2","Privado","Aurora","1","2","estabelecimentos",1
"1.7.1.1.2","Privado","Baixio","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Banabuiú","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Barbalha","9","10","estabelecimentos",1
"1.7.1.1.2","Privado","Barreira","0","1","estabelecimentos",1
"1.7.1.1.2","Privado","Barro","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Barroquinha","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Baturité","4","3","estabelecimentos",1
"1.7.1.1.2","Privado","Beberibe","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Bela Cruz","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Boa Viagem","2","4","estabelecimentos",1
"1.7.1.1.2","Privado","Brejo Santo","9","8","estabelecimentos",1
"1.7.1.1.2","Privado","Camocim","5","5","estabelecimentos",1
"1.7.1.1.2","Privado","Campos Sales","6","4","estabelecimentos",1
"1.7.1.1.2","Privado","Canindé","4","8","estabelecimentos",1
"1.7.1.1.2","Privado","Capistrano","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Caridade","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Cariré","2","1","estabelecimentos",1
"1.7.1.1.2","Privado","Caririaçu","0","2","estabelecimentos",1
"1.7.1.1.2","Privado","Cariús","0","1","estabelecimentos",1
"1.7.1.1.2","Privado","Carnaubal","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Cascavel","1","2","estabelecimentos",1
"1.7.1.1.2","Privado","Catarina","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Catunda","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Caucaia","12","7","estabelecimentos",1
"1.7.1.1.2","Privado","Cedro","3","4","estabelecimentos",1
"1.7.1.1.2","Privado","Chaval","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Choró","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Chorozinho","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Coreaú","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Crateús","13","19","estabelecimentos",1
"1.7.1.1.2","Privado","Crato","31","28","estabelecimentos",1
"1.7.1.1.2","Privado","Croatá","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Cruz","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Deputado Irapuan Pinheiro","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Ererê","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Eusébio","0","1","estabelecimentos",1
"1.7.1.1.2","Privado","Farias Brito","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Forquilha","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Fortaleza","420","402","estabelecimentos",1
"1.7.1.1.2","Privado","Fortim","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Frecheirinha","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","General Sampaio","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Graça","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Granja","2","3","estabelecimentos",1
"1.7.1.1.2","Privado","Granjeiro","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Groaíras","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Guaiúba","1","0","estabelecimentos",1
"1.7.1.1.2","Privado","Guaraciaba do Norte","3","3","estabelecimentos",1
"1.7.1.1.2","Privado","Guaramiranga","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Hidrolândia","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Horizonte","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Ibaretama","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Ibiapina","1","0","estabelecimentos",1
"1.7.1.1.2","Privado","Ibicuitinga","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Icapuí","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Icó","7","7","estabelecimentos",1
"1.7.1.1.2","Privado","Iguatu","19","21","estabelecimentos",1
"1.7.1.1.2","Privado","Independência","5","5","estabelecimentos",1
"1.7.1.1.2","Privado","Ipaporanga","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Ipaumirim","0","3","estabelecimentos",1
"1.7.1.1.2","Privado","Ipu","6","8","estabelecimentos",1
"1.7.1.1.2","Privado","Ipueiras","2","3","estabelecimentos",1
"1.7.1.1.2","Privado","Iracema","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Irauçuba","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Itaiçaba","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Itaitinga","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Itapajé","3","6","estabelecimentos",1
"1.7.1.1.2","Privado","Itapipoca","11","12","estabelecimentos",1
"1.7.1.1.2","Privado","Itapiúna","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Itarema","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Itatira","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Jaguaretama","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Jaguaribara","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Jaguaribe","2","5","estabelecimentos",1
"1.7.1.1.2","Privado","Jaguaruana","1","2","estabelecimentos",1
"1.7.1.1.2","Privado","Jardim","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Jati","1","0","estabelecimentos",1
"1.7.1.1.2","Privado","Jijoca de Jericoacoara","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Juazeiro do Norte","28","60","estabelecimentos",1
"1.7.1.1.2","Privado","Jucás","1","0","estabelecimentos",1
"1.7.1.1.2","Privado","Lavras da Mangabeira","3","3","estabelecimentos",1
"1.7.1.1.2","Privado","Limoeiro do Norte","6","9","estabelecimentos",1
"1.7.1.1.2","Privado","Madalena","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Maracanaú","10","11","estabelecimentos",1
"1.7.1.1.2","Privado","Maranguape","5","6","estabelecimentos",1
"1.7.1.1.2","Privado","Marco","0","3","estabelecimentos",1
"1.7.1.1.2","Privado","Martinópole","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Massapê","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Mauriti","5","5","estabelecimentos",1
"1.7.1.1.2","Privado","Meruoca","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Milagres","4","6","estabelecimentos",1
"1.7.1.1.2","Privado","Milhã","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Miraíma","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Missão Velha","5","6","estabelecimentos",1
"1.7.1.1.2","Privado","Mombaça","1","3","estabelecimentos",1
"1.7.1.1.2","Privado","Monsenhor Tabosa","2","2","estabelecimentos",1
"1.7.1.1.2","Privado","Morada Nova","4","4","estabelecimentos",1
"1.7.1.1.2","Privado","Moraújo","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Morrinhos","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Mucambo","1","0","estabelecimentos",1
"1.7.1.1.2","Privado","Mulungu","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Nova Olinda","1","0","estabelecimentos",1
"1.7.1.1.2","Privado","Nova Russas","5","6","estabelecimentos",1
"1.7.1.1.2","Privado","Novo Oriente","2","1","estabelecimentos",1
"1.7.1.1.2","Privado","Ocara","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Orós","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Pacajus","5","4","estabelecimentos",1
"1.7.1.1.2","Privado","Pacatuba","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Pacoti","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Pacujá","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Palhano","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Palmácia","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Paracuru","3","1","estabelecimentos",1
"1.7.1.1.2","Privado","Paraipaba","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Parambu","2","4","estabelecimentos",1
"1.7.1.1.2","Privado","Paramoti","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Pedra Branca","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Penaforte","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Pentecoste","1","2","estabelecimentos",1
"1.7.1.1.2","Privado","Pereiro","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Pindoretama","0","1","estabelecimentos",1
"1.7.1.1.2","Privado","Piquet Carneiro","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Pires Ferreira","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Poranga","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Porteiras","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Potengi","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Potiretama","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Quiterianópolis","2","2","estabelecimentos",1
"1.7.1.1.2","Privado","Quixadá","6","6","estabelecimentos",1
"1.7.1.1.2","Privado","Quixelô","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Quixeramobim","5","5","estabelecimentos",1
"1.7.1.1.2","Privado","Quixeré","1","2","estabelecimentos",1
"1.7.1.1.2","Privado","Redenção","2","2","estabelecimentos",1
"1.7.1.1.2","Privado","Reriutaba","2","0","estabelecimentos",1
"1.7.1.1.2","Privado","Russas","5","5","estabelecimentos",1
"1.7.1.1.2","Privado","Saboeiro","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Salitre","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Santana do Acaraú","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Santana do Cariri","1","0","estabelecimentos",1
"1.7.1.1.2","Privado","Santa Quitéria","4","4","estabelecimentos",1
"1.7.1.1.2","Privado","São Benedito","5","9","estabelecimentos",1
"1.7.1.1.2","Privado","São Gonçalo do Amarante","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","São João do Jaguaribe","1","0","estabelecimentos",1
"1.7.1.1.2","Privado","São Luís do Curu","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Senador Pompeu","3","3","estabelecimentos",1
"1.7.1.1.2","Privado","Senador Sá","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Sobral","27","49","estabelecimentos",1
"1.7.1.1.2","Privado","Solonópole","1","0","estabelecimentos",1
"1.7.1.1.2","Privado","Tabuleiro do Norte","5","5","estabelecimentos",1
"1.7.1.1.2","Privado","Tamboril","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Tarrafas","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Tauá","8","9","estabelecimentos",1
"1.7.1.1.2","Privado","Tejuçuoca","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Tianguá","8","11","estabelecimentos",1
"1.7.1.1.2","Privado","Trairi","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Tururu","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Ubajara","3","4","estabelecimentos",1
"1.7.1.1.2","Privado","Umari","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Umirim","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Uruburetama","1","1","estabelecimentos",1
"1.7.1.1.2","Privado","Uruoca","0","0","estabelecimentos",1
"1.7.1.1.2","Privado","Varjota","3","3","estabelecimentos",1
"1.7.1.1.2","Privado","Várzea Alegre","3","4","estabelecimentos",1
"1.7.1.1.2","Privado","Viçosa do Ceará","6","4","estabelecimentos",1
"1.7.1.1.2.1","SUS","Abaiara","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Acarape","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Acaraú","2","3","estabelecimentos",1
"1.7.1.1.2.1","SUS","Acopiara","2","2","estabelecimentos",1
"1.7.1.1.2.1","SUS","Aiuaba","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Alcântaras","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Altaneira","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Alto Santo","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Amontada","1","1","estabelecimentos",1
"1.7.1.1.2.1","SUS","Antonina do Norte","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Apuiarés","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Aquiraz","0","1","estabelecimentos",1
"1.7.1.1.2.1","SUS","Aracati","3","2","estabelecimentos",1
"1.7.1.1.2.1","SUS","Aracoiaba","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Ararendá","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Araripe","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Aratuba","0","1","estabelecimentos",1
"1.7.1.1.2.1","SUS","Arneiroz","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Assaré","0","1","estabelecimentos",1
"1.7.1.1.2.1","SUS","Aurora","1","2","estabelecimentos",1
"1.7.1.1.2.1","SUS","Baixio","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Banabuiú","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Barbalha","6","6","estabelecimentos",1
"1.7.1.1.2.1","SUS","Barreira","0","1","estabelecimentos",1
"1.7.1.1.2.1","SUS","Barro","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Barroquinha","0","0","estabelecimentos",1
"1.7.1.1.2.1","SUS","Baturité","1","1","estabelecimentos",1
"1.7.1.1.2.1","SUS","Beberibe","1","1","estabelecimentos",1
"1.7.1.1.2.1","SUS","Bela Cruz","0","0","estabelecimentos",1
