"Posição","Nome","Localidade","2005","2006","2008","2009","2013","2014","2015","2016","2017","Unidade","Multiplicador"
"1.1.5","Pessoal e encargos sociais","Tamboril",,,,"16022","23370","26371","26412.02779","29153.67488","34251","R$",1000
"1.1.5","Pessoal e encargos sociais","Tarrafas",,,,"5610","11368","11990","11991.31728","11909.39152","13467","R$",1000
"1.1.5","Pessoal e encargos sociais","Tauá",,,,"34926","51119","63533","70419.71198","70033.28255","86782","R$",1000
"1.1.5","Pessoal e encargos sociais","Tejuçuoca",,,,"8222","16153","18510","22178.64812","22569.82227","21647","R$",1000
"1.1.5","Pessoal e encargos sociais","Tianguá",,,,"22425","51129","61903","66309.92313","78467.85936","82390","R$",1000
"1.1.5","Pessoal e encargos sociais","Trairi",,,,"24719","41068","48382","48535.22312","58070.32958","61765","R$",1000
"1.1.5","Pessoal e encargos sociais","Tururu",,,,"8558","15836","17502","18542.58811","20639.09779","20307","R$",1000
"1.1.5","Pessoal e encargos sociais","Ubajara",,,,"16424","26950","27941","31196.87268","35975.73479","42479","R$",1000
"1.1.5","Pessoal e encargos sociais","Umari",,,,"3453","7784","8195","9291.15816","10437.4346","10444","R$",1000
"1.1.5","Pessoal e encargos sociais","Umirim",,,,"10269","16795","19448","20968.91247","21297.11585","24621","R$",1000
"1.1.5","Pessoal e encargos sociais","Uruburetama",,,,"12226","22553","21073","27500.00459","27968.61855","28462","R$",1000
"1.1.5","Pessoal e encargos sociais","Uruoca",,,,"7790","12967","14147","16026.67159","16569.67467","17438","R$",1000
"1.1.5","Pessoal e encargos sociais","Varjota",,,,"9018","15485","19136","21486.30356","23958.18618","24338","R$",1000
"1.1.5","Pessoal e encargos sociais","Várzea Alegre",,,,"15818","30997","33595","36238.89852","42427.92416","41923","R$",1000
"1.1.5","Pessoal e encargos sociais","Viçosa do Ceará",,,,"27397","44038","50824","57343.46906","63085.86208","63354","R$",1000
"1.1.6","Outras despesas correntes","Abaiara",,,,"5878","99999999999997","9661","11783.94763","9754.96023","9536","R$",1000
"1.1.6","Outras despesas correntes","Acarape",,,,"6503","99999999999997","8906","11576.64396","12678.79717","12940","R$",1000
"1.1.6","Outras despesas correntes","Acaraú",,,,"26678","99999999999997","42680","35886.09391","43154.36721","43565","R$",1000
"1.1.6","Outras despesas correntes","Acopiara",,,,"20318","263","32639","30704.69169","35077.13365","34842","R$",1000
"1.1.6","Outras despesas correntes","Aiuaba",,,,"8747","99999999999997","11702","15537.11594","16912.89268","15961","R$",1000
"1.1.6","Outras despesas correntes","Alcântaras",,,,"4848","99999999999997","10513","8867.84042","8380.31554","13211","R$",1000
"1.1.6","Outras despesas correntes","Altaneira",,,,"4745","99999999999997","6558","7803.71256","7409.88896","9858","R$",1000
"1.1.6","Outras despesas correntes","Alto Santo",,,,"10071","99999999999997","8834","9074.55256","9739.40994","15006","R$",1000
"1.1.6","Outras despesas correntes","Amontada",,,,"17693","53","24045","21769.23659","23827.72364","33590","R$",1000
"1.1.6","Outras despesas correntes","Antonina do Norte",,,,"4982","99999999999997","8137","7966.28392","6565.08014","7483","R$",1000
"1.1.6","Outras despesas correntes","Apuiarés",,,,"7016","99999999999997","9465","10626.45626","14071.80116","10773","R$",1000
"1.1.6","Outras despesas correntes","Aquiraz",,,,"23257","52","63396","60613.86901","78687.78528","70804","R$",1000
"1.1.6","Outras despesas correntes","Aracati",,,,"33736","99999999999997","57759","71017.73004","66471.11891","65677","R$",1000
"1.1.6","Outras despesas correntes","Aracoiaba",,,,"11885","66","21587","24819.58133","22996.09535","26200","R$",1000
"1.1.6","Outras despesas correntes","Ararendá",,,,"7028","99999999999997","8690","8761.98823","10891.00835","11421","R$",1000
"1.1.6","Outras despesas correntes","Araripe",,,,"8881","99999999999997","14050","15015.68804","15908.15884","17698","R$",1000
"1.1.6","Outras despesas correntes","Aratuba",,,,"6512","30","7662","8372.55843","6970.36822","10379","R$",1000
"1.1.6","Outras despesas correntes","Arneiroz",,,,"5369","99999999999997","8660","8285.71183","8590.11069","8873","R$",1000
"1.1.6","Outras despesas correntes","Assaré",,,,"11185","46","15049","15863.93857","16398.96082","15639","R$",1000
"1.1.6","Outras despesas correntes","Aurora",,,,"12984","99999999999997","16119","17088.17441","18362.66018","17570","R$",1000
"1.1.6","Outras despesas correntes","Baixio",,,,"4347","99999999999997","6586","5685.84299","6540.04472","7048","R$",1000
"1.1.6","Outras despesas correntes","Banabuiú",,,,"8949","101","14178","15391.68289","17274.35159","12654","R$",1000
"1.1.6","Outras despesas correntes","Barbalha",,,,"50195","99999999999997","93148","98525.28437","96203.4775","139889","R$",1000
"1.1.6","Outras despesas correntes","Barreira",,,,"7315","99999999999997","13079","13315.52947","15434.12401","13364","R$",1000
"1.1.6","Outras despesas correntes","Barro",,,,"10384","56","12984","11638.27949","13440.33934","14523","R$",1000
"1.1.6","Outras despesas correntes","Barroquinha",,,,"5924","99999999999997","11568","12399.54435","12756.18205","13314","R$",1000
"1.1.6","Outras despesas correntes","Baturité",,,,"12814","87","99999999999997","22097.20949","22175.30311","23192","R$",1000
"1.1.6","Outras despesas correntes","Beberibe",,,,"21049","80","30478","34933.59715","42300.90983","34821","R$",1000
"1.1.6","Outras despesas correntes","Bela Cruz",,,,"10309","43","15222","15448.98364",,"16041","R$",1000
"1.1.6","Outras despesas correntes","Boa Viagem",,,,"24138","43","32022","31537.11533","32828.63461","27395","R$",1000
"1.1.6","Outras despesas correntes","Brejo Santo",,,,"30374","99999999999997","65740","62291.25865","66875.94147","70571","R$",1000
"1.1.6","Outras despesas correntes","Camocim",,,,"16585","99999999999997","43048","45710.40871","52923.28498","64705","R$",1000
"1.1.6","Outras despesas correntes","Campos Sales",,,,"14971","99999999999997","18001","17587.3767","19424.89223","22996","R$",1000
"1.1.6","Outras despesas correntes","Canindé",,,,"31975","99999999999997","44527","42130.17578","53956.13798","80509","R$",1000
"1.1.6","Outras despesas correntes","Capistrano",,,,"7629","144","12729","10936.08979","11204.24173","14499","R$",1000
"1.1.6","Outras despesas correntes","Caridade",,,,"8275","67","17403",,"24576.40764",,"R$",1000
"1.1.6","Outras despesas correntes","Cariré",,,,"8827","99999999999997","12346","10382.00378","11708.12744","15166","R$",1000
"1.1.6","Outras despesas correntes","Caririaçu",,,,"12905","99999999999997","15341","19119.54227","20522.38059","15858","R$",1000
"1.1.6","Outras despesas correntes","Cariús",,,,"8173","99999999999997","12591","13437.55009","14195.31332","12914","R$",1000
"1.1.6","Outras despesas correntes","Carnaubal",,,,"7660","41","12580","13591.67666","14253.37438","14232","R$",1000
"1.1.6","Outras despesas correntes","Cascavel",,,,"21440","1","43852","56875.3248","65668.51945","60154","R$",1000
"1.1.6","Outras despesas correntes","Catarina",,,,"6795","114","9762","11035.1104","11638.26046","14055","R$",1000
"1.1.6","Outras despesas correntes","Catunda",,,,"7346","99999999999997","9661","11024.9946","18905.57102","9931","R$",1000
"1.1.6","Outras despesas correntes","Caucaia",,,,"130198","99999999999997","188026","184988.09248","190422.70926","188729","R$",1000
"1.1.6","Outras despesas correntes","Cedro",,,,"12369","99999999999997","17641","18186.69142","19362.26492","20566","R$",1000
"1.1.6","Outras despesas correntes","Chaval",,,,"5416","99999999999997","7083","9043.52691","7566.3165","8817","R$",1000
"1.1.6","Outras despesas correntes","Choró",,,,"6089","86","99999999999997","8378.77396","9128.60594","9350","R$",1000
"1.1.6","Outras despesas correntes","Chorozinho",,,,"8795","99999999999997","12576","14480.1029","14940.31811","15597","R$",1000
"1.1.6","Outras despesas correntes","Coreaú",,,,"9254","99999999999997","18483","17701.56794","19798.58815","18815","R$",1000
"1.1.6","Outras despesas correntes","Crateús",,,,"22267","99999999999997","48919","51025.67786","58242.97407","57784","R$",1000
"1.1.6","Outras despesas correntes","Crato",,,,"51504","99999999999997","83738","90857.35428","81676.36898","98772","R$",1000
"1.1.6","Outras despesas correntes","Croatá",,,,"10259","18","13481","14542.32817","13658.72038","15318","R$",1000
"1.1.6","Outras despesas correntes","Cruz",,,,"9728","48","7005","21358.7314","21561.88834","15039","R$",1000
"1.1.6","Outras despesas correntes","Deputado Irapuan Pinheiro",,,,"6412","61","7685","7401.95858","7855.76267","9082","R$",1000
"1.1.6","Outras despesas correntes","Ererê",,,,"3640","99999999999997","99999999999997","6199.88836","6184.60415","6246","R$",1000
"1.1.6","Outras despesas correntes","Eusébio",,,,"36675","105","73032","84904.2202","91770.53114","108595","R$",1000
"1.1.6","Outras despesas correntes","Farias Brito",,,,"8792","99999999999997","12707","13137.60052","14625.21343","15434","R$",1000
"1.1.6","Outras despesas correntes","Forquilha",,,,"8446","99999999999997","14950","15502.65715","16649.65736","26336","R$",1000
"1.1.6","Outras despesas correntes","Fortaleza",,,,"1182793","561","2165917","2274827.67808","2250532.35849","2496333","R$",1000
"1.1.6","Outras despesas correntes","Fortim",,,,"7947","57","11608","12321.55763","17366.0602","15195","R$",1000
"1.1.6","Outras despesas correntes","Frecheirinha",,,,"6350","99999999999997","10873","9797.09451","11747.1782","15251","R$",1000
"1.1.6","Outras despesas correntes","General Sampaio",,,,"3927","99999999999997","6466","7272.98698","7212.67414","9390","R$",1000
"1.1.6","Outras despesas correntes","Graça",,,,"6841","99999999999997","11062","10968.5367","13304.97442","19945","R$",1000
"1.1.6","Outras despesas correntes","Granja",,,,"19869","99999999999997","27683","34166.33667","35762.29261","43508","R$",1000
"1.1.6","Outras despesas correntes","Granjeiro",,,,"3659","12","6268","5124.67176","5553.70586","5318","R$",1000
"1.1.6","Outras despesas correntes","Groaíras",,,,"5591","99999999999997","8603","8717.47165","10386.9228","11532","R$",1000
"1.1.6","Outras despesas correntes","Guaiúba",,,,"8366","99999999999997","15822","16660.0065","17532.93326","13495","R$",1000
"1.1.6","Outras despesas correntes","Guaraciaba do Norte",,,,"13262","82","24371","26486.76337","26036.05839","38399","R$",1000
"1.1.6","Outras despesas correntes","Guaramiranga",,,,"4931","99999999999997","6050","6906.85776","7237.96874","6494","R$",1000
"1.1.6","Outras despesas correntes","Hidrolândia",,,,"7764","99999999999997","13873","13921.2923","12953.38251","15457","R$",1000
"1.1.6","Outras despesas correntes","Horizonte",,,,"24157","434","44498","47544.33774","46426.15662","49011","R$",1000
"1.1.6","Outras despesas correntes","Ibaretama",,,,"6479","99999999999997","8994","8635.90685","7222.66572","9332","R$",1000
"1.1.6","Outras despesas correntes","Ibiapina",,,,"10964","99999999999997","18637","16753.41239","16521.45919","17683","R$",1000
"1.1.6","Outras despesas correntes","Ibicuitinga",,,,"5991","72","8445","9941.12475","7902.76255","10042","R$",1000
"1.1.6","Outras despesas correntes","Icapuí",,,,"17041","99","15123","15671.27514","20104.07695","25406","R$",1000
"1.1.6","Outras despesas correntes","Icó",,,,"22952","99999999999997","36016","35997.49361","38021.90869","44099","R$",1000
"1.1.6","Outras despesas correntes","Iguatu",,,,"39823","372","61515","61973.0244","65522.55878","82004","R$",1000
"1.1.6","Outras despesas correntes","Independência",,,,"10539","99999999999997","12734","13196.91022","18122.70951","13790","R$",1000
"1.1.6","Outras despesas correntes","Ipaporanga",,,,"7129","99999999999997","11165","14839.69155","13090.97831","14985","R$",1000
"1.1.6","Outras despesas correntes","Ipaumirim",,,,"4927","165","8517","7897.03654","7713.06999","8962","R$",1000
"1.1.6","Outras despesas correntes","Ipu",,,,"17777","99999999999997","29735","33677.82065","37169.43516","36428","R$",1000
"1.1.6","Outras despesas correntes","Ipueiras",,,,"17551","99999999999997","99999999999997","26453.30351","28076.55671","26308","R$",1000
"1.1.6","Outras despesas correntes","Iracema",,,,"7476","167","11469","8782.71955","9835.28713","12120","R$",1000
"1.1.6","Outras despesas correntes","Irauçuba",,,,"10173","154","15660","15889.13616","16740.2374","20089","R$",1000
"1.1.6","Outras despesas correntes","Itaiçaba",,,,"5265","18","7331","7580.02412","6542.24672","7169","R$",1000
"1.1.6","Outras despesas correntes","Itaitinga",,,,"13558","99999999999997","18525","25139.42913","34089.57548","30507","R$",1000
"1.1.6","Outras despesas correntes","Itapajé",,,,"16454","74","28160","27571.46376","26933.78588","26074","R$",1000
"1.1.6","Outras despesas correntes","Itapipoca",,,,"33993","99999999999997","64937","65825.58662","70397.45918","74446","R$",1000
"1.1.6","Outras despesas correntes","Itapiúna",,,,"10567","99999999999997","12938","11061.41819","12144.93428","13558","R$",1000
"1.1.6","Outras despesas correntes","Itarema",,,,"12928","99999999999997","26149","27421.00672","26613.12942","34136","R$",1000
"1.1.6","Outras despesas correntes","Itatira",,,,"10691","99999999999997","18227","18231.12103","21817.97037","31843","R$",1000
"1.1.6","Outras despesas correntes","Jaguaretama",,,,"11364","99999999999997","12657","12561.45671","11145.37371","12475","R$",1000
"1.1.6","Outras despesas correntes","Jaguaribara",,,,"6191","99999999999997","7767","7207.7488","7693.38503","7634","R$",1000
"1.1.6","Outras despesas correntes","Jaguaribe",,,,"16869","99999999999997","28000","28376.56539","28375.03569","31262","R$",1000
"1.1.6","Outras despesas correntes","Jaguaruana",,,,"13929","99999999999997","19282","18882.03083","23478.88678","22884","R$",1000
"1.1.6","Outras despesas correntes","Jardim",,,,"13975","99999999999997","15626","22024.82895","13449.09134","12482","R$",1000
"1.1.6","Outras despesas correntes","Jati",,,,"5563","99999999999997","8423","8617.10801","9963.85714","10729","R$",1000
"1.1.6","Outras despesas correntes","Jijoca de Jericoacoara",,,,"9716","99999999999997","16548","15342.30418","15123.81992","23834","R$",1000
"1.1.6","Outras despesas correntes","Juazeiro do Norte",,,,"88730","99999999999997","148809","127718.26925","144831.65249","195946","R$",1000
"1.1.6","Outras despesas correntes","Jucás",,,,"10540","99999999999997","16479","19338.82066","20909.61251","24859","R$",1000
"1.1.6","Outras despesas correntes","Lavras da Mangabeira",,,,"13157","99999999999997","19526","17963.8837","18996.77382","20068","R$",1000
"1.1.6","Outras despesas correntes","Limoeiro do Norte",,,,"26272","99999999999997","43876","46747.4431","31072.08316","42963","R$",1000
"1.1.6","Outras despesas correntes","Madalena",,,,"8766","99999999999997","11254","9950.30843","11604.88825","11989","R$",1000
"1.1.6","Outras despesas correntes","Maracanaú",,,,"120078","99999999999997","190378","233734.08226","261833.79863","275658","R$",1000
"1.1.6","Outras despesas correntes","Maranguape",,,,"28736","345","71991","60996.52011","63949.00613","55396","R$",1000
"1.1.6","Outras despesas correntes","Marco",,,,"16551","99999999999997","17420","19065.92007","17578.13798","18182","R$",1000
"1.1.6","Outras despesas correntes","Martinópole",,,,"7290","99999999999997","7824","8906.03657","8151.95786","10600","R$",1000
"1.1.6","Outras despesas correntes","Massapê",,,,"15629","99999999999997","20319","27032.97336","23020.72654","38586","R$",1000
"1.1.6","Outras despesas correntes","Mauriti",,,,"16824","82","31608","29907.2136","31366.30775","36133","R$",1000
"1.1.6","Outras despesas correntes","Meruoca",,,,"9012","99999999999997","15305","15419.75082","10662.99656","14657","R$",1000
"1.1.6","Outras despesas correntes","Milagres",,,,"10528","99999999999997","15128","19531.48792","19924.3674","21170","R$",1000
"1.1.6","Outras despesas correntes","Milhã",,,,"7182","129","10071","10763.39365","13846.01947","11402","R$",1000
"1.1.6","Outras despesas correntes","Miraíma",,,,"5388","99999999999997","7366","7153.10078","8323.96792","8989","R$",1000
"1.1.6","Outras despesas correntes","Missão Velha",,,,"11699","99999999999997","20357","28824.39523","23209.10634","26900","R$",1000
"1.1.6","Outras despesas correntes","Mombaça",,,,"20035","11","26875","27134.56923","30502.09537","30514","R$",1000
"1.1.6","Outras despesas correntes","Monsenhor Tabosa",,,,"8693","99999999999997","12235","12488.77857","15115.58102","14917","R$",1000
"1.1.6","Outras despesas correntes","Morada Nova",,,,"24473","99999999999997","46726","46265.20451","49148.79557","36246","R$",1000
"1.1.6","Outras despesas correntes","Moraújo",,,,"5591","99999999999997","5742","6495.64133","6599.11138","7605","R$",1000
"1.1.6","Outras despesas correntes","Morrinhos",,,,"7416","99999999999997","14034","13167.91548","15415.13414","17692","R$",1000
"1.1.6","Outras despesas correntes","Mucambo",,,,"7346","22","11795","11968.64509","12925.90833","14417","R$",1000
"1.1.6","Outras despesas correntes","Mulungu",,,,"4860","99999999999997","6799","6835.32119","6211.68948","8558","R$",1000
"1.1.6","Outras despesas correntes","Nova Olinda",,,,"7534","99999999999997","12356","13817.97152","11662.69097","12284","R$",1000
"1.1.6","Outras despesas correntes","Nova Russas",,,,"12620","207","16427","15518.48786","16531.53629","19274","R$",1000
"1.1.6","Outras despesas correntes","Novo Oriente",,,,"16177","3","17717","21493.23378","24306.62269","19515","R$",1000
"1.1.6","Outras despesas correntes","Ocara",,,,"10577","136","16162","16950.68723","15719.41317","19922","R$",1000
"1.1.6","Outras despesas correntes","Orós",,,,"10053","99999999999997","17222","16959.91235","18272.47578","18601","R$",1000
"1.1.6","Outras despesas correntes","Pacajus",,,,"20970","766","30428","35092.92888","36597.82381","32156","R$",1000
"1.1.6","Outras despesas correntes","Pacatuba",,,,"21073","99999999999997","39094","42431.7636",,"55530","R$",1000
"1.1.6","Outras despesas correntes","Pacoti",,,,"6239","44","99999999999997","7014.07091","7466.89149","10523","R$",1000
"1.1.6","Outras despesas correntes","Pacujá",,,,"5749","99999999999997","6836","8768.09085","8824.73357","8930","R$",1000
"1.1.6","Outras despesas correntes","Palhano",,,,"5230","99999999999997","6204","7690.79196","7184.47236","7003","R$",1000
"1.1.6","Outras despesas correntes","Palmácia",,,,"4517","99999999999997","7306","7526.67976","6305.21617","7311","R$",1000
"1.1.6","Outras despesas correntes","Paracuru",,,,"19042","3597","23711","23382.29407","24575.18081","24364","R$",1000
"1.1.6","Outras despesas correntes","Paraipaba",,,,"11264","18","22700","23366.26338","23915.4321","18181","R$",1000
"1.1.6","Outras despesas correntes","Parambu",,,,"16839","99999999999997","24589","32418.00527","29816.0409","25533","R$",1000
"1.1.6","Outras despesas correntes","Paramoti",,,,"5929","99999999999997","8596","7263.65902","6133.69792","8525","R$",1000
"1.1.6","Outras despesas correntes","Pedra Branca",,,,"17040","98","32738","31245.64739","26694.58988","27576","R$",1000
"1.1.6","Outras despesas correntes","Penaforte",,,,"6689","99999999999997","14842","15458.75078","9619.56113","10109","R$",1000
"1.1.6","Outras despesas correntes","Pentecoste",,,,"15336","99999999999997","23607","28780.11321","29042.10275","28800","R$",1000
"1.1.6","Outras despesas correntes","Pereiro",,,,"6547","99999999999997","11821","13166.70109","12646.07888","11264","R$",1000
"1.1.6","Outras despesas correntes","Pindoretama",,,,"8078","99999999999997","18373","15079.24151","21738.68269","26962","R$",1000
"1.1.6","Outras despesas correntes","Piquet Carneiro",,,,"7277","99999999999997","13281","13329.27977","16937.20518","16151","R$",1000
"1.1.6","Outras despesas correntes","Pires Ferreira",,,,"5337","99999999999997","11275","13487.36166","14571.28787","15437","R$",1000
"1.1.6","Outras despesas correntes","Poranga",,,,"6272","99999999999997","12741","10806.09326","12748.5755","13022","R$",1000
"1.1.6","Outras despesas correntes","Porteiras",,,,"7627","99999999999997","10739","11502.33747","5902.76985","14535","R$",1000
"1.1.6","Outras despesas correntes","Potengi",,,,"4507","99999999999997","7717","7756.18482","7143.64945","8016","R$",1000
"1.1.6","Outras despesas correntes","Potiretama",,,,"4960","99999999999997","5193","5474.98497","5030.28969","7868","R$",1000
"1.1.6","Outras despesas correntes","Quiterianópolis",,,,"11782","99999999999997","11989","12561.96444","13287.03019","13885","R$",1000
"1.1.6","Outras despesas correntes","Quixadá",,,,"29055","288","52876","52331.17409","51698.26041","55502","R$",1000
"1.1.6","Outras despesas correntes","Quixelô",,,,"6396","99","12031","11019.69907","10033.01225","12198","R$",1000
"1.1.6","Outras despesas correntes","Quixeramobim",,,,"33093","134","44912","51185.70958","75963.5214","58536","R$",1000
"1.1.6","Outras despesas correntes","Quixeré",,,,"9234","99999999999997","20096","18678.12365","19773.45827","22376","R$",1000
"1.1.6","Outras despesas correntes","Redenção",,,,"14396","99999999999997","18149","20124.90762","21703.32672","16592","R$",1000
"1.1.6","Outras despesas correntes","Reriutaba",,,,"7963","99999999999997","15444","14955.48921","15526.0097","14858","R$",1000
"1.1.6","Outras despesas correntes","Russas",,,,"30872","99999999999997","57536","58782.42857","67080.96166","66556","R$",1000
"1.1.6","Outras despesas correntes","Saboeiro",,,,"10813","99999999999997","13790","17082.08938",,"9367","R$",1000
"1.1.6","Outras despesas correntes","Salitre",,,,"7917","99999999999997","12847","14377.39727","15050.17073","14186","R$",1000
"1.1.6","Outras despesas correntes","Santana do Acaraú",,,,"11971","99999999999997","17964","18397.20564","18318.13122","17768","R$",1000
"1.1.6","Outras despesas correntes","Santana do Cariri",,,,"9161","99999999999997","13322","14261.63509","15163.74036","21303","R$",1000
"1.1.6","Outras despesas correntes","Santa Quitéria",,,,"19139","99999999999997","26842","26827.02726","32315.569","28282","R$",1000
"1.1.6","Outras despesas correntes","São Benedito",,,,"20877","117","32627","35028.90475","36492.10842","35507","R$",1000
"1.1.6","Outras despesas correntes","São Gonçalo do Amarante",,,,"35973","75","57996","75488.97892","67496.76503","70293","R$",1000
"1.1.6","Outras despesas correntes","São João do Jaguaribe",,,,"4765","99999999999997","6875","7908.5171","7709.92027","7215","R$",1000
"1.1.6","Outras despesas correntes","São Luís do Curu",,,,"5322","16","9552","8618.31963","10713.40477","10408","R$",1000
"1.1.6","Outras despesas correntes","Senador Pompeu",,,,"10247","162","15380","14414.7969","18905.57102","19289","R$",1000
"1.1.6","Outras despesas correntes","Senador Sá",,,,"4691","99999999999997","8115","8417.71676","6865.24785","11508","R$",1000
"1.1.6","Outras despesas correntes","Sobral",,,,"151366","59","343559","359404.43556","391268.96701","376635","R$",1000
"1.1.6","Outras despesas correntes","Solonópole",,,,"7570","100","14172","11494.77974","14178.80104","16281","R$",1000
"1.1.6","Outras despesas correntes","Tabuleiro do Norte",,,,"11723","99999999999997","17345","17652.10449","18413.08172","19808","R$",1000
"1.1.6","Outras despesas correntes","Tamboril",,,,"12182","99999999999997","17992","19530.64713","20810.74543","32239","R$",1000
"1.1.6","Outras despesas correntes","Tarrafas",,,,"4906","99999999999997","6201","6646.94549","6253.744","7443","R$",1000
"1.1.6","Outras despesas correntes","Tauá",,,,"24783","99999999999997","47321","50330.5861","66236.67425","43795","R$",1000
"1.1.6","Outras despesas correntes","Tejuçuoca",,,,"8966","99999999999997","14056","13570.35105","16741.12353","17577","R$",1000
"1.1.6","Outras despesas correntes","Tianguá",,,,"20962","99999999999997","55796","55739.32324","61782.4673","56020","R$",1000
"1.1.6","Outras despesas correntes","Trairi",,,,"18816","99999999999997","22107","32090.58186","31422.33013","39360","R$",1000
"1.1.6","Outras despesas correntes","Tururu",,,,"5561","99999999999997","9815","10291.05142","10725.0283","9937","R$",1000
"1.1.6","Outras despesas correntes","Ubajara",,,,"11828","99999999999997","21720","20419.7002","23902.85713","19914","R$",1000
"1.1.6","Outras despesas correntes","Umari",,,,"5110","99999999999997","5709","5603.51365","6789.61166","7346","R$",1000
"1.1.6","Outras despesas correntes","Umirim",,,,"8482","99999999999997","12458","14116.38325","14327.4442","18438","R$",1000
"1.1.6","Outras despesas correntes","Uruburetama",,,,"11418","99999999999997","14615","12457.08413","11059.17432","12560","R$",1000
"1.1.6","Outras despesas correntes","Uruoca",,,,"8797","99999999999997","9937","10750.88519","10759.40773","14045","R$",1000
"1.1.6","Outras despesas correntes","Varjota",,,,"8616","99999999999997","12129","12104.33512","13819.14218","17930","R$",1000
"1.1.6","Outras despesas correntes","Várzea Alegre",,,,"15289","99999999999997","23977","22477.55124","20506.42846","28085","R$",1000
"1.1.6","Outras despesas correntes","Viçosa do Ceará",,,,"21590","99999999999997","29478","31411.59299","35401.67774","35577","R$",1000
"1.2","realizadas","Abaiara","6227","8189","11105",,,,,,,"R$",1000
"1.2","realizadas","Acarape","8750","11200","14074",,,,,,,"R$",1000
"1.2","realizadas","Acaraú","26480","34617","59906",,,,,,,"R$",1000
"1.2","realizadas","Acopiara","24732","31806","40481",,,,,,,"R$",1000
"1.2","realizadas","Aiuaba","9842","12025","16358",,,,,,,"R$",1000
"1.2","realizadas","Alcântaras","6746","7568","11011",,,,,,,"R$",1000
"1.2","realizadas","Altaneira","5529","7073","9233",,,,,,,"R$",1000
"1.2","realizadas","Alto Santo","99999999999997","14127","22969",,,,,,,"R$",1000
"1.2","realizadas","Amontada","23672","37466","46650",,,,,,,"R$",1000
"1.2","realizadas","Antonina do Norte","5926","7197","9391",,,,,,,"R$",1000
"1.2","realizadas","Apuiarés","9833","12138","18089",,,,,,,"R$",1000
"1.2","realizadas","Aquiraz","43346","56716","82951",,,,,,,"R$",1000
"1.2","realizadas","Aracati","50115","53226","71114",,,,,,,"R$",1000
"1.2","realizadas","Aracoiaba","16033","20076","28407",,,,,,,"R$",1000
"1.2","realizadas","Ararendá","8587","10373","13659",,,,,,,"R$",1000
"1.2","realizadas","Araripe","15812","18291","23115",,,,,,,"R$",1000
"1.2","realizadas","Aratuba","11677","11407","15472",,,,,,,"R$",1000
"1.2","realizadas","Arneiroz","5985","7791","10339",,,,,,,"R$",1000
"1.2","realizadas","Assaré","11683","15804","22456",,,,,,,"R$",1000
"1.2","realizadas","Aurora","15588","16668","25283",,,,,,,"R$",1000
"1.2","realizadas","Baixio","5487","6343","8158",,,,,,,"R$",1000
"1.2","realizadas","Banabuiú","11049","13485","20851",,,,,,,"R$",1000
"1.2","realizadas","Barbalha","43865","50256","76362",,,,,,,"R$",1000
"1.2","realizadas","Barreira","12649","99999999999997","18360",,,,,,,"R$",1000
"1.2","realizadas","Barro","12424","14014","19454",,,,,,,"R$",1000
"1.2","realizadas","Barroquinha","10393","11727","17686",,,,,,,"R$",1000
"1.2","realizadas","Baturité","18022","19892","29691",,,,,,,"R$",1000
"1.2","realizadas","Beberibe","25359","28730","47411",,,,,,,"R$",1000
"1.2","realizadas","Bela Cruz","15878","20605","26794",,,,,,,"R$",1000
"1.2","realizadas","Boa Viagem","27407","31617","49474",,,,,,,"R$",1000
"1.2","realizadas","Brejo Santo","28888","37466","34594",,,,,,,"R$",1000
"1.2","realizadas","Camocim","99999999999997","33302","44806",,,,,,,"R$",1000
"1.2","realizadas","Campos Sales","14786","18070","26973",,,,,,,"R$",1000
"1.2","realizadas","Canindé","45458","48092","73087",,,,,,,"R$",1000
"1.2","realizadas","Capistrano","11548","13527","18526",,,,,,,"R$",1000
"1.2","realizadas","Caridade","99999999999997","13799","18937",,,,,,,"R$",1000
"1.2","realizadas","Cariré","10200","12898","99999999999997",,,,,,,"R$",1000
"1.2","realizadas","Caririaçu","15731","21273","30000",,,,,,,"R$",1000
"1.2","realizadas","Cariús","12619","14072","19055",,,,,,,"R$",1000
"1.2","realizadas","Carnaubal","99999999999997","13412","16476",,,,,,,"R$",1000
"1.2","realizadas","Cascavel","34980","42584","57065",,,,,,,"R$",1000
"1.2","realizadas","Catarina","10482","13292","16541",,,,,,,"R$",1000
"1.2","realizadas","Catunda","99999999999997","99999999999997","12101",,,,,,,"R$",1000
"1.2","realizadas","Caucaia","152180","185576","261786",,,,,,,"R$",1000
"1.2","realizadas","Cedro","15435","17390","25354",,,,,,,"R$",1000
"1.2","realizadas","Chaval","9038","10931","15277",,,,,,,"R$",1000
"1.2","realizadas","Choró","9849","11815","15334",,,,,,,"R$",1000
"1.2","realizadas","Chorozinho","13688","20108","22983",,,,,,,"R$",1000
"1.2","realizadas","Coreaú","13579","15986","21073",,,,,,,"R$",1000
"1.2","realizadas","Crateús","35180","42369","54239",,,,,,,"R$",1000
"1.2","realizadas","Crato","60552","75447","102026",,,,,,,"R$",1000
"1.2","realizadas","Croatá","99999999999997","11929","18550",,,,,,,"R$",1000
"1.2","realizadas","Cruz","14299","17755","25430",,,,,,,"R$",1000
"1.2","realizadas","Deputado Irapuan Pinheiro","6771","8787","11520",,,,,,,"R$",1000
