"Posição","Nome","Localidade","2005","2006","2008","2009","2013","2014","2015","2016","2017","Unidade","Multiplicador"
"1.1.1","Capital","Irauçuba",,,,"5795","4901","7594","4638.23451","5565.28378","4479","R$",1000
"1.1.1","Capital","Itaiçaba",,,,"1966","999","1584","1151.27218","638.08784","1282","R$",1000
"1.1.1","Capital","Itaitinga",,,,"4111","6239","9034","5974.98943","21490.09784","6707","R$",1000
"1.1.1","Capital","Itapajé",,,,"3468","9723","21257","8918.53396","5081.20628","5576","R$",1000
"1.1.1","Capital","Itapipoca",,,,"9905","13614","20269","30152.44805","18786.09891","14057","R$",1000
"1.1.1","Capital","Itapiúna",,,,"1264","470","1747","1950.53967","2185.41479","1965","R$",1000
"1.1.1","Capital","Itarema",,,,"10922","5072","7450","5815.49389","9670.09054","10330","R$",1000
"1.1.1","Capital","Itatira",,,,"3068","4099","4452","2233.45103","1723.75584","4547","R$",1000
"1.1.1","Capital","Jaguaretama",,,,"1050","2373","4226","1368.19709","1211.27427","2419","R$",1000
"1.1.1","Capital","Jaguaribara",,,,"989","1507","1818","862.16956","599.43477","1491","R$",1000
"1.1.1","Capital","Jaguaribe",,,,"7732","9184","8779","13646.28428","14608.45107","9667","R$",1000
"1.1.1","Capital","Jaguaruana",,,,"2658","1590","5337","5962.64244","4509.32556","1685","R$",1000
"1.1.1","Capital","Jardim",,,,"3554","3213","5882","5901.18104","3624.47066","2006","R$",1000
"1.1.1","Capital","Jati",,,,"1206","2265","4748","974.08798","2305.11691","1753","R$",1000
"1.1.1","Capital","Jijoca de Jericoacoara",,,,"1707","2880","4923","5251.16778","6536.8247","4258","R$",1000
"1.1.1","Capital","Juazeiro do Norte",,,,"27272","23651","41304","34769.94274","62480.51977","53789","R$",1000
"1.1.1","Capital","Jucás",,,,"3144","1524","3285","3431.57968","2128.17546","3791","R$",1000
"1.1.1","Capital","Lavras da Mangabeira",,,,"3392","3124","3278","4555.45883","2757.01688","2112","R$",1000
"1.1.1","Capital","Limoeiro do Norte",,,,"13167","4486","11072","7513.17693","2590.75527","5658","R$",1000
"1.1.1","Capital","Madalena",,,,"4907","2660","2423","1980.64919","1832.39213","1409","R$",1000
"1.1.1","Capital","Maracanaú",,,,"47906","43310","29300","38088.65192","40440.96396","38887","R$",1000
"1.1.1","Capital","Maranguape",,,,"11493","10788","7581","11003.31619","9549.52344","7177","R$",1000
"1.1.1","Capital","Marco",,,,"5944","3641","5676","5865.21095","5186.91524","4223","R$",1000
"1.1.1","Capital","Martinópole",,,,"3099","2341","4827","3032.82141","2388.98271","1687","R$",1000
"1.1.1","Capital","Massapê",,,,"3078","3394","8201","9807.24602","6606.49824","2006","R$",1000
"1.1.1","Capital","Mauriti",,,,"7259","8468","7955","10349.20309","11752.88329","3206","R$",1000
"1.1.1","Capital","Meruoca",,,,"3101","2386","7226","5692.81434","1344.63173","1480","R$",1000
"1.1.1","Capital","Milagres",,,,"2800","4331","4236","3920.45179","4488.22459","1583","R$",1000
"1.1.1","Capital","Milhã",,,,"879","2228","2574","3359.71814","3855.06274","2325","R$",1000
"1.1.1","Capital","Miraíma",,,,"1745","3358","3625","1770.43509","2839.13448","1833","R$",1000
"1.1.1","Capital","Missão Velha",,,,"3234","2474","6461","5295.09716","6395.93478","3593","R$",1000
"1.1.1","Capital","Mombaça",,,,"1106","3053","8722","7664.08652","5165.54532","6747","R$",1000
"1.1.1","Capital","Monsenhor Tabosa",,,,"964","1108","2313","2475.15517","2781.08001","1626","R$",1000
"1.1.1","Capital","Morada Nova",,,,"1864","3341","7303","6345.71539","3932.35391","6686","R$",1000
"1.1.1","Capital","Moraújo",,,,"1506","717","2760","2212.93269","614.03775","1966","R$",1000
"1.1.1","Capital","Morrinhos",,,,"1640","5091","4051","4444.39528","6160.65766","4461","R$",1000
"1.1.1","Capital","Mucambo",,,,"1279","2088","4947","3054.34285","6597.47601","2288","R$",1000
"1.1.1","Capital","Mulungu",,,,"1009","2179","2867","1320.43289","587.50603","1851","R$",1000
"1.1.1","Capital","Nova Olinda",,,,"3048","2555","3568","2133.23286","1729.16136","5158","R$",1000
"1.1.1","Capital","Nova Russas",,,,"4044","3335","4658","3735.3245","1502.72627","3053","R$",1000
"1.1.1","Capital","Novo Oriente",,,,"4652","5404","9539","8758.14959","2630.88953","5685","R$",1000
"1.1.1","Capital","Ocara",,,,"2802","5015","4682","2161.80287","1908.48153","2081","R$",1000
"1.1.1","Capital","Orós",,,,"2995","1322","2044","2750.65504","2184.59854","3384","R$",1000
"1.1.1","Capital","Pacajus",,,,"7658","1023","6165","7750.07694","7275.69872","5399","R$",1000
"1.1.1","Capital","Pacatuba",,,,"7938","3642","9362","5716.45324",,"9274","R$",1000
"1.1.1","Capital","Pacoti",,,,"1144","959","99999999999997","817.94887","1916.07462","1324","R$",1000
"1.1.1","Capital","Pacujá",,,,"2299","304","910","327.69949","3212.7058","949","R$",1000
"1.1.1","Capital","Palhano",,,,"526","1851","2571","1846.43625","1687.74777","971","R$",1000
"1.1.1","Capital","Palmácia",,,,"663","756","3121","854.74454","805.40164","1066","R$",1000
"1.1.1","Capital","Paracuru",,,,"7074","5226","5002","2944.02755","6154.33509","3096","R$",1000
"1.1.1","Capital","Paraipaba",,,,"7422","1183","2099","4177.05274","4363.60739","2299","R$",1000
"1.1.1","Capital","Parambu",,,,"9827","10724","17401","10710.04729","12820.35575","13053","R$",1000
"1.1.1","Capital","Paramoti",,,,"2241","1036","1220","1672.09831","451.94352","770","R$",1000
"1.1.1","Capital","Pedra Branca",,,,"7526","12674","17177","14561.0823","3325.64248","5889","R$",1000
"1.1.1","Capital","Penaforte",,,,"1870","2974","5073","1332.69694","1875.98829","1006","R$",1000
"1.1.1","Capital","Pentecoste",,,,"5998","4316","3862","4954.55204","5313.70673","5270","R$",1000
"1.1.1","Capital","Pereiro",,,,"3473","1463","2917","1937.47171","1074.45345","3337","R$",1000
"1.1.1","Capital","Pindoretama",,,,"1023","1008","2673","2699.33517","5131.22338","4846","R$",1000
"1.1.1","Capital","Piquet Carneiro",,,,"1324","2091","4592","4970.02267","4157.50281","4550","R$",1000
"1.1.1","Capital","Pires Ferreira",,,,"1584","3320","4364","5182.27426","4440.78611","3849","R$",1000
"1.1.1","Capital","Poranga",,,,"1439","1221","2479","1351.34566","1603.6887","3103","R$",1000
"1.1.1","Capital","Porteiras",,,,"4021","2897","9902","6543.1627","196.00","3322","R$",1000
"1.1.1","Capital","Potengi",,,,"1849","1843","2610","1510.00269","2624.86843","5271","R$",1000
"1.1.1","Capital","Potiretama",,,,"2255","5598","1846","5951.05883","6060.76007","4431","R$",1000
"1.1.1","Capital","Quiterianópolis",,,,"5325","4275","6064","4215.24957","9078.93995","4846","R$",1000
"1.1.1","Capital","Quixadá",,,,"8917","4157","7726","4975.08401","5225.30211","9955","R$",1000
"1.1.1","Capital","Quixelô",,,,"1206","1231","3693","3519.43855","3390.05562","2509","R$",1000
"1.1.1","Capital","Quixeramobim",,,,"13261","9978","21366","16329.72919","26424.49823","14375","R$",1000
"1.1.1","Capital","Quixeré",,,,"1959","1683","5140","5169.76623","6269.36097","4064","R$",1000
"1.1.1","Capital","Redenção",,,,"1894","1263","2970","3290.5052","559.716","3968","R$",1000
"1.1.1","Capital","Reriutaba",,,,"1454","3511","4957","2887.0837","3353.17882","4818","R$",1000
"1.1.1","Capital","Russas",,,,"3541","4946","10872","12388.97533","12818.51976","12398","R$",1000
"1.1.1","Capital","Saboeiro",,,,"3205","5135","10789","869.81658",,"1851","R$",1000
"1.1.1","Capital","Salitre",,,,"3106","2192","2928","1677.43555","3126.6031","3480","R$",1000
"1.1.1","Capital","Santana do Acaraú",,,,"1757","2020","2133","3326.83976","7410.76401","3634","R$",1000
"1.1.1","Capital","Santana do Cariri",,,,"2658","1811","1406","1711.08229","1850.33731","2193","R$",1000
"1.1.1","Capital","Santa Quitéria",,,,"5623","4736","3685","6131.94336","2200.39555","3687","R$",1000
"1.1.1","Capital","São Benedito",,,,"1897","5234","8741","4222.58799","10256.68629","7835","R$",1000
"1.1.1","Capital","São Gonçalo do Amarante",,,,"10292","13521","39890","53518.44951","54038.47856","28531","R$",1000
"1.1.1","Capital","São João do Jaguaribe",,,,"767","302","752","1548.23616","1794.28772","585","R$",1000
"1.1.1","Capital","São Luís do Curu",,,,"1674","3458","1290","3680.15142","560.44253","1040","R$",1000
"1.1.1","Capital","Senador Pompeu",,,,"5009","3083","2731","3166.33926","4951.72602","2227","R$",1000
"1.1.1","Capital","Senador Sá",,,,"198","1734","1045","335.38679","483.44491","690","R$",1000
"1.1.1","Capital","Sobral",,,,"35075","55384","42697","30553.09578","29588.61846","37160","R$",1000
"1.1.1","Capital","Solonópole",,,,"1314","4640","8708","2476.50791","6301.48911","8546","R$",1000
"1.1.1","Capital","Tabuleiro do Norte",,,,"2866","3279","6357","4749.41137","2224.39249","3188","R$",1000
"1.1.1","Capital","Tamboril",,,,"7917","4911","5816","4837.02014","5974.64795","1615","R$",1000
"1.1.1","Capital","Tarrafas",,,,"4095","3008","1739","3261.85318","1798.66303","1747","R$",1000
"1.1.1","Capital","Tauá",,,,"9480","10719","16468","17462.67383","25850.18556","5136","R$",1000
"1.1.1","Capital","Tejuçuoca",,,,"5643","3106","4247","5406.58324","3960.53099","4201","R$",1000
"1.1.1","Capital","Tianguá",,,,"8233","8149","11584","14130.59314","16064.94973","9962","R$",1000
"1.1.1","Capital","Trairi",,,,"3174","6043","2393","11851.07616","7284.82752","6062","R$",1000
"1.1.1","Capital","Tururu",,,,"927","2305","2805","1760.14703","700.22835","1726","R$",1000
"1.1.1","Capital","Ubajara",,,,"4299","4591","7565","10547.29188","9822.71107","1514","R$",1000
"1.1.1","Capital","Umari",,,,"1514","268","1068","1711.31479","613.65019","721","R$",1000
"1.1.1","Capital","Umirim",,,,"1839","1651","3289","2396.30106","2143.3094","2057","R$",1000
"1.1.1","Capital","Uruburetama",,,,"2594","1488","1296","1467.00141","978.30799","1846","R$",1000
"1.1.1","Capital","Uruoca",,,,"3113","1626","2230","2214.17257","4356.2442","3067","R$",1000
"1.1.1","Capital","Varjota",,,,"2886","4892","9122","5693.46573","4903.62115","4177","R$",1000
"1.1.1","Capital","Várzea Alegre",,,,"8675","5158","6140","5051.07098","2122.62805","3577","R$",1000
"1.1.1","Capital","Viçosa do Ceará",,,,"6139","12716","37565","15753.2603","18418.62474","5257","R$",1000
"1.1.2","Correntes","Abaiara",,,,"11047","17348","19357","23714.74061","22359.69061","25293","R$",1000
"1.1.2","Correntes","Acarape",,,,"14990","23352","22802","27860.29747","34698.59817","35409","R$",1000
"1.1.2","Correntes","Acaraú",,,,"52339","83183","100399","94813.42662","105778.24342","112923","R$",1000
"1.1.2","Correntes","Acopiara",,,,"41183","64209","77522","76506.60109","86115.59227","120712","R$",1000
"1.1.2","Correntes","Aiuaba",,,,"15212","26149","26149","29922.08444","30527.27614","32124","R$",1000
"1.1.2","Correntes","Alcântaras",,,,"11820","19939","23838","22896.67711","21343.52939","27509","R$",1000
"1.1.2","Correntes","Altaneira",,,,"9146","14549","15291","17526.0723","18622.05198","22047","R$",1000
"1.1.2","Correntes","Alto Santo",,,,"15223","18898","23734","23029.01011","26700.70706","31979","R$",1000
"1.1.2","Correntes","Amontada",,,,"42013","69142","70982","70492.02682","77122.74943","91593","R$",1000
"1.1.2","Correntes","Antonina do Norte",,,,"9391","14705","17825","17276.87284","17515.88775","18701","R$",1000
"1.1.2","Correntes","Apuiarés",,,,"14845","20005","22706","26007.43468","30432.13303","34677","R$",1000
"1.1.2","Correntes","Aquiraz",,,,"65394","123654","156705","173609.54214","199517.26854","190156","R$",1000
"1.1.2","Correntes","Aracati",,,,"77071","104969","126920","149820.77489","156449.98686","177507","R$",1000
"1.1.2","Correntes","Aracoiaba",,,,"27979","43894","53164","60129.85723","65628.019","65233","R$",1000
"1.1.2","Correntes","Ararendá",,,,"13697","19406","20425","20914.43124","25310.49218","26213","R$",1000
"1.1.2","Correntes","Araripe",,,,"23536","37177","43686","44215.69682","49529.58592","53398","R$",1000
"1.1.2","Correntes","Aratuba",,,,"14864","20715","23423","24985.30528","25072.93755","29720","R$",1000
"1.1.2","Correntes","Arneiroz",,,,"10107","15652","16570","17326.51435","18676.43875","19747","R$",1000
"1.1.2","Correntes","Assaré",,,,"21747","33951","35136","36900.2376","36789.16107","40871","R$",1000
"1.1.2","Correntes","Aurora",,,,"25702","33896","36616","40691.94714","45229.02617","44541","R$",1000
"1.1.2","Correntes","Baixio",,,,"7974","13391","15330","15466.9166","16962.23202","18769","R$",1000
"1.1.2","Correntes","Banabuiú",,,,"20577","30060","33706","37531.13193","40291.89749","38416","R$",1000
"1.1.2","Correntes","Barbalha",,,,"82359","124277","144456","159010.25891","164671.53136","221804","R$",1000
"1.1.2","Correntes","Barreira",,,,"18348","31063","34161","35981.41049","41493.89805","39594","R$",1000
"1.1.2","Correntes","Barro",,,,"20565","31926","34778","34566.87427","35683.69449","37948","R$",1000
"1.1.2","Correntes","Barroquinha",,,,"15482","25841","29133","30977.44622","31496.96714","33643","R$",1000
"1.1.2","Correntes","Baturité",,,,"28960","51978","99999999999997","58206.3009","59271.37816","65828","R$",1000
"1.1.2","Correntes","Beberibe",,,,"45728","75172","84904","92460.29956","102372.76351","111652","R$",1000
"1.1.2","Correntes","Bela Cruz",,,,"27524","43997","44854","46003.68976","56528.33248","52295","R$",1000
"1.1.2","Correntes","Boa Viagem",,,,"49757","77992","83648","87618.68789","94402.25129","95407","R$",1000
"1.1.2","Correntes","Brejo Santo",,,,"48225","93347","110422","117829.74352","129854.29954","138065","R$",1000
"1.1.2","Correntes","Camocim",,,,"45073","80442","93731","99919.76089","113830.4318","136142","R$",1000
"1.1.2","Correntes","Campos Sales",,,,"27516","37511","44960","43838.59144","48728.1713","59663","R$",1000
"1.1.2","Correntes","Canindé",,,,"75974","116429","130766","141686.61317","152161.00944","194431","R$",1000
"1.1.2","Correntes","Capistrano",,,,"19295","33136","36280","36984.97842","39760.89994","45387","R$",1000
"1.1.2","Correntes","Caridade",,,,"18297","27974","32713",,"42049.65745",,"R$",1000
"1.1.2","Correntes","Cariré",,,,"18020","27135","29626","31254.83605","35340.73508","40037","R$",1000
"1.1.2","Correntes","Caririaçu",,,,"25795","42276","45408","48996.53092","54176.04815","53724","R$",1000
"1.1.2","Correntes","Cariús",,,,"17686","24960","26681","28857.82433","32808.90419","32772","R$",1000
"1.1.2","Correntes","Carnaubal",,,,"16954","26667","30863","33615.23562","36378.12478","37964","R$",1000
"1.1.2","Correntes","Cascavel",,,,"52798","88142","99840","122092.13391","143761.21218","141422","R$",1000
"1.1.2","Correntes","Catarina",,,,"14960","24100","25898","27955.52901","30242.90114","33920","R$",1000
"1.1.2","Correntes","Catunda",,,,"13258","18143","21818","24560.34056","48925.90719","28302","R$",1000
"1.1.2","Correntes","Caucaia",,,,"255702","354200","427010","495652.86999","517062.93137","515372","R$",1000
"1.1.2","Correntes","Cedro",,,,"26722","32408","39896","42548.86452","45900.351","47901","R$",1000
"1.1.2","Correntes","Chaval",,,,"15340","20907","21743","23697.28956","23879.69334","28310","R$",1000
"1.1.2","Correntes","Choró",,,,"16750","22766","99999999999997","26020.48683","27656.63063","30857","R$",1000
"1.1.2","Correntes","Chorozinho",,,,"21004","32270","33382","36970.82237","39840.31994","43314","R$",1000
"1.1.2","Correntes","Coreaú",,,,"23170","30542","39463","39089.08772","43814.37355","45100","R$",1000
"1.1.2","Correntes","Crateús",,,,"59776","90357","107148","118015.84578","126402.30977","134144","R$",1000
"1.1.2","Correntes","Crato",,,,"98263","156481","192862","204956.2729","200477.99948","220408","R$",1000
"1.1.2","Correntes","Croatá",,,,"19274","29665","31428","34282.5647","36412.20608","39432","R$",1000
"1.1.2","Correntes","Cruz",,,,"22500","39093","28742","44728.51303","53355.59828","48782","R$",1000
"1.1.2","Correntes","Deputado Irapuan Pinheiro",,,,"12268","17090","18597","18554.37475","20587.72112","22328","R$",1000
"1.1.2","Correntes","Ererê",,,,"8407","12337","99999999999997","16319.31105","17205.73077","17464","R$",1000
"1.1.2","Correntes","Eusébio",,,,"69950","140697","172326","201737.75144","228975.39658","246660","R$",1000
"1.1.2","Correntes","Farias Brito",,,,"20541","28017","32617","35934.64907","39494.72481","41710","R$",1000
"1.1.2","Correntes","Forquilha",,,,"20966","32227","34593","36089.57513","44576.04275","52602","R$",1000
"1.1.2","Correntes","Fortaleza",,,,"2637849","4372506","4847584","5253391.36479","5484194.47646","6038730","R$",1000
"1.1.2","Correntes","Fortim",,,,"18329","25013","29702","35470.67988","39827.36622","39024","R$",1000
"1.1.2","Correntes","Frecheirinha",,,,"14046","22097","25032","26281.09525","28629.66089","34584","R$",1000
"1.1.2","Correntes","General Sampaio",,,,"9892","15785","17869","20428.28654","19581.33293","24199","R$",1000
"1.1.2","Correntes","Graça",,,,"17352","23967","28313","29614.3047","33979.29542","41656","R$",1000
"1.1.2","Correntes","Granja",,,,"43125","64126","67486","81217.66234","90906.1153","96671","R$",1000
"1.1.2","Correntes","Granjeiro",,,,"8168","14208","14974","14304.52499","15249.43167","15584","R$",1000
"1.1.2","Correntes","Groaíras",,,,"11275","19762","21195","22883.09834","24331.85575","26768","R$",1000
"1.1.2","Correntes","Guaiúba",,,,"20910","36171","41722","45121.00267","46239.70273","46755","R$",1000
"1.1.2","Correntes","Guaraciaba do Norte",,,,"33030","53452","61847","65513.87677","68444.7608","81899","R$",1000
"1.1.2","Correntes","Guaramiranga",,,,"9105","13097","15431","16980.51778","18475.61372","19691","R$",1000
"1.1.2","Correntes","Hidrolândia",,,,"18995","29305","31580","34738.57034","37166.84528","36711","R$",1000
"1.1.2","Correntes","Horizonte",,,,"57848","109558","129894","143643.46638","151289.97822","161620","R$",1000
"1.1.2","Correntes","Ibaretama",,,,"13819","18394","23010","24008.10513","25322.00438","28151","R$",1000
