"Posição","Nome","Localidade","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","Unidade","Multiplicador"
"1.3","Série encerrada","Irauçuba","23199","25875","25901","31784","36317","39239","44447","50290","56079","71141","76482","88016","102761","103580",,,,"R$",1000
"1.3","Série encerrada","Itaiçaba","11655","12490","15557","18108","20462","23550","26563","31198","31516","27340","27901","33685","35443","36013",,,,"R$",1000
"1.3","Série encerrada","Itaitinga","37735","41084","38701","49457","56070","70632","82805","95943","101641","135258","156410","181596","211128","184858",,,,"R$",1000
"1.3","Série encerrada","Itapajé","70787","81819","94597","126321","144824","168343","189243","183499","178728","234548","248986","301058","343087","316789",,,,"R$",1000
"1.3","Série encerrada","Itapipoca","162290","191802","227127","254198","283479","344258","334952","402568","406071","495764","530092","624459","736892","784735",,,,"R$",1000
"1.3","Série encerrada","Itapiúna","18927","20161","20482","23663","28307","30654","37155","43795","47373","59445","57150","67408","80964","75391",,,,"R$",1000
"1.3","Série encerrada","Itarema","53402","54589","62376","68723","93617","103915","112101","152754","154195","171525","162320","205526","239708","235262",,,,"R$",1000
"1.3","Série encerrada","Itatira","22173","24562","22181","28140","38293","40737","40030","49260","52171","73755","66827","73794","92259","75283",,,,"R$",1000
"1.3","Série encerrada","Jaguaretama","31903","35086","34338","43954","51048","51267","56043","62693","67427","82656","82712","89864","105684","96020",,,,"R$",1000
"1.3","Série encerrada","Jaguaribara","16168","19976","20477","31221","31400","42033","34205","36288","34881","46233","49736","56634","62790","67208",,,,"R$",1000
"1.3","Série encerrada","Jaguaribe","67619","72182","81915","87284","100651","110598","114763","136143","150060","185928","204831","223654","264946","271542",,,,"R$",1000
"1.3","Série encerrada","Jaguaruana","56315","62991","67285","79776","89625","105757","117739","145685","146225","184926","209502","232561","238984","215234",,,,"R$",1000
"1.3","Série encerrada","Jardim","26663","27714","31545","36065","43792","48185","53128","61014","66000","83430","91855","102268","107142","110781",,,,"R$",1000
"1.3","Série encerrada","Jati","10319","9848","9041","10961","14084","14280","16364","19079","19877","25968","28889","29726","35468","33919",,,,"R$",1000
"1.3","Série encerrada","Jijoca de Jericoacoara","14478","16462","19393","23043","27053","32072","36544","43688","45269","57979","63947","78089","88098","92611",,,,"R$",1000
"1.3","Série encerrada","Juazeiro do Norte","421153","474629","531172","610318","678099","770443","856517","1095442","1164673","1413194","1587641","1966331","2246464","2354692",,,,"R$",1000
"1.3","Série encerrada","Jucás","25268","28852","31201","35177","40012","44120","48340","53439","60955","70521","87718","99876","114089","107837",,,,"R$",1000
"1.3","Série encerrada","Lavras da Mangabeira","37925","41886","44656","49834","58019","59528","66635","75868","81121","96157","105809","119555","134910","133781",,,,"R$",1000
"1.3","Série encerrada","Limoeiro do Norte","117058","112851","140637","144983","171413","218775","270192","330732","402130","492660","353668","396531","418159","424366",,,,"R$",1000
"1.3","Série encerrada","Madalena","18800","22160","24757","33946","37545","35483","39106","46145","49188","68104","65246","76650","91063","83652",,,,"R$",1000
"1.3","Série encerrada","Maracanaú","1200381","1346162","1406087","1643834","1754204","2151090","2312878","2366431","2607789","3142945","3561350","4146824","4775048","4789878",,,,"R$",1000
"1.3","Série encerrada","Maranguape","184731","202347","224591","257586","281847","384867","466063","532865","578078","646870","640186","752497","801620","823652",,,,"R$",1000
"1.3","Série encerrada","Marco","28773","31640","38691","43557","51446","59273","64635","72107","82149","96870","108341","135689","145309","159531",,,,"R$",1000
"1.3","Série encerrada","Martinópole","8541","9184","11283","12641","14196","16083","16915","18609","20372","26742","30254","35290","40480","38328",,,,"R$",1000
"1.3","Série encerrada","Massapê","31672","35741","43489","48663","61533","67114","73858","91472","95391","113754","118767","132937","150588","150333",,,,"R$",1000
"1.3","Série encerrada","Mauriti","55049","62169","61836","72637","84647","87112","91582","102183","128303","156520","170079","174284","222284","205236",,,,"R$",1000
"1.3","Série encerrada","Meruoca","12798","14013","13543","16968","21302","23603","25068","29874","30138","35672","39825","48835","56588","57177",,,,"R$",1000
"1.3","Série encerrada","Milagres","39019","41117","38183","48230","59818","57295","58813","65631","69329","87618","103905","115652","130645","125140",,,,"R$",1000
"1.3","Série encerrada","Milhã","17399","17954","18428","23492","25345","26833","33602","39052","39242","53755","49257","56014","65264","60089",,,,"R$",1000
"1.3","Série encerrada","Miraíma","12738","13382","12908","16113","17819","19946","21604","24956","26125","34052","37961","44873","50833","53045",,,,"R$",1000
"1.3","Série encerrada","Missão Velha","38638","40594","43540","49840","59519","63932","66359","82107","96152","116089","136206","150034","171104","161191",,,,"R$",1000
"1.3","Série encerrada","Mombaça","50737","52183","55729","64120","73821","79786","90075","101985","106541","139409","142380","158211","174253","165744",,,,"R$",1000
"1.3","Série encerrada","Monsenhor Tabosa","18567","20771","22250","25285","31524","33023","34824","41139","42762","56026","55883","64362","83005","72659",,,,"R$",1000
"1.3","Série encerrada","Morada Nova","123666","125196","124938","148461","170610","188162","193659","234803","265766","321511","349826","381163","445649","415746",,,,"R$",1000
"1.3","Série encerrada","Moraújo","8549","7848","9796","10661","14917","15935","20086","22393","20829","24599","27321","32341","37472","36809",,,,"R$",1000
"1.3","Série encerrada","Morrinhos","21139","22152","22470","28897","41747","38379","39674","45101","48239","60420","68981","79154","89650","89651",,,,"R$",1000
"1.3","Série encerrada","Mucambo","13427","15368","18312","21372","25878","30001","29916","34126","35646","42957","45531","53014","62668","60943",,,,"R$",1000
"1.3","Série encerrada","Mulungu","10967","14765","14822","15304","17599","22412","25897","29186","40737","52791","46753","52589","59384","54964",,,,"R$",1000
"1.3","Série encerrada","Nova Olinda","16736","19631","20296","23589","24831","48088","31120","35992","37695","46372","53576","64417","74782","70527",,,,"R$",1000
"1.3","Série encerrada","Nova Russas","48017","45284","54196","56019","66812","72511","79963","90113","95508","119751","120806","145857","163844","168474",,,,"R$",1000
"1.3","Série encerrada","Novo Oriente","32472","36200","42931","45673","49004","50364","55511","68424","70375","91219","93386","102932","133452","113398",,,,"R$",1000
"1.3","Série encerrada","Ocara","26168","27747","30141","37755","41600","49073","47061","57262","55280","71180","75645","83944","97915","95419",,,,"R$",1000
"1.3","Série encerrada","Orós","35406","38100","38025","43172","49744","49781","60249","69583","73016","85570","91304","105623","115764","116724",,,,"R$",1000
"1.3","Série encerrada","Pacajus","234132","246574","255725","281898","303443","363507","357708","365922","377442","416828","460832","509009","595962","599849",,,,"R$",1000
"1.3","Série encerrada","Pacatuba","90996","133323","159459","175404","180366","212326","214620","362835","364692","457229","476587","562762","640022","650910",,,,"R$",1000
"1.3","Série encerrada","Pacoti","17037","18546","17649","18423","22553","26057","29670","36422","37386","45037","48072","54513","63393","55414",,,,"R$",1000
"1.3","Série encerrada","Pacujá","5698","6666","9089","9647","11792","12622","13298","15930","16196","19038","21235","25867","27340","28689",,,,"R$",1000
"1.3","Série encerrada","Palhano","10122","10640","11594","15344","15350","20676","18641","22406","33377","31096","38896","46577","46591","41982",,,,"R$",1000
"1.3","Série encerrada","Palmácia","12017","13571","14302","14864","17732","18582","19961","23335","24065","32799","34299","43141","49931","47174",,,,"R$",1000
"1.3","Série encerrada","Paracuru","60342","71633","74086","90625","106269","115817","140441","153665","150208","180252","166520","275248","308318","396224",,,,"R$",1000
"1.3","Série encerrada","Paraipaba","41464","45283","47992","53163","65011","72817","88388","111251","114771","127149","140733","170263","200748","199731",,,,"R$",1000
"1.3","Série encerrada","Parambu","37511","39152","44551","54219","63221","59249","72030","87926","77591","108343","103984","120497","132301","128353",,,,"R$",1000
"1.3","Série encerrada","Paramoti","13513","12753","13009","16115","19502","22154","23738","29810","32634","40757","41974","49167","59524","51852",,,,"R$",1000
"1.3","Série encerrada","Pedra Branca","39905","46911","49396","67516","69003","74896","91414","99192","99295","135272","132183","155746","182155","168418",,,,"R$",1000
"1.3","Série encerrada","Penaforte","9986","8879","9176","10659","13356","14039","15631","19090","26345","33080","39606","43665","47937","50033",,,,"R$",1000
"1.3","Série encerrada","Pentecoste","38477","42640","45579","53319","58534","63599","75888","97006","102133","128519","149298","182473","225512","300895",,,,"R$",1000
"1.3","Série encerrada","Pereiro","17324","20055","19323","24091","27904","30417","31280","37057","39523","49850","53559","61951","72064","71232",,,,"R$",1000
"1.3","Série encerrada","Pindoretama","21165","22520","25628","29769","35997","38943","45341","48276","54425","58112","78477","89191","101081","104306",,,,"R$",1000
"1.3","Série encerrada","Piquet Carneiro","15679","17635","17830","22333","25244","27825","30615","34524","37855","47389","51225","60887","68317","66787",,,,"R$",1000
"1.3","Série encerrada","Pires Ferreira","13965","10681","12763","14021","16851","18557","22136","26870","24468","30786","31378","37805","43287","40112",,,,"R$",1000
"1.3","Série encerrada","Poranga","12347","12758","15350","15924","18171","20586","22972","27267","26574","32540","35092","41271","46206","42093",,,,"R$",1000
"1.3","Série encerrada","Porteiras","18470","17810","18606","22612","28756","28292","31142","34743","39221","48632","53113","58683","66874","64790",,,,"R$",1000
"1.3","Série encerrada","Potengi","10488","10321","11145","14058","16895","17966","21071","25752","24775","31787","34222","40115","44189","44070",,,,"R$",1000
"1.3","Série encerrada","Potiretama","8673","10918","8971","11227","12556","14761","14305","17315","18323","24174","25387","28096","32465","30427",,,,"R$",1000
"1.3","Série encerrada","Quiterianópolis","20308","20433","26227","30478","31332","33315","41666","51815","48353","61892","63458","71009","101965","95155",,,,"R$",1000
"1.3","Série encerrada","Quixadá","126398","140944","154472","169405","195914","210647","235316","262607","284369","361839","449811","547604","601435","622866",,,,"R$",1000
"1.3","Série encerrada","Quixelô","24006","24195","34130","32177","37625","39019","43379","54219","46160","54588","56962","66241","77196","57750",,,,"R$",1000
"1.3","Série encerrada","Quixeramobim","99488","113963","120510","133753","169071","197477","211838","254305","278282","325703","348434","426430","479266","466767",,,,"R$",1000
"1.3","Série encerrada","Quixeré","22792","36964","61931","80882","83122","141866","128897","163727","178387","198615","135614","113561","158335","156690",,,,"R$",1000
"1.3","Série encerrada","Redenção","47704","52862","56605","60543","62890","70420","78051","97720","77332","91325","99329","120130","140963","139485",,,,"R$",1000
"1.3","Série encerrada","Reriutaba","23988","26683","31176","32601","39143","44196","47801","56741","54859","65670","70445","85124","98297","94949",,,,"R$",1000
"1.3","Série encerrada","Russas","116529","132363","144203","176751","213110","261185","290900","346242","377099","435379","438673","553473","605176","634363",,,,"R$",1000
"1.3","Série encerrada","Saboeiro","18497","18662","19447","24190","26747","27940","31980","33047","35818","42963","48816","55493","61788","62017",,,,"R$",1000
"1.3","Série encerrada","Salitre","16597","15009","21289","31559","47636","35422","31987","41081","50413","81363","77842","63641","77217","63377",,,,"R$",1000
"1.3","Série encerrada","Santana do Acaraú","34344","38481","41560","50557","59158","62990","68659","84177","88142","105153","108306","126427","139324","137084",,,,"R$",1000
"1.3","Série encerrada","Santana do Cariri","22131","25336","22764","26441","31142","32898","38190","45059","46868","57591","67800","74823","87175","75565",,,,"R$",1000
"1.3","Série encerrada","Santa Quitéria","68931","80296","88440","115264","124383","130432","126715","137111","141112","186944","190520","215573","251511","240212",,,,"R$",1000
"1.3","Série encerrada","São Benedito","51636","61658","63710","77210","95028","108765","116161","142148","152116","184846","203652","236903","273604","266528",,,,"R$",1000
"1.3","Série encerrada","São Gonçalo do Amarante","66162","63379","62642","74233","92918","108314","127802","450961","552886","611545","679220","1240601","1181172","1439817",,,,"R$",1000
"1.3","Série encerrada","São João do Jaguaribe","14879","15475","16478","19348","21528","23537","24732","28381","29859","34099","37193","41131","40658","40462",,,,"R$",1000
"1.3","Série encerrada","São Luís do Curu","14017","14171","16424","19044","21233","24567","29755","37117","37166","45172","48638","56438","68791","68489",,,,"R$",1000
"1.3","Série encerrada","Senador Pompeu","34990","36348","39084","51296","55061","63221","70528","87139","85882","108504","108348","132834","158044","147471",,,,"R$",1000
"1.3","Série encerrada","Senador Sá","6444","6833","8976","9592","12072","15534","17225","22484","20259","23888","26137","27496","34767","33559",,,,"R$",1000
"1.3","Série encerrada","Sobral","696185","764507","845689","942511","1049594","1341838","1489686","1516531","1751595","1715272","1948209","2334817","2416696","2462619",,,,"R$",1000
"1.3","Série encerrada","Solonópole","29866","32660","33150","40451","47699","51456","54455","68957","68014","90849","85577","92669","108204","95472",,,,"R$",1000
"1.3","Série encerrada","Tabuleiro do Norte","45566","47219","49183","51586","64060","72162","81331","95296","100209","122548","136690","169209","180792","179872",,,,"R$",1000
"1.3","Série encerrada","Tamboril","30470","32375","33482","41212","49002","50288","54689","64777","68716","89566","89748","102344","121440","111865",,,,"R$",1000
"1.3","Série encerrada","Tarrafas","8244","8641","10521","11702","15199","14426","14399","18224","19448","25060","26666","30063","36435","35230",,,,"R$",1000
"1.3","Série encerrada","Tauá","74045","77915","88039","103484","124650","136109","158078","185590","193306","235395","241537","278383","323905","314878",,,,"R$",1000
"1.3","Série encerrada","Tejuçuoca","12667","14036","15190","18355","20643","22563","28259","32552","35419","43228","46994","53583","64764","66753",,,,"R$",1000
"1.3","Série encerrada","Tianguá","100573","122598","133449","155832","198101","220880","241589","294709","301989","379095","375056","439844","522230","499292",,,,"R$",1000
"1.3","Série encerrada","Trairi","73178","73392","88522","97969","113699","134675","151193","184179","178654","224541","195051","236002","280816","297617",,,,"R$",1000
"1.3","Série encerrada","Tururu","13317","12777","14121","15949","19942","23059","25569","29941","29895","40918","41088","51871","58120","60839",,,,"R$",1000
"1.3","Série encerrada","Ubajara","42698","54976","48477","60885","76624","87001","95245","111443","127395","153685","174428","193401","222447","184786",,,,"R$",1000
"1.3","Série encerrada","Umari","8939","9317","9463","11150","12984","14681","15699","19669","19730","24076","25435","28878","31485","30371",,,,"R$",1000
"1.3","Série encerrada","Umirim","18459","21413","22117","25445","30087","33716","37801","44152","47896","59595","60957","70730","89035","83934",,,,"R$",1000
"1.3","Série encerrada","Uruburetama","22390","32271","37817","41130","40898","71352","77645","78305","78418","96450","106392","140759","159167","170056",,,,"R$",1000
"1.3","Série encerrada","Uruoca","11112","12509","13828","15343","19187","21129","22778","27366","30555","37651","41682","48383","57124","56592",,,,"R$",1000
"1.3","Série encerrada","Varjota","18814","22942","25268","30831","39443","44978","46270","57438","58556","69939","76740","97044","128732","126333",,,,"R$",1000
"1.3","Série encerrada","Várzea Alegre","43878","47707","45795","52862","66640","69269","76972","90926","98141","125279","133691","160829","181638","176654",,,,"R$",1000
"1.3","Série encerrada","Viçosa do Ceará","46143","52625","54295","63273","79625","96385","105496","127875","145895","176976","188719","213405","241813","231143",,,,"R$",1000

Nota: Os dados da série revisada têm como referência o ano de 2010, seguindo a nova referência das Contas Nacionais
Nota: Os dados de 2015 estarão sujeitos a revisão na próxima divulgação

Fonte: IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA
