Nome,ano,chuva_total,chuva_media,id
Icó,1991,485.94,40.49,"2305407"
Pedra Branca,1991,682.85,56.9,"2310506"
Tarrafas,1991,454.1,37.84,"2313252"
Maranguape,1991,632.42,52.7,"2307700"
Palhano,1991,577.2,48.1,"2310001"
Campos Sales,1991,380.6,31.72,"2302701"
Caridade,1991,724.9,60.41,"2303006"
São Gonçalo do Amara,1991,1053.3,87.77,"2312403"
Horizonte,1991,1586.2,132.18,"2305233"
Paracuru,1991,1012.8,84.4,"2310209"
Santana do Cariri,1991,704.6,58.72,"2312106"
Amontada,1991,664.3,55.36,"2300754"
Quiterianópolis,1991,766.4,63.87,"2311264"
Tauá,1991,372.75,31.06,"2313302"
Brejo Santo,1991,747.4,62.28,"2302503"
Lavras da Mangabeira,1991,500.75,41.73,"2307502"
Ocara,1991,674.3,56.19,"2309458"
Caririaçu,1991,700.1,58.34,"2303204"
Aurora,1991,831.15,69.26,"2301703"
Barreira,1991,615.0,51.25,"2301950"
Maracanaú,1991,801.0,66.75,"2307650"
Bela Cruz,1991,766.0,63.83,"2302305"
Meruoca,1991,1283.0,106.92,"2308203"
Pacatuba,1991,1181.7,98.47,"2309706"
Frecheirinha,1991,873.5,72.79,"2304509"
Pacujá,1991,962.7,80.23,"2309904"
Salitre,1991,424.2,35.35,"2311959"
General Sampaio,1991,664.7,55.39,"2304608"
Banabuiú,1991,731.75,60.98,"2301851"
São João do Jaguarib,1991,552.7,46.06,"2312502"
Abaiara,1991,825.8,68.82,"2300101"
Umirim,1991,1082.4,90.2,"2313757"
Irauçuba,1991,382.3,31.86,"2306108"
Guaiúba,1991,696.5,58.04,"2304954"
Crateús,1991,486.2,40.52,"2304103"
Palmácia,1991,1320.25,110.02,"2310100"
Beberibe,1991,758.1,63.18,"2302206"
Mucambo,1991,877.6,73.13,"2309003"
Martinópole,1991,891.8,74.32,"2307908"
Jaguaribara,1991,737.9,61.49,"2306801"
Tabuleiro do Norte,1991,533.0,44.42,"2313104"
Acopiara,1991,603.05,50.25,"2300309"
Saboeiro,1991,327.1,27.26,"2311900"
Pacoti,1991,1264.5,105.37,"2309805"
Quixeramobim,1991,375.06,31.26,"2311405"
Cariré,1991,682.9,56.91,"2303105"
Alto Santo,1991,616.1,51.34,"2300705"
Barro,1991,779.1,64.93,"2302008"
Itaiçaba,1991,485.8,40.48,"2306207"
Barroquinha,1991,1144.8,95.4,"2302057"
Crato,1991,847.7,70.64,"2304202"
Moraújo,1991,1044.0,87.0,"2308807"
Itapiúna,1991,421.35,35.11,"2306504"
Limoeiro do Norte,1991,502.25,41.85,"2307601"
Catunda,1991,687.0,57.25,"2303659"
Chorozinho,1991,650.9,54.24,"2303956"
Madalena,1991,534.1,44.51,"2307635"
Acaraú,1991,885.9,73.83,"2300200"
Várzea Alegre,1991,863.7,71.98,"2314003"
Jardim,1991,442.0,36.83,"2307106"
Alcântaras,1991,631.0,52.58,"2300507"
Pacajus,1991,704.1,58.68,"2309607"
Ararendá,1991,348.6,29.05,"2301257"
Paraipaba,1991,1235.2,102.93,"2310258"
Itapajé,1991,810.9,67.58,"2306306"
Mulungu,1991,1058.1,88.17,"2309102"
Varjota,1991,634.4,52.87,"2313955"
Porteiras,1991,623.2,51.93,"2311108"
Jaguaribe,1991,491.11,40.93,"2306900"
Cruz,1991,871.0,72.58,"2304251"
Quixeré,1991,484.2,40.35,"2311504"
Fortim,1991,551.0,45.92,"2304459"
Ibicuitinga,1991,602.9,50.24,"2305332"
Reriutaba,1991,872.1,72.67,"2311702"
Aratuba,1991,848.5,70.71,"2301406"
Capistrano,1991,687.2,57.27,"2302909"
Penaforte,1991,496.5,41.38,"2310605"
Boa Viagem,1991,453.15,37.76,"2302404"
Antonina do Norte,1991,350.9,29.24,"2300804"
Tejuçuoca,1991,610.2,50.85,"2313351"
Jucás,1991,820.5,68.38,"2307403"
Arneiroz,1991,409.8,34.15,"2301505"
Cedro,1991,772.6,64.38,"2303808"
Barbalha,1991,968.55,80.71,"2301901"
Ipu,1991,748.5,62.38,"2305803"
Cascavel,1991,1042.0,86.83,"2303501"
Assaré,1991,436.9,36.41,"2301604"
Guaramiranga,1991,1404.9,117.07,"2305100"
Tianguá,1991,1051.2,87.6,"2313401"
Parambu,1991,583.8,48.65,"2310308"
Baturité,1991,742.0,61.83,"2302107"
Icapuí,1991,722.9,60.24,"2305357"
Ipaumirim,1991,665.7,55.48,"2305704"
Aquiraz,1991,1461.0,121.75,"2301000"
Hidrolândia,1991,751.2,62.6,"2305209"
Camocim,1991,1278.6,106.55,"2302602"
Pentecoste,1991,656.21,54.68,"2310704"
Miraíma,1991,685.5,57.12,"2308377"
Tamboril,1991,631.4,52.62,"2313203"
Deputado Irapuan Pin,1991,661.0,55.08,"2304269"
Morrinhos,1991,572.3,47.69,"2308906"
Itarema,1991,1281.3,106.77,"2306553"
Jijoca de Jericoacoa,1991,730.0,60.83,"2307254"
Senador Pompeu,1991,497.1,41.42,"2312700"
Novo Oriente,1991,760.6,63.38,"2309409"
Forquilha,1991,633.0,52.75,"2304350"
Uruburetama,1991,1039.5,86.62,"2313807"
Ipueiras,1991,649.6,54.13,"2305902"
Milagres,1991,736.9,61.41,"2308302"
Ibiapina,1991,1217.0,101.42,"2305308"
Araripe,1991,490.4,40.87,"2301307"
Solonópole,1991,589.0,49.08,"2313005"
Trairi,1991,1381.5,115.12,"2313500"
Eusébio,1991,1271.3,105.94,"2304285"
Santana do Acaraú,1991,789.7,65.81,"2312007"
Milhã,1991,494.0,41.17,"2308351"
Itatira,1991,381.5,31.79,"2306603"
Mauriti,1991,560.79,46.73,"2308104"
Jaguaretama,1991,603.6,50.3,"2306702"
Fortaleza,1991,1265.88,105.49,"2304400"
Russas,1991,417.75,34.81,"2311801"
Sobral,1991,394.28,32.86,"2312908"
Aiuaba,1991,518.1,43.18,"2300408"
Independência,1991,611.4,50.95,"2305605"
Ibaretama,1991,907.7,75.64,"2305266"
Apuiarés,1991,718.5,59.88,"2300903"
Juazeiro do Norte,1991,965.5,80.46,"2307304"
Coreaú,1991,930.0,77.5,"2304004"
Uruoca,1991,741.8,61.82,"2313906"
Santa Quitéria,1991,681.5,56.79,"2312205"
Iguatu,1991,623.2,51.93,"2305506"
Canindé,1991,514.02,42.84,"2302800"
Pindoretama,1991,1001.7,83.48,"2310852"
Caucaia,1991,1050.85,87.57,"2303709"
Redenção,1991,1033.6,86.13,"2311603"
Umari,1991,787.5,65.62,"2313708"
