Nome,ano,chuva_total,chuva_media,id
Parambu,1990,494.0,41.17,"2310308"
Baturité,1990,628.0,52.33,"2302107"
Icapuí,1990,727.9,60.66,"2305357"
Ipaumirim,1990,578.0,48.17,"2305704"
Aquiraz,1990,1000.1,83.34,"2301000"
Hidrolândia,1990,692.4,57.7,"2305209"
Camocim,1990,755.7,62.98,"2302602"
Pentecoste,1990,308.89,25.74,"2310704"
Miraíma,1990,517.7,43.14,"2308377"
Tamboril,1990,434.65,36.22,"2313203"
Deputado Irapuan Pin,1990,564.0,47.0,"2304269"
Morrinhos,1990,538.9,44.91,"2308906"
Itarema,1990,752.6,62.72,"2306553"
Jijoca de Jericoacoa,1990,590.7,49.22,"2307254"
Senador Pompeu,1990,500.8,41.73,"2312700"
Novo Oriente,1990,506.4,42.2,"2309409"
Forquilha,1990,289.85,24.15,"2304350"
Uruburetama,1990,866.1,72.17,"2313807"
Ipueiras,1990,833.9,69.49,"2305902"
Milagres,1990,791.0,65.92,"2308302"
Ibiapina,1990,1566.0,130.5,"2305308"
Araripe,1990,554.45,46.2,"2301307"
Solonópole,1990,672.7,56.06,"2313005"
Trairi,1990,765.3,63.77,"2313500"
Eusébio,1990,801.6,66.8,"2304285"
Santana do Acaraú,1990,706.0,58.83,"2312007"
Milhã,1990,589.9,49.16,"2308351"
Itatira,1990,500.6,41.72,"2306603"
Mauriti,1990,414.39,34.53,"2308104"
Jaguaretama,1990,575.9,47.99,"2306702"
Fortaleza,1990,787.63,65.64,"2304400"
Russas,1990,262.8,21.9,"2311801"
Sobral,1990,365.58,30.46,"2312908"
Aiuaba,1990,373.0,31.08,"2300408"
Independência,1990,311.3,25.94,"2305605"
Ibaretama,1990,250.2,20.85,"2305266"
Apuiarés,1990,413.9,34.49,"2300903"
Juazeiro do Norte,1990,820.4,68.37,"2307304"
Coreaú,1990,734.3,61.19,"2304004"
Uruoca,1990,636.3,53.02,"2313906"
Santa Quitéria,1990,435.1,36.26,"2312205"
Iguatu,1990,613.01,51.08,"2305506"
Canindé,1990,221.8,18.48,"2302800"
Pindoretama,1990,633.2,52.77,"2310852"
Caucaia,1990,635.3,52.94,"2303709"
Redenção,1990,582.55,48.55,"2311603"
Umari,1990,409.6,34.13,"2313708"
