Código,Espacialidades,% de mulheres de 10 a 17 anos que tiveram filhos 1991,% de mulheres de 10 a 17 anos que tiveram filhos 2000,% de mulheres de 10 a 17 anos que tiveram filhos 2010,"% de mães chefes de família sem fundamental e com filho menor, no total de mães chefes de família 1991","% de mães chefes de família sem fundamental e com filho menor, no total de mães chefes de família 2000","% de mães chefes de família sem fundamental e com filho menor, no total de mães chefes de família 2010",% de crianças em domicílios em que ninguém tem fundamental completo 1991,% de crianças em domicílios em que ninguém tem fundamental completo 2000,% de crianças em domicílios em que ninguém tem fundamental completo 2010,% de crianças de 0 a 5 anos fora da escola 1991,% de crianças de 0 a 5 anos fora da escola 2000,% de crianças de 0 a 5 anos fora da escola 2010,% de crianças de 6 a 14 fora da escola 1991,% de crianças de 6 a 14 fora da escola 2000,% de crianças de 6 a 14 fora da escola 2010,% de pessoas em domicílios em que ninguém tem fundamental completo 1991,% de pessoas em domicílios em que ninguém tem fundamental completo 2000,% de pessoas em domicílios em que ninguém tem fundamental completo 2010,"% de pessoas de 15 a 24 anos que não estudam, não trabalham e são vulneráveis, na população dessa faixa 1991","% de pessoas de 15 a 24 anos que não estudam, não trabalham e são vulneráveis, na população dessa faixa 2000","% de pessoas de 15 a 24 anos que não estudam, não trabalham e são vulneráveis, na população dessa faixa 2010",% de pessoas de 18 anos ou mais sem fundamental completo e em ocupação informal 1991,% de pessoas de 18 anos ou mais sem fundamental completo e em ocupação informal 2000,% de pessoas de 18 anos ou mais sem fundamental completo e em ocupação informal 2010,% de pessoas em domicílios vulneráveis à pobreza e em que ninguém tem fundamental completo. 1991,% de pessoas em domicílios vulneráveis à pobreza e em que ninguém tem fundamental completo. 2000,% de pessoas em domicílios vulneráveis à pobreza e em que ninguém tem fundamental completo. 2010,% de vulneráveis e dependentes de idosos 1991,% de vulneráveis e dependentes de idosos 2000,% de vulneráveis e dependentes de idosos 2010,% de pessoas em domicílios sem energia elétrica 1991,% de pessoas em domicílios sem energia elétrica 2000,% de pessoas em domicílios sem energia elétrica 2010,% de pessoas em domicílios com paredes inadequadas 1991,% de pessoas em domicílios com paredes inadequadas 2000,% de pessoas em domicílios com paredes inadequadas 2010,% de pessoas em domicílios com abastecimento de água e esgotamento sanitário inadequados 1991,% de pessoas em domicílios com abastecimento de água e esgotamento sanitário inadequados 2000,% de pessoas em domicílios com abastecimento de água e esgotamento sanitário inadequados 2010,% de vulneráveis que gastam mais de uma hora até o trabalho na população ocupada 1991,% de vulneráveis que gastam mais de uma hora até o trabalho na população ocupada 2000,% de vulneráveis que gastam mais de uma hora até o trabalho na população ocupada 2010,Mortalidade infantil 1991,Mortalidade infantil 2000,Mortalidade infantil 2010,Razão de dependência 1991,Razão de dependência 2000,Razão de dependência 2010,Taxa de envelhecimento 1991,Taxa de envelhecimento 2000,Taxa de envelhecimento 2010,"% de 15 a 24 anos que não estudam, não trabalham e são vulneráveis, na população vulnerável dessa faixa 1991","% de 15 a 24 anos que não estudam, não trabalham e são vulneráveis, na população vulnerável dessa faixa 2000","% de 15 a 24 anos que não estudam, não trabalham e são vulneráveis, na população vulnerável dessa faixa 2010","% de mães chefes de família sem fundamental e com filho menor, no total de mães chefes e com filho menor 1991","% de mães chefes de família sem fundamental e com filho menor, no total de mães chefes e com filho menor 2000","% de mães chefes de família sem fundamental e com filho menor, no total de mães chefes e com filho menor 2010","% de vulneráveis e dependentes de idosos, no total de vulneráveis que coabitam com idosos. 1991","% de vulneráveis e dependentes de idosos, no total de vulneráveis que coabitam com idosos. 2000","% de vulneráveis e dependentes de idosos, no total de vulneráveis que coabitam com idosos. 2010",% de vulneráveis que gastam mais de uma hora até o trabalho na população ocupada vulnerável. 1991,% de vulneráveis que gastam mais de uma hora até o trabalho na população ocupada vulnerável. 2000,% de vulneráveis que gastam mais de uma hora até o trabalho na população ocupada vulnerável. 2010,% de crianças extremamente pobres 1991,% de crianças extremamente pobres 2000,% de crianças extremamente pobres 2010
2305803,Ipu,2.63,2.68,2.39,16.98,16.3,30.91,,74.8,46.05,,63.85,45,34.27,5.69,2.73,37.78,69.48,37.85,,15.5,21.34,,78.36,60.62,36.19,62.97,28.9,11.13,8.84,7.36,54.82,15.74,0.87,,,10.99,67.07,19.65,14.81,,,1.32,56.93,37.16,24.5,92.03,77.53,60.37,7.43,8.53,10.2,,18.17,29.53,,84.75,65.2,,67.13,90.38,,,3.05,66.45,48.75,31.67
2305902,Ipueiras,0.4,3.4,2.12,23,20.54,32.57,,84.87,52.78,,69.71,47,47.39,6.27,1.88,41.28,80.7,47.48,,19.24,26.02,,86.33,68.27,39.68,73.82,37.11,10.91,12.13,7.6,66.95,27.92,0.57,,,8.4,73.88,20.11,4.22,,,0.89,81.22,49.42,29.2,98.47,83.47,64.59,6.98,8.11,9.73,,20.8,32.09,,91.91,66.52,,86.99,80.12,,,2.15,72.41,62.02,46.98
2306009,Iracema,1.69,2.91,1.38,18.4,16.27,17.8,,69.2,30.39,,44.64,32,43.16,5.85,1.95,31.07,63.25,29.12,,20.32,25.53,,73.98,53.77,28.98,54.08,18.46,12.92,10.17,5.91,51.11,19.77,0.37,,,2.6,42,6.72,9.86,,,0.73,68.01,46.24,29.7,89.29,68.14,51.83,6.58,8.4,9.51,,25.22,37.63,,76.41,44.95,,71.84,85.1,,,2.24,53.92,41.95,26.92
2306108,Irauçuba,1.16,6,3,8.62,16.47,32.57,,75.23,37.23,,71.56,59,42.05,5.5,4.81,31.71,70.29,31.39,,17.62,33.79,,80.2,56.37,30.33,65.7,25.38,4.69,8.73,7.46,60.35,28.02,5.5,,,8.7,74.38,18.82,19.78,,,1.55,73.01,43.77,25.6,93.75,85.9,62.24,5.3,6.32,7.46,,19.9,42.13,,80.62,63.7,,73.57,80.74,,,4.52,69.1,60.08,45.64
2306207,Itaiçaba,2.87,1.62,1.71,15.46,18.85,14.32,,58.77,32.7,,39.16,48,13.28,2.11,0.47,37.57,52.74,29.73,,18.09,19.02,,74.13,53.24,36.5,46.56,17.49,9.81,11.31,4.8,20.83,5.35,0.64,,,0.7,53.59,47.75,22.53,,,2.55,80.39,55.64,25,85.76,69.08,47.77,9.14,9.17,10.37,,19.84,29.19,,73.89,44.71,,82.32,64.31,,,7.66,65.58,49.69,18.08
2306256,Itaitinga,2.18,5.13,4.13,17.23,23.58,35.31,,66.33,35.6,,60.85,49,28.89,4.53,8.58,33.05,61.92,31.14,,24.05,25.63,,68.04,47.31,29.07,54.23,21.3,2.88,6.28,3.71,25.26,5.09,0.75,,,3.88,36.56,4.77,9.73,,,4.34,66.12,41.94,23.4,86.31,69.64,47.93,4.47,5.06,5.63,,30.34,39.7,,80.04,59.73,,61.12,47.74,,,13.9,38.53,29.69,12.05
2306306,Itapagé,3.27,4.66,2.84,10.23,27.57,29.82,,75.55,38.35,,76.06,52,27.2,8.98,2.94,35,68.62,31.98,,23.81,25.48,,79.24,54.39,33.16,63.32,24.97,6.75,6.93,4.82,39.94,11.42,2.62,,,7.25,56.69,10.07,18.99,,,2.15,74.45,46.97,24.8,88.34,72.36,56.38,5.54,6.05,7.21,,28.56,34.52,,85.54,57.26,,60.05,68.31,,,5.31,53.53,45.96,32.47
2306405,Itapipoca,2.33,3.79,3.03,13.42,16.08,25.14,,70.98,32.93,,67.65,50,34.98,5.8,2.14,30.78,64.64,27.22,,23.58,24.65,,75.29,50.58,29.31,59.91,21.86,7.99,8.66,6.76,57.51,27.5,2.04,,,13.22,36.48,28.37,19.16,,,1.38,48.88,38.89,24.6,95.62,78.55,58.34,5.4,6.37,7.03,,26.89,33.89,,77.59,49.9,,67.21,79.21,,,3.67,71.49,55.63,35
2306504,Itapiúna,0,2.72,2.81,6.76,24.94,27.87,,70.4,40.27,,49.68,47,27.81,4.18,4.72,34.86,64.68,35.37,,31.16,30.23,,77.32,61.18,34.08,59.79,25.48,8.05,11.15,6.02,43.75,20.92,0.46,,,15.01,81.59,33.42,34.11,,,1.53,65.87,38.89,22.3,93.85,80,57.97,6.58,7.45,8.38,,35.39,38.97,,93.73,59.34,,78.15,78.13,,,4.07,79.14,63.76,37.37
2306553,Itarema,3.82,4.15,3.47,10.38,12.4,38.91,,86.26,38.01,,65.17,48,44.93,7.65,3.38,33.59,79.04,32.31,,24.68,22.69,,84.72,59.41,31.84,74.96,26.72,6.13,8.25,5.97,75.56,25.9,2.73,,,7.92,24.4,33.41,37.44,,,1.74,71.33,51.78,25.9,108.23,86.3,61.23,4.75,5.52,6.4,,27.02,28.25,,89.42,65.45,,70.04,60.51,,,4.12,71.49,60.49,38
2306603,Itatira,2.69,4.77,1.85,7.83,12.88,38.62,,86.81,50.26,,72.77,56,54.42,6.01,2.37,33.54,84.1,44.82,,24.7,26.91,,88.42,66.06,31.65,78.88,34.87,11.39,14.77,7.79,71.63,39.78,1.82,,,18.73,81.33,24.44,34.49,,,1.56,92.36,56.31,27.1,92.59,92.91,68.1,6.2,7.44,8.38,,26.61,34.12,,91.44,73.96,,79.14,79.34,,,4.09,72.81,68.68,46.92
2306702,Jaguaretama,1.46,2.92,3.43,9.85,14.39,19.25,,76.68,37.63,,73.78,51,46.66,8.14,3.26,34.74,71.47,35.31,,23.77,25.56,,82.81,62.61,32.99,65.22,25.65,7.97,10.56,5.83,67.63,33.98,0.86,,,5.42,34.48,2.2,25.41,,,0.91,52.44,38.83,22.1,84.12,76.15,54.95,6.68,8.03,9.56,,26.94,32.14,,85.94,47.07,,72.67,80.87,,,2.65,66.97,43.76,35.67
2306801,Jaguaribara,0.68,2.42,5.03,8.48,8.21,22.01,,67.74,29.66,,69.35,46,31.64,5.97,2.57,35.4,63.54,30.68,,22.95,23.53,,73.55,57.97,30.96,55.22,20.26,7.29,6.14,4.82,53.66,24,1.04,,,3.34,53.29,27.86,6.74,,,1.11,52.44,38.83,29.2,84.66,66.06,51.1,6.83,7.39,8.82,,26.59,35.21,,71.24,44.58,,65.93,84.73,,,2.94,55.99,44.12,18.51
2306900,Jaguaribe,1.13,1.33,3.01,10.59,11.95,24.07,,61.55,43.16,,56.79,51,26.07,4.76,3.65,36.83,57.58,37.36,,14.71,21.2,,73.15,56.65,35.13,50.12,24.96,8.44,8.47,4.77,36.68,12.22,0.24,,,3.58,38.44,9.83,9.6,,,2.21,52.44,38.83,24.7,82.71,67.67,55.2,7.05,8.07,9.91,,17.77,29.51,,75.91,57.05,,67.05,73.57,,,6.86,58.74,40.62,29.27
2307007,Jaguaruana,6.03,4.45,3.22,13.05,19.24,28.1,,67.22,43.69,,66.08,56,35.4,6.09,1.58,36.22,60.72,36.57,,27.54,20.14,,75.07,58.21,31.18,54.32,26,6.64,9.58,4.66,45.21,10.02,0.8,,,7.56,51.4,26.15,20.14,,,0.89,54.9,34.6,21.6,85.09,67.88,46.28,6.87,6.95,7.89,,31.42,30.27,,80.54,61.25,,73.79,79.57,,,3.16,50.08,42.8,20.6
2307106,Jardim,0.73,0.79,2.93,14.46,15.74,14.77,,79.34,43.65,,67.64,49,36.88,4.08,1.63,34.84,69.17,34.43,,21.28,21.81,,79.54,58.71,32.8,63.56,26.14,8.59,6.78,6.71,64.1,26.27,0.9,,,10.25,70.47,10.69,12.91,,,1.27,55.51,42.86,21.6,95.93,73.58,60.83,6,6.45,8.88,,23.92,28.62,,90.44,59.99,,66.7,70.54,,,3.3,70.05,66,38.78
2307205,Jati,2.34,4.45,2.98,17.85,15.61,13.53,,62.51,33.65,,66.96,46,33.16,7.57,1.89,35.14,56.51,28.91,,24.67,19.59,,75.93,52.38,33.5,50.46,18.93,11.6,10.47,4.52,55.31,11.05,0.67,,,13.31,22.49,11.9,11.44,,,0.8,62.62,42.22,22,90.24,67.81,54.78,6.39,7.57,10.07,,28.39,25.94,,74.29,41,,80.71,81.83,,,1.68,77.63,52.89,29.07
2307254,Jijoca de Jericoacoara,1.56,3.21,1.99,23.84,16.34,21.77,,84.84,35.96,,67.41,47,61.33,7.96,1.23,44.57,79.68,30.66,,19.36,21.36,,85.72,53.74,42.14,69.38,21.88,8.46,6.22,3.89,78.59,23.37,0.95,,,5.62,5.94,20.2,23.7,,,2.16,84.76,54.9,31.7,97.53,78.28,52.18,4.96,4.91,5.49,,23.17,34.75,,90.54,51.31,,74.51,77.56,,,5.62,63.03,53.49,27.4
2307304,Juazeiro do Norte,1.43,2.99,2.94,15.21,19.03,18.45,,56.49,28.82,,63.94,46,31.84,7.35,2.75,29.46,48.9,23.54,,20.67,15.55,,62.06,41.79,26.45,42.04,16.29,5.97,6.53,3.97,10.23,2.19,0.42,,,0.92,13.86,7.45,2.85,,,1.02,61.43,40.94,18.12,78.76,66.57,52.19,6.19,6.67,7.54,,27.89,29.19,,73.44,45.81,,54.8,61.81,,,3.69,38.13,29.85,10.55
2307403,Jucás,1.31,1.97,3.76,11.36,12.32,22.33,,75.13,46.37,,52.25,57,52.65,3.34,2.53,39.85,69.05,39.92,,25.5,31.87,,81.28,66.72,38.68,62.64,28.49,13.79,12.3,9.93,66.81,24.22,3.65,,,23.24,69.61,16.59,5.96,,,1.64,76.42,59.08,22.7,90.43,76.03,60.36,7.15,7.67,10.27,,27.2,42.25,,79.62,59.34,,83.86,78.54,,,4.1,75.1,62.02,31.87
2307502,Lavras da Mangabeira,1.06,2.28,2.79,5.09,10.88,20.2,,67.49,43.82,,72.83,50,37.4,4.94,2.76,40.67,61.27,39.36,,26.74,30,,78.19,62.49,37.72,55.14,28.61,11.22,12.32,6.68,50.72,12.07,0.88,,,6.78,62.25,11.25,11.74,,,1.73,63.7,40.53,21.8,88.02,71.79,56.42,7.3,8.49,10.68,,28.91,38.78,,79.5,60.41,,77.86,78.39,,,4.13,71.84,61.01,36.74
2307601,Limoeiro do Norte,2.35,3.65,2.13,12.83,15.94,16.1,,59.76,29.95,,60.43,54,18.67,5.73,1.96,35.17,50.49,26.93,,22.76,17.38,,64.58,46.5,33.06,44.45,15.53,5.81,5.18,2.46,21.68,3.06,0.21,,,2.58,34.78,3.07,4.88,,,0.77,48.1,26.94,17.9,70.14,58.64,44.97,6.01,6.59,7.55,,29.13,33.03,,72.25,42.37,,64.91,64.98,,,3.04,42.66,29.38,11.29
2307635,Madalena,4.07,3.61,3.06,14.6,19.72,24.28,,79.57,42.41,,67.84,51,32.58,3.25,1.65,37.48,71.99,35.43,,24.1,26.47,,82.89,60.55,36.48,63.41,27.29,9.01,9.66,4.89,69.22,18.22,0.86,,,7.7,69.98,28.24,31.16,,,0.65,68.7,43.61,21.8,83.74,80.45,60.24,6.41,7.33,7.91,,28.63,34.08,,93.16,62,,77.06,64.12,,,1.24,77.37,62.43,47.32
2307650,Maracanaú,2.48,3.3,2.76,19.37,21.34,21.52,,49.29,21.24,,55.25,48,19.57,4.18,2.62,23.21,41.61,17.91,,20.57,18.08,,51.48,33.36,20.68,34.55,11.63,2.77,3.51,3.37,11.23,0.99,0.57,,,1.06,13.69,17.12,2.1,,,2.67,52.03,31.29,20.2,79.79,62.54,44.27,2.66,3.61,4.99,,29.87,37.16,,71.66,41.36,,44.46,62.75,,,10.63,32.73,18.89,7.29
2307700,Maranguape,3.45,4.58,4.09,13.34,23.7,23.04,,59.55,23.04,,69.36,60,24.98,5.49,5.13,28.12,51.53,20.05,,21.4,20.97,,60.67,41.02,26.38,46.7,13.94,6.36,5.7,4.02,31.03,7.74,0.93,,,5.74,36,19.33,11.49,,,1.89,63.85,35.99,20.2,81.43,69.36,50.11,5.04,5.68,6.65,,27.16,34.9,,76.28,48.4,,51.56,58.36,,,7.2,50.05,33.26,11.45
2307809,Marco,3.47,3.24,4.22,10.99,15.15,23.35,,79.13,44.76,,64.07,48,44.02,8.18,2.59,28.88,69.71,38.16,,23.54,27.57,,76.12,59.31,28.22,66.41,29.84,5.69,7.72,6,43.44,17.39,1.75,,,7.25,30.99,8.04,11.74,,,0.7,85.84,54.74,29.4,98.05,86.75,62.81,4.55,5.63,6.26,,26.67,36.58,,86.1,57.93,,70.83,79.5,,,1.43,64.35,56.02,28.84
2307908,Martinópole,0.76,9.48,3.04,14.95,12.49,38.58,,78.03,47.6,,70.96,53,48.03,6.61,2.22,30.89,73.91,40.35,,33.05,25.18,,82.06,63.21,29.61,69.68,33.79,16.21,11.76,5.92,61.71,30.31,1.95,,,19.32,60.59,4.17,12.48,,,0.99,98.91,63.28,24.8,89.82,84.47,63.76,5.95,6.06,7.76,,35.01,32.77,,77.27,64.49,,73.28,72.69,,,2.06,69.56,69.27,46.95
2308005,Massapê,2.94,3.76,1.03,12.34,19.65,21.2,,79.77,37.96,,64.08,42,47.3,7.15,1.7,34.14,72.99,33.54,,23.06,19.2,,77.75,54.98,31.54,66.58,26.08,9.33,9.43,7.2,43.11,20.61,1.16,,,11.09,52.96,16.56,13.7,,,2.69,73.01,47.85,21.7,91.24,83.55,58.72,6.54,6.94,7.62,,26.52,28.02,,95.14,57.67,,73.29,77.85,,,7.52,60.6,57.42,30.91
2308104,Mauriti,0.52,1.61,2.05,13.54,13.93,24.1,,76.57,41.78,,66.84,43,53,7.08,1.86,32.63,69.95,35.8,,22.37,22.64,,77.44,59.51,31.39,63.68,27.7,9.4,7.82,4.44,61,22.79,1.01,,,6.92,43.47,9.8,15.39,,,1.98,57.17,37.93,22.7,92.36,76.5,57.07,5.63,6.46,7.86,,26.52,28.46,,84.91,57.02,,62.12,71.8,,,4.33,74.64,55.34,39.16
2308203,Meruoca,2.69,4.64,4.36,13.85,9.08,30.8,,79.64,36.22,,57.01,51,28.59,2.3,2.24,33.64,72.93,30.72,,16.08,18.34,,76.35,54.76,32.65,67.54,23.69,7.37,10.97,7.19,49.49,9.09,0.76,,,15.15,81.59,34.1,27.99,,,1.66,73.96,51.09,24.5,99.85,80.87,57.45,6.85,8.1,9.17,,18.22,25.61,,77.16,59.19,,79.75,74.58,,,4.2,71.88,56.43,21.47
2308302,Milagres,2.36,3.47,3.55,11.49,16.05,17.7,,71.04,37.66,,54.11,45,38.46,7.35,3.83,35.78,66.44,32.2,,25.79,25.32,,77.79,53.94,32.28,62.31,22.77,9.23,9.02,6.09,51.83,15.17,0.67,,,9.23,52.39,14.16,18.61,,,1.47,60.76,42.98,21.9,85.98,69.02,55.1,5.85,6.84,9.36,,29.33,35.62,,85.55,53.8,,74.2,64.59,,,3.58,67.32,56.92,24.49
2308351,Milhã,0.87,2.43,3.06,4.99,8.97,20.34,,71.05,45.6,,62.5,54,38.06,4.9,2.52,40.85,65.37,37.15,,13.17,27.38,,79.9,63.96,40.72,57.46,26.47,11.5,10.25,7.72,59.14,21.68,1.16,,,7.84,72.62,21.72,9.91,,,1.43,69.03,49.65,20.9,80.66,67.5,56.79,8.1,8.87,11.5,,15.22,37.17,,70.83,60.03,,76.68,76.81,,,3.72,81.35,53.27,37.54
2308377,Miraíma,5.54,3.29,4.09,18.41,8.19,35.11,,81.81,49.34,,65.51,41,42.37,6.69,1.39,40.94,74.97,41.2,,28.09,34.14,,85.31,65.6,39.64,70.3,34.3,9.28,12.45,8.48,61.17,32.98,1.82,,,17.8,62.11,12.67,18.49,,,2.76,73.01,47.85,21.7,104.2,87.19,66,6.86,6.8,7.8,,29.75,38.9,,77.23,63.09,,79.58,79.33,,,4.67,78.53,72.79,53.91
2308401,Missão Velha,0.68,4.12,2.43,9.27,15.33,16.62,,74.98,40.36,,72.35,51,43.53,7.51,3.22,36.13,68.38,35.42,,27.33,21.05,,78.24,58.96,33.71,62.5,25.66,8.63,9.8,3.3,43.53,11.71,1.47,,,14.6,57.06,12.79,9.93,,,1.21,68.74,52.65,25.9,88.91,73.43,59.64,6.55,7.17,8.61,,32.17,28.04,,85.71,61.04,,75.24,61.69,,,3.13,68.98,53.66,30.54
2308500,Mombaça,2.44,2.13,3.06,10.07,13.72,21.47,,83.59,52.37,,85.39,63,52.98,10.83,3.56,38.09,79.99,47.73,,26.71,27.54,,86.07,67.98,36.42,73.11,35.01,11.75,9.98,6.69,68.61,32.18,1.09,,,2.42,82.07,18.45,17.97,,,2.09,78.19,49.02,29.3,90.92,74.75,59.08,6.69,7.85,9.82,,30.16,36.92,,88.93,60.66,,78.36,83.45,,,5.9,79.77,65.97,40.43
2308609,Monsenhor Tabosa,3.29,2.29,3.97,7.86,11.94,19.59,,72.91,40.6,,69.79,46,22.89,5.2,0.85,38.32,69.62,37.09,,23.47,28.82,,80.54,61.77,37.41,63.32,26.37,6.04,10.8,5.89,66.04,30.26,3.27,,,2.23,73.58,31.62,19.1,,,0.69,70.87,40.38,22.6,91.03,78.21,58.48,5.97,7.64,9.02,,25.7,36.39,,72.39,53.86,,70.35,67.18,,,1.46,79.46,66.69,40.9
2308708,Morada Nova,1.9,3.56,2.98,12.17,14.96,22.23,,73.96,45.53,,65.03,52,34.1,5.35,2.37,36.4,67.68,38.75,,22.77,26.49,,76.65,61.37,34.16,59.41,28.49,7.38,6.92,5.4,48.92,19.83,0.83,,,5.32,44.73,16.86,13.57,,,2.46,48.45,36.88,25.1,82.86,67.7,51.27,5.77,7.06,9.24,,26.37,37.92,,78.87,59.34,,61.92,75.91,,,6.44,58.48,40.86,35.18
2308807,Moraújo,1.8,3.26,0,2.39,10.57,14.88,,78.47,39.47,,86.09,58,42.54,10.16,2.58,33.07,72.71,33.08,,21.59,27.89,,81.92,56,30.79,70.11,26.91,6.86,10.99,6.9,63.26,35.25,2.36,,,5.99,50.64,4.2,3.3,,,1.13,70.75,52.13,23.3,91.38,76.95,57.71,6.02,6.98,7.51,,22.93,32.1,,92.99,54.48,,68.48,65.89,,,2.6,55.74,65.95,47.36
2308906,Morrinhos,1.83,4.79,2.13,9.47,18.78,33.96,,80.8,49.26,,70.38,45,30.24,6.38,4.87,31.08,75.94,43.05,,22.31,31.43,,81.67,66.51,29.23,71.11,33.55,6.95,7.21,5.15,56.94,24.64,3.98,,,10.47,62.93,5.45,13.39,,,0.17,92.23,54.74,24.8,102.26,86.69,65.92,5.76,6.36,7.77,,24.03,40.41,,93.8,78.73,,74.01,68.55,,,0.42,72.33,67.12,44.31
2309003,Mucambo,2.24,1.75,1.23,22.15,14.95,23.52,,78.02,43.43,,65.52,45,29.93,6.97,1.35,43.49,72.83,41.43,,23.66,26.98,,81.94,64.29,42.39,66.69,27.82,10.31,9.89,7.49,58.46,27.14,0.38,,,1.37,59.23,28.81,16.43,,,,73.01,43.77,29.8,96.22,81.29,60.62,7.39,8.51,10.64,,26,35.02,,83.92,64.4,,75.04,90.52,,,0,65.94,62.91,40.44
2309102,Mulungu,2.56,3.06,4.2,7.47,12.31,22.74,,64.72,37.86,,67.47,43,29.6,7.55,3.08,41.95,59.87,34.73,,22.53,26.99,,75.36,61.46,38.53,54.42,26.19,4.41,7.78,4.63,41.8,14.8,1.37,,,3.82,28.86,27.41,18.03,,,2.32,51.21,38.23,24.8,83.65,76.14,60.52,5.83,7.49,8.25,,26.53,32.91,,72.85,53.89,,63.97,59.59,,,4.84,57.51,53.27,35.32
2309201,Nova Olinda,1.06,2.85,3.56,12.26,18.75,21.41,,75.21,45.24,,70.64,50,37.46,8.47,2.74,35.37,68.51,37.1,,21.59,22.22,,78.04,56.82,34.28,60.16,29.16,10.11,6.47,5.19,54.91,11.01,0.2,,,12.51,53.57,12.68,16.68,,,2.25,69.94,53.26,21.6,88.67,75.82,57.98,6.12,6.93,8.54,,25.02,28.36,,84.72,60.39,,68.62,71.38,,,4.94,74.2,54.93,31.29
2309300,Nova Russas,1.14,3.61,3.01,12.82,23.37,20.09,,80.34,45.47,,70.04,48,43.63,8.88,2.02,38.83,72.22,41.34,,22.02,16.09,,80.18,60.5,35.98,65.17,28.39,10.06,11.49,6.26,43.04,11.24,0.43,,,1.38,41.42,11.27,7.47,,,1.23,67.39,49.65,25.7,87.97,73.68,58.4,7.08,9.06,10.57,,26.16,23.15,,95.78,61.34,,83.25,79.98,,,3.16,68.39,50.09,24.78
2309409,Novo Oriente,0.57,3.82,4.29,11.3,18.51,29.39,,85.31,45.89,,69.5,50,41.69,5.21,2.07,44.12,80.05,40.39,,22.25,31.97,,84.53,66.22,41.74,70.1,30.32,8.66,10.41,7.89,74.71,33.93,0.58,,,3.28,86.43,30.09,9.51,,,3.25,65.92,49.65,24.2,81.4,74.24,55.36,5.11,6.84,8.91,,27.18,43.17,,93.45,67.79,,82.63,86.19,,,7.38,68.19,57.09,50.07
2309458,Ocara,0.88,2.42,2.68,11.49,15.45,20.29,,73.21,41.22,,55.74,67,29.25,5.26,1.78,35.65,65.07,37.1,,26.09,28.52,,80.59,62.91,34.76,61.42,27.41,8.93,9.42,6.59,69.73,29.81,0.41,,,11.61,88.44,59.45,44.89,,,1.92,75.04,56.1,22.9,92.26,75.22,55.46,5.85,7.06,9.16,,27.75,36.65,,71.35,46.65,,73.7,71.89,,,4.39,72.83,66.13,44.25
2309508,Orós,2.57,3.33,3.57,17.25,14.85,18.62,,68.43,39.87,,57.17,40,17.78,3.01,2.58,41.5,60.98,35.92,,23.65,20.92,,78.16,59.72,38.89,53.54,21.99,8.15,10.71,5.98,31.13,5.83,0.24,,,14.96,42.3,16.3,8.86,,,2.21,70.97,52.46,19.4,78.12,59.92,52.16,6.44,8.11,10.61,,26.22,32.67,,78.4,51.02,,75.2,74.98,,,4.84,59.33,50.04,25.44
2309607,Pacajus,2.99,3.93,2.86,13.57,19.16,20.48,,60.71,31.84,,55.7,52,25.53,4.74,1.79,33.31,54.55,27.93,,20.74,16.13,,65.63,45.57,29.66,48.71,19.15,5.07,5.34,3.62,32.31,4.71,0.58,,,1.71,39,46.53,26.48,,,0.85,65.69,42.21,20.1,78.1,66.2,49.73,5.21,5.72,6.26,,26.47,31.56,,80.84,47.82,,51.04,61.92,,,2.96,39.62,31.18,11.83
2309706,Pacatuba,2.98,3.03,3.66,17.99,24.34,26.64,,53.15,24.67,,62.62,54,20.3,6.43,5.42,26.26,45.74,19.97,,22.8,20.71,,56.23,32.84,22.92,40.68,13.24,2.58,5.41,2.91,14.18,2.49,0.37,,,0.97,24.46,16.98,2.92,,,2.78,53.16,34.53,21.6,81.85,67.24,47.77,2.98,3.81,4.69,,29.87,36.9,,72.1,49.03,,62.7,53.88,,,11.46,30.68,27.63,10.44
2309805,Pacoti,0.37,2.04,2.32,7.74,20.45,23.17,,68.85,33.49,,76.13,46,33.79,6.41,3.48,33.97,60.93,31.41,,22.42,23.43,,75.97,56.53,32.09,55.71,22.42,7.52,9.28,6.18,47.18,9.7,0.61,,,3.12,8.75,16.68,15.21,,,1.11,53.57,36.88,22.5,85.95,79.11,57.66,6.06,7.94,8.51,,25.13,35.8,,85.43,46.17,,58.34,78.69,,,2.68,58.91,47.04,26.53
2309904,Pacujá,1.61,1.4,1.3,25.89,20.7,23.36,,70.52,40.79,,50,43,20.12,3.92,1.45,32.82,65.84,35.39,,15.27,21.96,,72.12,59.78,29.26,59.07,25.64,9.38,14.72,7.08,50.19,5.51,0.29,,,6.37,58.29,7.05,10.36,,,0.84,66.78,43.53,27.4,91.36,80.72,59.12,7.63,9.23,10.02,,17.81,28.42,,84.25,70.53,,76.52,82.2,,,1.77,57.23,33.51,27.73
2310001,Palhano,1.9,4.23,1.11,14.01,15.01,16.11,,56.06,28.7,,35.12,43,20.07,2.46,1.93,37.51,51.05,25.35,,14.36,22.71,,71.04,53.18,36.58,46.19,16.69,10.8,11.36,4.72,50.61,12.51,0.85,,,7.03,77.95,6.82,25.61,,,1.86,54.9,45.92,31.7,98.8,66.86,47.91,7.15,8.68,9.65,,15.65,36.94,,82.56,50.37,,75.85,72.1,,,4.61,76.76,61.84,29.71
