Código,Espacialidades,Percentual da renda apropriada pelos 20% mais pobres 1991,Percentual da renda apropriada pelos 20% mais pobres 2000,Percentual da renda apropriada pelos 20% mais pobres 2010,Percentual da renda apropriada pelos 40% mais pobres 1991,Percentual da renda apropriada pelos 40% mais pobres 2000,Percentual da renda apropriada pelos 40% mais pobres 2010,Percentual da renda apropriada pelos 60% mais pobres 1991,Percentual da renda apropriada pelos 60% mais pobres 2000,Percentual da renda apropriada pelos 60% mais pobres 2010,Percentual da renda apropriada pelos 80% mais pobres 1991,Percentual da renda apropriada pelos 80% mais pobres 2000,Percentual da renda apropriada pelos 80% mais pobres 2010,Percentual da renda apropriada pelos 20% mais ricos 1991,Percentual da renda apropriada pelos 20% mais ricos 2000,Percentual da renda apropriada pelos 20% mais ricos 2010,Percentual da renda apropriada pelos 10% mais ricos 1991,Percentual da renda apropriada pelos 10% mais ricos 2000,Percentual da renda apropriada pelos 10% mais ricos 2010,Razão 20% mais ricos / 40% mais pobres 1991,Razão 20% mais ricos / 40% mais pobres 2000,Razão 20% mais ricos / 40% mais pobres 2010,Razão 10% mais ricos / 40% mais pobres 1991,Razão 10% mais ricos / 40% mais pobres 2000,Razão 10% mais ricos / 40% mais pobres 2010,Índice de Theil - L 1991,Índice de Theil - L 2000,Índice de Theil - L 2010,Índice de Gini 1991,Índice de Gini 2000,Índice de Gini 2010,Rendimento médio dos ocupados - 18 anos ou mais 1991,Rendimento médio dos ocupados - 18 anos ou mais 2000,Rendimento médio dos ocupados - 18 anos ou mais 2010,% dos ocupados sem rendimento - 18 anos ou mais 1991,% dos ocupados sem rendimento - 18 anos ou mais 2000,% dos ocupados sem rendimento - 18 anos ou mais 2010,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2010,Renda per capita 1991,Renda per capita 2000,Renda per capita 2010,"Renda per capita , exceto renda nula 1991","Renda per capita , exceto renda nula 2000","Renda per capita , exceto renda nula 2010",% da renda proveniente de rendimentos do trabalho 1991,% da renda proveniente de rendimentos do trabalho 2000,% da renda proveniente de rendimentos do trabalho 2010,Renda per capita média do 1º quinto mais pobre 1991,Renda per capita média do 1º quinto mais pobre 2000,Renda per capita média do 1º quinto mais pobre 2010,Renda per capita máxima do 1º quinto mais pobre 1991,Renda per capita máxima do 1º quinto mais pobre 2000,Renda per capita máxima do 1º quinto mais pobre 2010,Renda per capita média do 2º quinto mais pobre 1991,Renda per capita média do 2º quinto mais pobre 2000,Renda per capita média do 2º quinto mais pobre 2010,Renda per capita máxima do 2° quinto mais pobre 1991,Renda per capita máxima do 2° quinto mais pobre 2000,Renda per capita máxima do 2° quinto mais pobre 2010,Renda per capita média do 3º quinto mais pobre 1991,Renda per capita média do 3º quinto mais pobre 2000,Renda per capita média do 3º quinto mais pobre 2010,Renda per capita máxima do 3° quinto mais pobre 1991,Renda per capita máxima do 3° quinto mais pobre 2000,Renda per capita máxima do 3° quinto mais pobre 2010,Renda per capita média do 4º quinto mais pobre 1991,Renda per capita média do 4º quinto mais pobre 2000,Renda per capita média do 4º quinto mais pobre 2010,Renda per capita máxima do 4°quinto mais pobre 1991,Renda per capita máxima do 4°quinto mais pobre 2000,Renda per capita máxima do 4°quinto mais pobre 2010,Renda per capita média do quinto mais rico 1991,Renda per capita média do quinto mais rico 2000,Renda per capita média do quinto mais rico 2010,Renda per capita média do décimo mais rico 1991,Renda per capita média do décimo mais rico 2000,Renda per capita média do décimo mais rico 2010,Renda per capita mínima do décimo mais rico 1991,Renda per capita mínima do décimo mais rico 2000,Renda per capita mínima do décimo mais rico 2010,% de extremamente pobres 1991,% de extremamente pobres 2000,% de extremamente pobres 2010,% de pobres 1991,% de pobres 2000,% de pobres 2010,% de vulneráveis à pobreza 1991,% de vulneráveis à pobreza 2000,% de vulneráveis à pobreza 2010,% de crianças extremamente pobres 1991,% de crianças extremamente pobres 2000,% de crianças extremamente pobres 2010,% de crianças pobres 1991,% de crianças pobres 2000,% de crianças pobres 2010,% de crianças vulneráveis à pobreza 1991,% de crianças vulneráveis à pobreza 2000,% de crianças vulneráveis à pobreza 2010,Renda per capita dos extremamente pobres 1991,Renda per capita dos extremamente pobres 2000,Renda per capita dos extremamente pobres 2010,Renda per capita dos pobres 1991,Renda per capita dos pobres 2000,Renda per capita dos pobres 2010,Renda per capita dos vulneráveis à pobreza 1991,Renda per capita dos vulneráveis à pobreza 2000,Renda per capita dos vulneráveis à pobreza 2010
2307601,Limoeiro do Norte,4.04,2.65,3.87,11.93,9.93,12.48,23.62,21.46,26.11,42.07,39.44,47.68,57.93,60.56,52.32,43.49,46,38.73,9.71,12.19,9.06,14.58,18.52,12.41,0.48,0.55,0.44,0.53,0.56,0.49,,,717.14,,9.99,9.14,,74.7,37.83,,89.09,84.64,,92.46,92.44,,96.43,96.24,171.72,261.01,410.03,172.72,270.25,412.41,86.58,73.38,70.93,34.65,34.61,79.34,53.28,68.32,135,67.76,95.03,176.59,82.27,120.79,220.56,100.4,150.47,279.34,120.35,183.98,340,158.44,234.61,442.19,200.67,294.77,510,497.37,790.34,1158.75,746.76,1200.57,1587.9,329.07,536.82,740,31.17,20.21,7.98,64.33,46.39,21.09,86.4,74.82,49.38,42.66,29.38,11.29,73.76,61.79,31.76,89.3,85,65.6,44.3,34.94,38.03,71.76,73.92,82.33,100.38,117.84,150.31
2307635,Madalena,3.55,1.2,1.54,11.19,7.17,6.37,23.1,18.71,19.11,41.58,40.05,41.11,58.42,59.95,58.89,43.66,42.41,40.44,10.44,16.72,18.47,15.6,23.66,25.41,0.51,0.6,0.66,0.54,0.58,0.58,,,449.05,,25.74,27.82,,87.69,62.24,,95.53,91.24,,96.88,96.12,,99.24,97.82,80.42,147.2,225.22,80.57,158.49,232.55,79.64,60.83,53.33,14.28,8.82,17.39,23.51,24.56,27.83,30.73,43.96,54.3,39.49,58.95,100,47.86,84.96,143.49,56.41,117.13,192.67,74.31,157.05,247.77,95.07,201.39,335,234.93,441.22,662.18,351.16,624.3,910.82,147.24,326,510,67.74,46.01,34.36,88.96,63.57,49.8,95.83,84.75,73.93,77.37,62.43,47.32,93.77,80.62,67.29,98.14,92.65,87.54,34.63,31.37,27.87,49.24,50.33,52.55,58.33,82.18,101.14
2307650,Maracanaú,4.59,4.15,5.19,13.54,12.58,14.99,26.92,25.52,29.78,47.24,45.63,51.44,52.76,54.37,48.56,37.39,38.65,32.67,7.79,8.64,6.27,11.05,12.29,8.71,0.38,0.42,0.33,0.47,0.49,0.43,,,715.39,,1.87,1.37,,60.69,20.85,,87.22,86.39,,93.78,94.45,,97.89,98.16,173.62,261.47,372.91,174.57,264.88,373.27,87.77,79.06,79.75,39.81,54.29,96.75,59.94,85.89,145,77.71,110.19,182.81,95.59,137.04,227.33,116.19,169.1,275.71,141.03,205.95,333.33,176.35,263.01,403.77,222.51,338.36,508,458.03,710.78,877.01,649.14,1010.54,1218.18,326.72,520.56,696.67,25.96,13.62,4.59,59.66,40.61,18.97,84.56,69.57,47.69,32.73,18.89,7.29,67.28,51.76,29.07,89.01,78.43,63.16,45.46,43.56,39.36,77.55,83.08,94.13,109.85,127.55,157.1
2307700,Maranguape,4.08,3.07,4.64,11.75,10.69,14.68,24.21,22.98,29.37,43.55,42.36,51.24,56.45,57.64,48.76,40.8,42.73,32.86,9.61,10.79,6.64,13.89,15.99,8.95,0.45,0.47,0.34,0.51,0.54,0.44,,,595.42,,7.92,4.75,,76.86,32.84,,92.1,91.39,,95.41,95.76,,98.5,98.6,145.43,211.51,307.81,146.22,220.8,311.81,87.42,73.54,73.75,29.67,32.42,71.36,43.88,58.95,125,55.76,80.59,154.55,72.08,98.26,183.78,90.63,130.03,226.14,112.2,157.81,269,140.6,204.94,336.59,188.04,263.53,423.33,410.5,609.56,749.88,593.38,903.67,1011.33,285.99,409.94,560,38.87,24.22,8.52,70.72,52.56,25.4,88.23,78.74,57.64,50.05,33.26,11.45,79.51,65.04,36.51,91.72,87.11,71.79,41.88,37.92,33.43,68.51,71.48,84.29,91.96,109.62,146.1
2307809,Marco,5.31,1.62,2.54,13.92,7.46,10.27,26.19,18.25,23.05,43.57,37.26,42.74,56.43,62.74,57.26,42.59,47.87,45.67,8.11,16.82,11.16,12.24,25.67,17.79,0.43,0.64,0.55,0.5,0.6,0.54,,,501.61,,13.85,13.45,,81.96,57.29,,94.46,92.61,,96.03,95.89,,98.1,98.51,106.61,156.45,266.87,106.7,165.93,269.93,79.68,77.27,66.69,28.29,12.67,33.85,39.49,29.28,66.67,45.91,45.68,103.14,55.63,62.47,133.33,65.42,84.36,170.55,75.95,110.62,213.4,92.62,148.71,262.78,115.96,195.21,328.4,300.83,490.8,764.61,454.02,748.85,1218.7,180.52,294.77,510.75,53,42.27,20.27,83.33,68.18,41.45,94.57,87.54,71.84,64.35,56.02,28.84,90.18,80.88,57.25,97.09,93.69,87,43.05,31.14,34.34,60.89,56.86,71.03,74.92,85.22,125.2
2307908,Martinópole,4.32,1.16,1.75,13.21,6.68,6.72,27.04,17.33,18.2,49.18,36.82,38.52,50.82,63.18,61.48,33.64,45.96,41.86,7.69,18.93,18.25,10.18,27.54,24.91,0.38,0.61,0.66,0.46,0.61,0.59,,,427.96,,16.64,18.89,,87.29,72.02,,95.41,92.6,,96.41,95.16,,99.26,97.96,88.63,112.14,232.17,88.86,123.27,239.5,83.44,58.75,59.49,19.15,6.53,20.26,28.21,19.52,32.33,39.41,30.9,57.75,48.89,42.3,94.86,61.28,59.76,133.29,75.22,74.83,170,98.09,109.23,235.83,132.45,156.17,333.33,225.2,354.27,711.79,298.13,515.35,971.87,172.76,239.46,510,57.97,56.08,33.95,80.67,75.64,51.02,95.84,90.54,74.68,69.56,69.27,46.95,87.08,86.33,67.16,97.82,95.59,87.57,38.81,29.5,31.73,55.1,46.02,55.43,72.95,68.29,98.98
2308005,Massapê,3.43,1.62,2.66,10.08,8.21,11.27,19.98,20.58,26.59,35.05,41.16,50.98,64.95,58.84,49.02,53.69,40.81,31.1,12.89,14.34,8.77,21.32,19.89,11.04,0.68,0.55,0.42,0.61,0.56,0.47,,,413.86,,19.55,14.52,,86.53,50.49,,94.76,94.92,,96.95,98.09,,99.1,99.39,144.95,136.36,231.47,145.34,144.95,235.69,83.62,64.2,61.76,24.88,11.04,30.78,37.34,26.55,60.4,48.15,44.91,99.69,60.44,58.95,128.43,71.76,84.34,177.27,84.62,104.83,226.8,109.26,140.33,282.24,139.03,179.92,340,470.7,401.19,572.02,778.27,556.44,719.97,197.44,294.77,510,48.97,44.23,21.32,80.35,69.66,41.67,93.45,85.26,68.12,60.6,57.42,30.91,87.3,82.21,55.88,94.51,92.28,80.59,41.67,31.63,32.98,63.79,57.03,68.11,79.98,78.87,119.89
2308104,Mauriti,3.2,1.66,2.01,10.13,7.43,8.15,21,17.48,20.38,39.62,35.42,41.5,60.38,64.58,58.5,44.58,49.3,39.62,11.92,17.39,13.88,17.61,26.54,19.45,0.53,0.69,0.6,0.56,0.62,0.56,,,370.86,,10.57,22.79,,82.91,72.5,,93.66,93.82,,96.47,97.02,,98.9,98.38,86.68,173.73,236.11,88.55,182.57,239.63,81.75,63.34,52.58,13.87,14.44,23.77,22.75,31.72,37.33,30.02,50.09,72.42,37.61,67.46,105.5,47.14,87.32,144.44,58.76,111.55,186,80.68,155.79,249.34,110.47,214.73,338.33,261.7,561,667.33,386.42,856.43,935.44,176.29,331.2,510,65.3,40.49,29.78,86.22,65.73,48.76,94.62,84.31,72.26,74.64,55.34,39.16,90.77,80.69,62.22,96.57,92.35,85.23,33.02,32.67,33.73,48.79,56.95,61.37,60.8,85.01,104.39
2308203,Meruoca,5.1,2.21,3.46,14.21,8.88,12.85,28.31,20.35,27.1,48.55,40.79,48.9,51.45,59.21,51.1,35.42,43.25,35.93,7.24,13.33,7.95,9.97,19.47,11.19,0.34,0.57,0.41,0.45,0.57,0.47,,,406.44,,23.13,16.62,,87.73,61.79,,95.05,94.1,,97.39,96.89,,99.11,98.79,88.2,156.15,258.78,89.12,162.95,262.87,74.89,64.52,59.4,22.49,17.27,44.79,30.49,38.07,85.5,40.16,52.1,121.41,52.26,67.67,153.2,62.18,89.48,184.4,72.08,119.08,224.4,89.28,159.63,282.14,117.21,210.83,361.67,226.88,462.27,660.88,312.44,675.36,929.78,175.35,302.85,520,57.79,41.22,14.97,84.7,64.1,35.68,95.76,86.34,68.67,71.88,56.43,21.47,91.71,79.84,48.87,97.41,93.38,82.88,40.47,35.66,33.82,57.56,57.78,75.2,71.94,90.47,133.22
2308302,Milagres,3.22,0.93,3.43,9.71,6.32,12.2,20.66,17.4,26.96,39.22,36.63,49.3,60.78,63.37,50.7,44.47,47.18,35.78,12.52,20.05,8.32,18.32,29.85,11.73,0.56,0.62,0.41,0.56,0.61,0.47,,,430.43,,12.52,13.04,,83.34,60.88,,93.12,92.33,,95.27,96.66,,98.47,98.68,110.95,150.9,261.96,111.56,168.26,263.5,83.81,60.88,53.41,17.87,7.04,44.96,26.95,23.43,75,35.99,40.66,114.88,47.01,61.25,152.75,60.76,83.6,193.28,77.41,105.66,233.67,102.96,145.07,292.66,148.55,196.32,356.67,337.16,478.13,664.88,493.33,711.91,937.29,231.52,294.77,525,56.77,43.12,17.6,78.19,68.67,36.4,92.16,86.37,67.27,67.32,56.92,24.49,86.64,83.09,51.29,95.39,93.78,82.59,36.17,26.84,41.17,52.29,53.48,73.14,72.46,80.31,132.01
2308351,Milhã,4,2.36,1.85,12.97,9.54,8.72,27.12,22.3,21.59,48.63,42.83,44.27,51.37,57.17,55.73,35.52,40.39,40.55,7.92,11.98,12.76,10.96,16.93,18.61,0.39,0.5,0.55,0.47,0.54,0.54,,,417.66,,33.57,25.09,,90.01,65.61,,96.55,91.93,,97.9,95.56,,99.35,98.18,69.44,157.76,260.95,70.07,165.73,268.71,78.35,65.83,44.88,13.89,18.58,24.11,22.56,39.04,47.33,31.13,56.67,89.61,40.29,75.64,127.5,49.15,100.67,167.95,60.74,125.77,220.67,74.67,161.96,295.9,94.02,215.38,372.33,178.35,450.93,725.57,246.65,637.15,1058.11,129.28,294.77,523.33,67.98,37.23,25.82,91.92,64.02,44.12,97.41,83.77,65.53,81.35,53.27,37.54,95.79,82.51,63.95,98.69,94.4,82.75,35.26,34.95,32.24,51.46,63.32,63.52,58.93,91.16,106.12
2308377,Miraíma,5.74,,1.77,15.43,2.51,5.81,29.39,12.76,15.42,50.34,33.09,33.3,49.66,66.91,66.7,34.21,49.23,50.17,6.44,53.33,21.78,8.87,78.48,34.51,0.31,0.57,0.79,0.43,0.67,0.64,,,383.59,,46.3,30.45,,91.32,77.6,,97.32,96.07,,98.66,97.67,,99.86,98.76,68.7,95.07,191.56,69.09,130.47,195.37,76.96,55.13,47.15,19.7,,16.97,28.21,,26,33.32,11.93,38.72,40.29,32.75,63.75,47.94,48.73,92.03,56.41,68,126.8,71.95,96.62,171.27,86.19,136.65,254.5,170.6,318.09,606.42,235.05,468.06,961.08,125.36,223.03,396.33,68.13,60.41,41.87,90.7,81.6,64.35,97.04,91.65,82.32,78.53,72.79,53.91,95.54,90.89,80.43,98.22,96.03,93.64,37.29,20.55,29.78,50.79,41.21,54.95,59.17,57,86.23
2308401,Missão Velha,4.07,1.61,2.68,11.71,6.83,9.37,23.2,16.22,20.35,42.01,33.26,39.06,57.99,66.74,60.94,42.67,51.29,46.81,9.9,19.54,13.05,14.57,30.03,19.99,0.47,0.69,0.61,0.53,0.63,0.57,,,426.45,,14.99,17.74,,81.44,72.55,,92.89,93.62,,95.53,95.41,,98.07,97.96,109.37,190.28,293.16,110.06,204.03,295.8,79.72,58.45,56.46,22.24,15.31,39.27,31.73,33.19,66.67,41.81,49.69,98.03,50.14,68.74,125.29,62.83,89.34,160.95,78.98,117.13,203.11,102.88,162.09,274.3,131.63,229.37,352,317.11,634.99,895.85,466.71,975.89,1372.21,211.55,390.42,520,54.59,40.36,20.65,80.95,65.75,44.81,93.03,82.48,68.98,68.98,53.66,30.54,88.74,79.54,61.68,96.03,91.2,85.16,39.21,32.81,40.28,58.32,57.92,75.34,75.03,84.05,116.66
2308500,Mombaça,1.9,,2.05,6.2,2.66,8.6,14.25,11.98,21.83,28.84,29.98,44.2,71.16,70.02,55.8,57.42,53.61,43.14,22.97,52.58,13.21,37.07,80.51,20.06,0.88,0.66,0.57,0.67,0.69,0.54,,,351.4,,44.03,35.66,,87.75,73.36,,95.35,93.4,,96.51,96.85,,98.12,98.38,101.57,148.47,243.85,101.85,197.66,246.75,73.44,61.97,49.33,9.66,,24.97,15.67,,41.75,21.8,19.77,79.9,28.21,43.5,120.29,40.93,69.18,161.28,53.73,98.26,200,74.08,133.63,272.76,108.12,190.33,340,361.38,519.75,692.37,583.25,795.9,1052.02,188.04,294.77,513.33,68.81,51.05,27.66,85.62,70.75,45.53,92.83,86.1,69.52,79.77,65.97,40.43,91.43,85.7,63.71,95.16,94.48,86.67,28.65,20.16,33.57,42.21,42.42,61.63,53.17,66.9,108.36
2308609,Monsenhor Tabosa,2.58,0.95,1.98,8.44,6.45,8.12,18.59,18.45,20.43,35.7,40.6,42.3,64.3,59.4,57.7,50.41,40.76,38.31,15.25,18.42,13.82,23.9,25.27,18.88,0.67,0.54,0.6,0.6,0.58,0.55,,,391.45,,29.17,28.33,,90.31,70.31,,96.3,92.5,,98.46,96.34,,99.77,98.22,74.4,118.01,237.18,74.64,132.78,240.86,83.84,59.83,55.22,9.61,5.59,23.51,15.67,19.52,36,21.77,32.46,72.75,28.21,48.8,107.33,37.77,70.81,146.01,47.53,97.6,197.5,63.65,130.68,259.35,84.38,179.59,337.6,239.19,350.48,665.09,375.02,480.94,908.6,139.15,293.79,510,72.81,51.79,29.71,90.08,72.15,49.73,94.55,88.44,71.01,79.46,66.69,40.9,94.32,85.18,66.12,96.07,95.86,85.1,28.75,28.12,33.55,41.06,49.21,63.16,47.98,73.98,103.73
2308708,Morada Nova,4.25,2.42,2.33,12.29,9.05,9.76,24.26,19.73,23.12,43.04,36.32,45.38,56.96,63.68,54.62,42.13,50.23,37.76,9.27,14.08,11.21,13.71,22.21,15.47,0.46,0.67,0.52,0.52,0.6,0.52,,,471.84,,12.95,15.33,,80.56,61.83,,93.75,90.51,,96.33,94.75,,98.94,97.99,123.37,214.12,276.36,124.22,219.17,280.3,83.11,71.26,55.85,26.25,25.92,32.18,40.29,48.8,60.33,49.55,70.93,102.68,58.76,95.09,143.33,73.87,114.38,184.57,91.74,142.5,240.29,115.83,177.63,307.68,150.43,231.32,400,351.34,681.72,756.18,519.71,1075.51,1043.47,230.08,347.86,515,47.3,29.17,22.85,77.42,59.24,39.18,91.59,81.56,64.53,58.48,40.86,35.18,84.4,72.82,57.01,94.32,88.9,81.13,41.97,36.47,36.33,63.74,69.49,65.98,82.03,99.99,116.81
2308807,Moraújo,5.68,2.11,2.7,15.25,8.64,9.48,30.46,21.26,22.25,52.85,42.37,45.48,47.15,57.63,54.52,31.44,39.97,34.94,6.18,13.34,11.53,8.24,18.5,14.75,0.3,0.53,0.5,0.42,0.55,0.51,,,260.45,,13.65,32.6,,91.78,76.35,,97.53,96.37,,99.02,98.84,,99.81,99.85,104.99,104.84,174.55,105.13,109.31,176.16,88.57,59.93,50.04,29.83,11.07,23.59,41.13,22.87,34,50.23,34.23,59.12,63.62,49.13,88.8,79.86,66.14,111.45,98.72,83.66,148.8,117.5,110.67,202.78,145.73,147.38,258.33,247.52,302.1,476.92,330.07,419.02,609.97,186.16,235.23,425,44.31,50.7,34.34,76.9,76.61,58.9,95.25,92.49,79.16,55.74,65.95,47.36,86.75,88.25,74.76,98.17,96.91,90,42.59,30.17,34.73,66.4,51.56,63.14,87.15,74.54,97.48
2308906,Morrinhos,5.15,0.66,2.36,13.92,5.82,8.86,26.75,15.69,20.71,46.11,34.36,43.4,53.89,65.64,56.6,38.18,49.73,35.44,7.74,22.56,12.68,10.97,34.18,15.99,0.38,0.68,0.53,0.47,0.64,0.54,,,369.25,,24.43,21.78,,90.01,69,,96.3,91.77,,97.64,97.86,,98.15,99.33,90.25,133.07,208.9,90.25,150.73,213.43,82.71,63.93,55.95,23.26,4.39,24.62,31.34,19.52,44,39.56,34.33,67.95,47.01,48.8,92.22,57.9,65.67,123.69,69.84,84.22,168.67,87.35,124.26,237.04,114.39,172.17,336.67,243.19,436.71,586.95,344.61,661.71,740.26,173.94,273.29,510,60.19,53.03,32.3,85.15,73.42,54.57,94.74,89.34,72.79,72.33,67.12,44.31,92.33,86.98,69.85,97.2,95.85,87.13,40.31,29.21,37.76,56.54,48.36,63.95,69.44,72.8,95.76
2309003,Mucambo,5.69,2.11,1.94,15.35,7.83,7.46,29.17,18.21,19.25,49.63,36.99,41.01,50.37,63.01,58.99,35.02,47.47,43.59,6.56,16.1,15.92,9.12,24.26,23.37,0.32,0.71,0.63,0.44,0.6,0.57,,,399.33,,22.6,23.33,,89.67,71.86,,95.96,92.44,,97.47,95.79,,99.31,97.87,90.69,153.91,269.65,91.29,153.91,273.45,70.09,54.91,47.5,25.82,16.27,26.11,35.73,29.48,41,43.8,43.95,74.49,52.89,58.56,106.67,62.67,79.88,158.96,74.68,103.18,210.5,92.77,144.58,293.38,117.53,195.86,382.5,228.4,484.88,800.7,317.6,730.56,1175.34,168.3,294.77,514,55.92,46.04,29.28,85.73,68.98,46.25,95.66,86.5,68.1,65.94,62.91,40.44,90.38,84.97,63.64,97.45,93.99,83.03,42.04,34.37,35.63,61.1,56.28,60.59,72.96,82.23,105.58
2309102,Mulungu,4.81,1.78,2.3,13.12,7.57,9.04,25.81,18.1,21.64,45.98,36.88,42.16,54.02,63.12,57.84,38.49,48.45,42.03,8.23,16.67,12.69,11.73,25.59,18.6,0.4,0.63,0.57,0.48,0.61,0.55,,,443.44,,13.44,13.83,,83.66,64.06,,93.8,96.49,,95.43,98,,98.18,99.43,129.1,179.49,246.35,129.64,190.87,252.08,91.66,71.47,62.5,31.07,15.95,28.31,43.48,34.16,56,53.63,52.01,83.04,65.81,69.72,117.33,81.89,94.45,155.26,101.54,125.49,200,130.19,168.54,252.74,162.97,225.47,322.5,348.7,566.5,706.25,496.88,869.59,1035.52,268.63,300.62,500,42.97,40.14,25.33,73.2,63.28,47.55,88.88,84.49,71.08,57.51,53.27,35.32,83.39,77.35,63.3,92.75,92.59,84,44.01,34.07,35.73,66.97,58.03,67.32,85.98,91.21,110.34
2309201,Nova Olinda,4.36,0.82,2.01,11.93,5.45,8.77,23.53,15.43,19.99,41.55,33.5,39.18,58.45,66.5,60.82,42.92,52.46,46.83,9.8,24.4,13.83,14.39,38.5,21.35,0.47,0.69,0.61,0.52,0.65,0.57,,,469.29,,29.4,26.46,,85.06,69.89,,93.98,92.62,,96.17,95.84,,97.9,97.93,95.93,198.86,272.1,95.93,225.67,279.82,85.34,59.05,62.53,20.9,8.11,27.38,28.21,26.62,56,36.33,46.09,91.98,47.01,65.07,126.8,55.63,99.21,152.59,67.16,130.14,191.75,86.42,179.69,261.04,110.57,236.69,355,280.37,661.22,825.39,411.72,1043.19,1274.16,190.86,325.35,530,61.74,40.9,23.04,84.07,61.31,46.47,92.87,81.69,71.45,74.2,54.93,31.29,89.24,76.07,61.66,95.44,89.11,86.3,38.46,27.93,32.08,53.43,52.87,70.07,65.6,86.63,112.91
2309300,Nova Russas,2.79,1.8,3.04,8.49,7.59,10.98,18.01,17.76,24.94,33.96,34.89,46.82,66.04,65.11,53.18,51.41,50.9,37.65,15.56,17.16,9.71,24.23,26.83,13.72,0.69,0.72,0.47,0.61,0.62,0.5,,,441.45,,22.07,12.4,,81.98,66.25,,93.68,91.09,,96.36,96.11,,98.58,98.09,124.88,202.62,304.52,125.15,208.96,307.49,76.25,60.85,56.02,17.41,18.19,46.25,27.97,39.04,81.67,35.58,58.68,120.86,47.01,78.08,166.4,59.43,103.1,212.66,74.04,130.14,255,99.6,173.5,333.2,141.03,230.35,418.57,412.35,659.61,811.58,641.97,1031.32,1146.43,242.26,351.38,520,57.18,35.09,16.55,79.36,61.73,33.63,90.8,81.84,60.75,68.39,50.09,24.78,86.47,76.27,48.29,94.97,90.52,77.37,35.77,33.45,39.69,52.29,62.08,70.43,68.93,91.6,127.75
2309409,Novo Oriente,3.37,1.3,1.63,10.29,7.13,6.13,21.75,18.65,17.53,40.68,39.48,39.42,59.32,60.52,60.58,43.64,41.96,40.54,11.53,16.97,20.79,16.97,23.53,26.47,0.52,0.53,0.7,0.55,0.58,0.6,,,454.09,,30.44,30.2,,83.12,72.65,,93.8,90.5,,96.11,94.03,,98.61,97.7,100.41,153.42,247.79,101.19,170.45,256.22,90,70.69,54.72,16.89,9.99,20.17,26.33,29.28,30,34.76,44.73,55.73,45.13,63.35,89,57.54,88.32,141.28,72.58,120.38,202.5,95.04,159.83,271.18,125.36,226.93,340,297.8,464.23,788.91,438.23,643.69,1004.49,213.11,341.62,510,56.76,43.71,35.93,82.78,65.13,50.09,92.14,81.84,70.52,68.19,57.09,50.07,89.09,77.71,65.74,94.99,89.21,82.55,34.42,30.57,32.25,53.66,53.96,52.34,66.81,79.3,95.73
2309458,Ocara,4.94,0.53,1.94,14.25,6.41,8.11,28.12,19.36,21.79,49.83,41.13,45.45,50.17,58.87,54.55,33.88,42.35,36.16,7.04,18.38,13.35,9.51,26.44,17.83,0.35,0.47,0.53,0.45,0.58,0.53,,,329.12,,39.03,29.65,,89.67,70.35,,97.6,94.47,,98.73,98.79,,99.48,99.37,75.9,111.36,208.77,76.07,132.53,216.06,85.48,49.02,44.88,18.76,2.96,20.21,28.21,18.42,30.8,35.33,32.71,64.45,44.32,52.06,102.5,52.61,72.11,142.8,67.69,97.99,190.5,82.39,121.21,246.96,101.54,147.38,336.67,190.4,327.82,565.27,257.14,471.64,754.89,144.93,211.8,489,61.94,49.1,32.09,88.57,76.11,49.99,97.45,92.36,74.16,72.83,66.13,44.25,93.79,90.58,66.94,98.43,96.87,87.93,36.58,25.58,31.33,54.3,52.65,58.72,65.09,75.44,104.76
2309508,Orós,4.17,1.81,3.3,11.6,8.9,11.87,23.24,21.32,25.53,43.13,42.41,47.84,56.87,57.59,52.16,40.06,40.23,35.61,9.8,12.94,8.78,13.81,18.09,12,0.46,0.54,0.45,0.51,0.55,0.49,,,393.37,,19.79,15.68,,90.36,72.59,,95.84,94.66,,96.59,97.93,,98.8,98.79,117.28,154.32,298.84,117.28,162.06,300.1,80.94,55.72,50.02,24.45,13.93,49.32,34.84,32.53,91.75,43.59,54.73,128.05,51.71,73.69,161,68.22,95.88,204.11,87.25,124.93,260.5,116.65,162.7,333.29,155.8,209.85,423.33,333.52,444.36,778.28,469.79,620.89,1064.01,235.05,316.24,533.33,49.51,37.3,15.74,78.27,64.6,33.03,91.17,83.71,59.42,59.33,50.04,25.44,84.94,78.97,51.44,94.18,92.38,79.93,38.89,31.52,41.47,61.32,60.25,76.06,80.08,88.37,126.32
