Código,Espacialidades,Percentual da renda apropriada pelos 20% mais pobres 1991,Percentual da renda apropriada pelos 20% mais pobres 2000,Percentual da renda apropriada pelos 20% mais pobres 2010,Percentual da renda apropriada pelos 40% mais pobres 1991,Percentual da renda apropriada pelos 40% mais pobres 2000,Percentual da renda apropriada pelos 40% mais pobres 2010,Percentual da renda apropriada pelos 60% mais pobres 1991,Percentual da renda apropriada pelos 60% mais pobres 2000,Percentual da renda apropriada pelos 60% mais pobres 2010,Percentual da renda apropriada pelos 80% mais pobres 1991,Percentual da renda apropriada pelos 80% mais pobres 2000,Percentual da renda apropriada pelos 80% mais pobres 2010,Percentual da renda apropriada pelos 20% mais ricos 1991,Percentual da renda apropriada pelos 20% mais ricos 2000,Percentual da renda apropriada pelos 20% mais ricos 2010,Percentual da renda apropriada pelos 10% mais ricos 1991,Percentual da renda apropriada pelos 10% mais ricos 2000,Percentual da renda apropriada pelos 10% mais ricos 2010,Razão 20% mais ricos / 40% mais pobres 1991,Razão 20% mais ricos / 40% mais pobres 2000,Razão 20% mais ricos / 40% mais pobres 2010,Razão 10% mais ricos / 40% mais pobres 1991,Razão 10% mais ricos / 40% mais pobres 2000,Razão 10% mais ricos / 40% mais pobres 2010,Índice de Theil - L 1991,Índice de Theil - L 2000,Índice de Theil - L 2010,Índice de Gini 1991,Índice de Gini 2000,Índice de Gini 2010,Rendimento médio dos ocupados - 18 anos ou mais 1991,Rendimento médio dos ocupados - 18 anos ou mais 2000,Rendimento médio dos ocupados - 18 anos ou mais 2010,% dos ocupados sem rendimento - 18 anos ou mais 1991,% dos ocupados sem rendimento - 18 anos ou mais 2000,% dos ocupados sem rendimento - 18 anos ou mais 2010,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2010,Renda per capita 1991,Renda per capita 2000,Renda per capita 2010,"Renda per capita , exceto renda nula 1991","Renda per capita , exceto renda nula 2000","Renda per capita , exceto renda nula 2010",% da renda proveniente de rendimentos do trabalho 1991,% da renda proveniente de rendimentos do trabalho 2000,% da renda proveniente de rendimentos do trabalho 2010,Renda per capita média do 1º quinto mais pobre 1991,Renda per capita média do 1º quinto mais pobre 2000,Renda per capita média do 1º quinto mais pobre 2010,Renda per capita máxima do 1º quinto mais pobre 1991,Renda per capita máxima do 1º quinto mais pobre 2000,Renda per capita máxima do 1º quinto mais pobre 2010,Renda per capita média do 2º quinto mais pobre 1991,Renda per capita média do 2º quinto mais pobre 2000,Renda per capita média do 2º quinto mais pobre 2010,Renda per capita máxima do 2° quinto mais pobre 1991,Renda per capita máxima do 2° quinto mais pobre 2000,Renda per capita máxima do 2° quinto mais pobre 2010,Renda per capita média do 3º quinto mais pobre 1991,Renda per capita média do 3º quinto mais pobre 2000,Renda per capita média do 3º quinto mais pobre 2010,Renda per capita máxima do 3° quinto mais pobre 1991,Renda per capita máxima do 3° quinto mais pobre 2000,Renda per capita máxima do 3° quinto mais pobre 2010,Renda per capita média do 4º quinto mais pobre 1991,Renda per capita média do 4º quinto mais pobre 2000,Renda per capita média do 4º quinto mais pobre 2010,Renda per capita máxima do 4°quinto mais pobre 1991,Renda per capita máxima do 4°quinto mais pobre 2000,Renda per capita máxima do 4°quinto mais pobre 2010,Renda per capita média do quinto mais rico 1991,Renda per capita média do quinto mais rico 2000,Renda per capita média do quinto mais rico 2010,Renda per capita média do décimo mais rico 1991,Renda per capita média do décimo mais rico 2000,Renda per capita média do décimo mais rico 2010,Renda per capita mínima do décimo mais rico 1991,Renda per capita mínima do décimo mais rico 2000,Renda per capita mínima do décimo mais rico 2010,% de extremamente pobres 1991,% de extremamente pobres 2000,% de extremamente pobres 2010,% de pobres 1991,% de pobres 2000,% de pobres 2010,% de vulneráveis à pobreza 1991,% de vulneráveis à pobreza 2000,% de vulneráveis à pobreza 2010,% de crianças extremamente pobres 1991,% de crianças extremamente pobres 2000,% de crianças extremamente pobres 2010,% de crianças pobres 1991,% de crianças pobres 2000,% de crianças pobres 2010,% de crianças vulneráveis à pobreza 1991,% de crianças vulneráveis à pobreza 2000,% de crianças vulneráveis à pobreza 2010,Renda per capita dos extremamente pobres 1991,Renda per capita dos extremamente pobres 2000,Renda per capita dos extremamente pobres 2010,Renda per capita dos pobres 1991,Renda per capita dos pobres 2000,Renda per capita dos pobres 2010,Renda per capita dos vulneráveis à pobreza 1991,Renda per capita dos vulneráveis à pobreza 2000,Renda per capita dos vulneráveis à pobreza 2010
2304236,Croatá,5.21,1.17,2.02,14.4,6.27,6.27,27.89,17.21,18.15,48.31,35.77,40.98,51.69,64.23,59.02,36.03,48.63,39.81,7.18,20.49,18.83,10.01,31.02,25.41,0.35,0.74,0.63,0.46,0.62,0.57,,,233.54,,43.44,44.75,,92.38,80.99,,97.55,96.54,,98.83,98.26,,99.59,99.22,67.88,105.62,176.12,68.18,111.78,180.87,80.92,58.17,37.07,17.67,6.18,17.75,25.07,13.01,27,31.19,26.93,37.45,37.61,41.83,66.67,45.8,57.76,104.61,56.41,73.69,145.5,69.3,98.05,201.05,90.26,134.04,262.5,175.45,339.17,519.75,244.6,513.57,701.23,131.63,202.37,445,71.16,57.47,41.08,90.5,80.04,58.91,97.2,92.44,79.3,80.07,70.21,55.34,92.87,89.32,75.64,98,96.98,92.21,36.3,28.47,28.59,48.68,47.26,51.61,57.03,64.52,88.8
2304251,Cruz,5.5,1.74,1.9,15.69,8.63,8.06,29.78,20.28,19.43,51.67,39.79,39.73,48.33,60.21,60.27,33.29,44.87,46.35,6.16,13.95,15.1,8.49,20.8,23.01,0.31,0.59,0.65,0.42,0.58,0.58,,,430.47,,17.82,25.26,,87.11,75.12,,95.76,93.27,,97.74,95.65,,99.1,98.06,121.4,143.41,282.51,121.79,152.03,286.65,90.85,66.26,62.95,33.41,12.46,26.88,47.01,34.16,50,61.83,49.42,86.93,75.22,64.81,121.2,85.49,83.54,160.7,104.65,103.74,213.33,132.87,139.91,286.69,160.88,180.43,370,293.37,431.73,859.31,404.1,643.48,1309.29,211.55,278.17,540,35.33,42.79,24.71,72.84,70,46.29,92.85,88.26,67.89,45.93,58.31,35.82,82.08,85.26,65.8,95.99,95.11,83.04,44.26,33.23,33.03,71.39,58.91,66.58,94.35,84.27,108.57
2304269,Deputado Irapuan Pinheiro,1.68,1.95,2.01,8,7.49,8.42,18.99,18.5,23.09,37.27,38.66,48.5,62.73,61.34,51.5,48.64,44.81,36.02,15.68,16.37,12.23,24.32,23.92,17.12,0.61,0.7,0.52,0.6,0.59,0.5,,,250.2,,29.01,41.5,,91.08,81.32,,97.12,95.83,,98.31,97.98,,99.22,99.56,102.57,170.34,233.15,110.43,171.21,236.62,71.64,59.49,40.12,8.62,16.59,23.49,23.51,29.28,33.67,32.42,47.23,74.62,43.25,70.28,114,56.37,93.76,171.07,71.5,122.49,240,93.73,171.73,296.17,120.03,227.74,375,321.72,522.4,599.77,498.95,763.27,839.89,176.29,334.78,513.33,58.79,39.77,29.11,85.01,63.62,45.38,94.09,83.19,64.99,67.79,54.86,44.15,89.85,78.18,63.25,95.22,91.9,81.36,31.67,31.67,32.18,52.58,56.96,58.68,64.82,88.16,102.61
2304277,Ererê,2.4,1.76,2.97,7.49,8.38,11.61,15.23,20.04,26.77,28.1,42.81,51.2,71.9,57.19,48.8,60.45,39.2,28.89,19.2,13.65,8.42,32.28,18.71,9.95,0.82,0.51,0.43,0.68,0.55,0.46,,,391.99,,35.49,18.85,,78.14,70.84,,93.51,93.35,,96.9,97.28,,98.71,99.35,105.68,160.16,246.27,108.68,172.1,247.42,87.23,63.59,57,12.67,14.09,36.63,21,33.58,69.25,26.91,53.03,106.3,31.34,73.69,144.5,40.92,93.35,186.76,50.02,126.33,230,67.96,182.38,300.81,94.02,234.64,386,379.94,457.96,602.08,638.85,627.87,711.39,161.71,325.35,510,71.47,39.05,20.15,87.29,61.76,39.25,94.15,80.93,65.65,80.8,55.95,29.67,91.27,77.59,54.88,95.64,90.5,82.64,32.01,32.57,36.78,43.06,55.75,69.99,52.54,87.56,121.61
2304285,Eusébio,3.45,2.03,2.81,9.99,8.99,8.42,20.02,20.16,16.92,35.9,37.57,29.97,64.1,62.43,70.03,51.66,48.53,59.23,12.84,13.88,17.12,20.69,21.58,28.14,0.61,0.53,0.79,0.59,0.59,0.65,,,1132.75,,1.55,2.2,,67.77,20.95,,90.07,83.41,,93.32,89.17,,96.16,92.4,198.87,221.43,623.01,199.82,243.64,625.79,83.86,76.72,78.07,34.31,22.49,87.44,49.36,58.95,130,65.01,77.09,174.86,77.9,97.6,217.6,99.79,123.61,264.85,125.36,152.65,318.75,157.85,192.75,406.39,197.44,249.87,510,637.38,691.19,2245.68,1027.41,1074.61,3690.3,320.21,390.42,906,33.38,24.01,5.6,64.64,54.72,22.03,85.54,80.19,49.32,44.35,30.69,8.78,76.33,65.36,33.92,91.86,87.05,65.29,44.75,29.1,35.52,71.06,67.4,91.9,97.63,104.33,152.22
2304301,Farias Brito,1.85,1.68,1.76,7.2,7.3,7.59,17.22,18.86,20.53,35.72,40.43,43.8,64.28,59.57,56.2,48.3,41.71,40.57,17.86,16.31,14.78,26.84,22.84,21.38,0.74,0.64,0.57,0.61,0.57,0.54,,,306.57,,31.25,34.57,,89.89,75.78,,96.11,94.97,,97.85,97.67,,98.99,99.09,102.52,142.4,231.88,103.75,146.86,239.73,80.83,60.92,43.64,9.5,11.96,20.43,18.26,24.4,33.5,27.4,40.05,67.58,38.78,58.56,102,51.39,82.25,150.04,68.95,106.58,203.33,94.82,153.62,269.8,131.63,198.46,347.33,329.49,424.14,650.34,495.2,593.98,940.72,203.71,294.77,515,60.79,44.11,30.83,82.05,67.28,48.78,92.72,84.73,70.27,71.72,60,45.41,88.14,81.78,67.04,96.65,90.8,85.73,29.96,29.55,30.95,47.96,53.03,57.59,63.82,80.42,102.41
2304350,Forquilha,4.94,2,4.05,13.9,8.14,13.68,26.33,19.82,28.31,45.39,39.02,50.33,54.61,60.98,49.67,38.79,46.01,33.4,7.86,14.99,7.25,11.16,22.62,9.76,0.39,0.6,0.37,0.48,0.58,0.45,,,526.88,,19.03,10.38,,80.8,42.05,,94.69,92.93,,96.82,96.89,,98.91,99.04,121.27,187.02,300.9,121.95,197.74,303.67,76.68,72.44,69.89,29.95,18.67,60.87,43.39,39.04,111,54.34,57.42,144.97,62.68,83.66,171.67,75.4,109.29,220.14,89.51,144.45,264,115.57,179.53,331.26,150.43,234.25,412.5,331.11,570.21,745.89,470.45,860.57,1004.91,239.75,314.94,540,45.27,34.9,11.42,77.41,58.42,29.57,90.5,82.94,59.2,57.54,47.44,17.84,87.15,72.9,41.5,94.51,91.03,73.46,44.82,32.56,39.61,66.19,59.56,82.72,83.09,96.42,140.59
2304400,Fortaleza,2.33,2.26,2.83,7.16,7.12,8.64,15.34,15.23,17.92,30.66,30.61,33.4,69.34,69.39,66.6,53.65,53.22,51.61,19.36,19.48,15.44,29.97,29.89,23.9,0.78,0.77,0.69,0.64,0.64,0.61,,,1356.23,,1.4,1.35,,47.24,17.87,,73.84,72.41,,80.62,81.97,,89.31,89.51,457.04,610.48,846.36,458.21,614.85,847.35,81.6,73.69,75.46,53.25,68.96,119.82,80.59,109.32,183.33,110.41,148.45,245.77,141.47,195.21,306,186.87,247.39,392.57,241.63,317.7,500,350.03,469.61,655.16,517.11,710.07,940,1584.64,2118,2822.45,2452.23,3249.06,4368.41,1003.76,1395.74,1770,15.25,9.02,3.36,38.97,27.54,12.14,61.62,51.74,32.88,22.24,14.69,5.73,49.19,39.86,21.32,70.06,65.09,49.93,46.31,44.26,39.42,80.26,83.99,91.58,120.3,133.92,160.97
2304459,Fortim,5.34,1.98,2.35,14.75,7.56,10.58,29.24,17.24,24.78,49.45,32.78,46.17,50.55,67.22,53.83,36.58,54.83,39.68,6.86,17.78,10.14,9.92,29.01,15,0.36,0.73,0.51,0.45,0.65,0.51,,,441.2,,6.14,19.23,,82.51,58.79,,93.39,93.69,,95.89,96.76,,99.33,98.64,105.32,207.52,264.14,105.43,219.98,267.62,82.82,75.42,56.65,28.13,20.56,31.08,41.13,42.11,68.5,49.52,57.89,108.72,58.76,73.69,147.5,76.31,100.42,187.49,93.39,127.21,226.4,106.47,161.22,282.48,131.63,200.58,357.33,266.17,697.51,708.59,385.24,1137.88,1048.13,172.06,312.33,512.5,44.38,37.83,19.95,83.88,63.5,39.33,94.8,84.38,67.94,57.05,50.34,26.34,89.39,75.96,52.23,96.65,90.44,79.53,41.22,37.27,31.08,68.22,63.57,68.67,80.91,91.93,125.1
2304509,Frecheirinha,3.8,0.79,2.39,10.74,5.72,9.51,21.69,16.49,22.44,39.8,35.6,44.5,60.2,64.4,55.5,43.82,48.01,42.58,11.21,22.51,11.75,16.32,33.57,17.92,0.52,0.62,0.52,0.55,0.62,0.53,,,394.46,,16.89,22.48,,86.64,67.91,,94.84,92.79,,96.42,96.44,,98.26,98.47,114.46,140.62,246.03,114.64,160.25,250.67,83.1,64.88,57.77,21.72,5.59,29.4,29.68,19.52,56.67,39.75,34.64,87.53,48.35,56.61,122.5,62.68,75.74,159.14,75.94,98.26,204,103.64,134.32,271.38,141.03,173.74,360,344.5,452.83,687.2,501.55,675.17,1047.68,260.12,294.77,533.33,55.38,47.19,24.26,79.95,71,45.88,89.83,86.98,70.94,65.24,62.36,33.6,84.81,84.36,62.74,91.84,94.49,84.59,38.78,26.37,35.58,56.82,51.09,67.85,71.08,73.99,114.38
2304608,General Sampaio,4.26,1.16,3.13,11.8,6.2,10.79,22.68,16.56,24.33,38.59,36.12,45.65,61.41,63.88,54.35,49.78,47.23,38.34,10.41,20.62,10.05,16.88,30.49,14.22,0.55,0.63,0.47,0.56,0.62,0.51,,,416.23,,6.65,8.41,,89,66.03,,94.77,94.97,,96.31,97.7,,99.38,98.75,96.01,109.76,242.1,96.01,121.26,245.95,90.9,62,55.56,20.43,6.37,37.9,29.55,19.52,66.67,36.2,27.64,92.7,42.74,41.43,126.25,52.24,56.89,163.97,62.43,83.66,197.83,76.39,107.36,258.01,96.37,146.89,330,294.81,350.57,656.41,478.01,518.4,928.33,141.62,235.81,495,67.04,56.36,22.62,89.75,78.07,43.35,93.98,90.46,71.11,77.53,67.23,33.76,95.15,89.47,61.79,97.42,96.39,86.28,39.34,27.17,41.43,53.33,47.19,70.64,59.03,65.12,118.94
2304657,Graça,5.75,1.24,2.15,16.01,8.34,7.11,30.74,21.33,19.12,52.13,43.1,43.37,47.87,56.9,56.63,31.37,39.43,36.47,5.98,13.64,15.97,7.84,18.91,20.52,0.28,0.59,0.61,0.41,0.55,0.55,,,342.86,,41.91,32.92,,92,74.46,,97.31,91.84,,98.77,97.43,,99.79,99.14,58.32,102.39,195.67,58.46,107.98,198.35,68.86,49.31,42.57,16.77,6.35,21.03,24.18,19.52,28,29.93,36.34,48.52,35.59,49.13,80,42.94,66.5,117.53,53.22,88.49,163.33,62.39,111.47,237.27,79.92,147.38,326.67,139.58,291.27,555.5,182.95,403.67,713.65,119.41,221.07,506.67,76.73,52.45,37.99,92.95,77.53,55.15,98.26,91.93,74.44,85.48,65.81,51.72,95.4,89.06,71.19,99.13,97.73,87.72,36.42,30.26,32.14,47.15,52.3,54.45,53.43,72.37,92.06
2304707,Granja,4.09,1.87,1.36,12.04,7.81,5.59,24.13,19.11,16.15,43.44,39.09,36,56.56,60.91,64,41.3,45,46.6,9.39,15.6,22.84,13.72,23.05,33.33,0.46,0.63,0.7,0.52,0.58,0.62,,,294.83,,25.89,40.69,,92.18,77.82,,97.66,94.89,,98.21,97.44,,99.34,98.71,97.52,107.83,173.99,98.77,111.74,185.68,76.84,62.51,49.36,19.96,10.07,11.85,31.34,19.52,23.14,38.75,32.03,36.8,47.01,43.38,59.17,58.96,60.92,91.84,70.52,80.04,126.14,94.14,107.73,172.72,120.66,143.97,253.33,275.78,328.4,555.58,402.77,485.19,810.85,178.64,221.07,390,59.07,54.39,43.63,83.37,79.46,63.91,94.38,91.94,82.31,72.14,69.61,57.16,90.25,89.9,78.38,97.11,97.09,91.85,38.73,30.07,27.69,56.11,52.06,51.85,70.09,69.46,83.28
2304806,Granjeiro,1.4,,2.7,6.98,1.4,9.93,17.96,11.24,23.51,37.25,31.31,47.12,62.75,68.69,52.88,47.86,48,35.58,17.98,97.97,10.72,27.42,136.93,14.33,0.79,0.53,0.47,0.61,0.68,0.51,,,318.22,,41.89,28.48,,90.4,76.71,,96.88,95.64,,98.63,97.97,,99.21,99.01,68.08,95.12,221.14,68.08,138.74,225.58,81.19,47.36,54.57,4.77,,29.89,10.45,,52.8,19,6.67,79.95,28.21,26.8,109,37.37,46.78,150.16,47.01,70,191.67,65.66,95.48,261.03,91.67,150.31,331.67,213.61,326.68,588.91,325.83,456.6,786.76,117.53,278.87,483.33,72.14,60.63,27.99,92.12,78.53,46.36,96.17,88.41,70.13,79.19,74.51,41.94,95.12,89.07,66.31,97.34,93.77,86.56,26.3,18.22,38.31,41.39,35.09,64.04,47.43,50.91,107.23
2304905,Groaíras,5.45,1.66,3.54,14.99,8.38,12.55,28.09,20.12,26.77,48.1,41.98,49.72,51.9,58.02,50.28,36.15,40.29,33.38,6.92,13.85,8.13,9.64,19.23,10.64,0.34,0.54,0.41,0.45,0.56,0.47,,,426.33,,33.75,14.35,,86.16,57.3,,95.88,92.32,,98.3,96.43,,99.47,99.16,112.16,161.29,304.64,112.32,172.48,305.8,73.4,57.19,57.38,30.55,13.36,53.96,43.25,35.79,95,53.54,54.22,137.15,62.68,70.28,170,73.43,94.67,216.66,90.26,128.19,255,112.22,176.27,349.52,150.07,244.4,500,291.06,467.93,776.77,405.43,649.84,1016.99,209.98,314.29,645,49.71,39.78,14.32,77.62,62.99,31.9,92.62,81.2,61.02,62.79,55.05,24.65,85.58,79.06,50.06,94.82,91.18,80.84,46.82,33.58,41.23,65.04,57.83,78.95,84.01,87,136.12
2304954,Guaiúba,5.56,3.37,3.28,15.69,12.39,12.51,30.51,26.56,26.7,52.11,48.09,49.54,47.89,51.91,50.46,31.92,35.67,32.35,6.1,8.38,8.27,8.14,11.51,10.35,0.3,0.39,0.41,0.42,0.48,0.47,,,447.26,,12.59,14.74,,84.17,51.28,,95.77,95.04,,97.62,97.66,,99.65,99.04,117.56,141.07,239.69,117.64,145.63,242.95,87.02,68.18,64.95,32.7,23.75,39.26,47.01,46.85,75,59.54,63.64,110.62,75.22,80.36,138.5,87.12,99.93,170.09,101.86,117.91,208,126.91,151.87,273.77,159.83,191.3,340,281.52,366.16,619.46,375.19,503.14,775.48,224.3,292.81,510,37.19,32.83,17.67,74.39,65.15,40.45,93.9,87.95,69.62,46.53,44.34,24.14,83.88,77.85,53.99,96.3,94.2,81.34,44.09,37.06,34,70.83,67.69,74.94,95.22,96.64,124.62
2305001,Guaraciaba do Norte,3.64,2.74,2.97,10.73,9.45,11.19,21.63,20.71,24.43,38.84,39.44,44.91,61.16,60.56,55.09,46.11,45.02,36.93,11.4,12.81,9.75,17.19,19.05,13.2,0.54,0.58,0.48,0.56,0.57,0.51,,,372.85,,14.45,21.19,,86.24,77.45,,95.28,94.24,,97.04,97.05,,98.49,98.3,112.18,153.29,247.55,112.18,156.56,250.7,80.83,67.35,59.32,20.43,21.02,36.79,28.56,39.04,70.2,39.75,51.44,101.69,51.71,68.32,129.09,61.12,86.3,163.89,72.53,109.32,203.33,96.52,143.57,253.55,139.15,187.79,336.67,343.08,464.14,675.11,517.24,690.1,914.17,225.65,292.81,510,57.55,40.62,19.81,80.22,68.78,43.42,91.55,86.78,71.11,66.31,55.05,27.5,86.03,81.38,59.38,94.38,93.34,85.4,39.12,36.72,36.49,54.62,61.83,74.47,70.02,86.75,121.63
2305100,Guaramiranga,6.4,3.74,4.76,16.07,12.46,13.77,29.8,26.65,27.53,49.25,48.41,47.81,50.75,51.59,52.19,36.45,36.86,41.09,6.32,8.28,7.59,9.07,11.83,11.94,0.32,0.43,0.4,0.44,0.48,0.47,,,570.76,,3.73,6.2,,87.5,44.55,,97.41,93.31,,98.29,97.41,,99.31,98.39,104.21,165.53,287.35,104.55,165.53,288.88,86.23,70.22,73.56,33.35,30.93,68.46,43.48,52.71,102.33,50.37,72.19,129.38,60.02,90.19,150,71.58,117.48,197.67,82.91,150.31,244.4,101.32,180.06,291.36,125.99,220.59,375,264.45,427,750.71,379.86,610.13,1180.73,180.14,294.77,511,47.58,26.55,9.44,83.37,57.43,35.52,95.08,86.83,64.55,62.89,40.57,14.28,91.58,73.82,49.18,96.91,95.14,78.21,45.36,38.4,40.76,66.93,70.1,92.48,81.39,110.25,140.37
2305209,Hidrolândia,4.17,0.51,2.6,12.97,5.39,9.81,26.19,16.89,23.35,46.31,38.67,46.68,53.69,61.33,53.32,39.04,44.03,38.43,8.28,22.77,10.85,12.04,32.7,15.68,0.42,0.57,0.51,0.49,0.61,0.51,,,358.1,,39.65,20.77,,84.84,69.29,,95.22,93.07,,96.7,96.93,,98.54,98.61,82.03,142.59,243.41,82.45,165.86,244.64,80.55,54.46,48.36,17.09,3.61,31.65,27.03,16.73,53,36.13,34.79,87.69,45.36,49.13,127.5,54.19,81.98,164.8,65.81,117.13,210,82.55,155.32,284.03,98.72,196.51,356.67,220.18,437.25,647.47,320.23,627.81,935.53,169.24,294.77,520,61.91,47,25.49,88.21,64.23,44,96.03,85.88,68.14,74.22,60.62,38.21,92.6,77.28,61.87,98.01,90.61,82.91,36.75,25.31,37.94,53.34,45.71,66.32,64.56,79.2,112.23
2305233,Horizonte,4.91,2.61,4.98,13.94,9.57,15.28,27.23,20.03,30.48,47.59,35.98,53.08,52.41,64.02,46.92,38.03,52.04,30.84,7.52,13.37,6.13,10.91,21.74,8.07,0.38,0.66,0.32,0.47,0.61,0.42,,,631.75,,3.41,2.8,,76.41,19.83,,93.69,90.51,,96.86,96.18,,98.52,98.32,148.74,248.14,322.78,149.84,257.36,325.83,84.95,71.89,79.07,36.54,32.44,80.3,53.28,65.07,132,67.12,86.35,166.28,78.35,103.46,202.5,98.82,129.73,245.39,125.36,156.56,293.5,151.48,197.92,364.73,183.34,248.89,463.33,389.76,794.27,755.49,565.66,1291.3,995.53,260.57,366.02,570,31.69,21.75,7.51,65.51,53.72,22.32,89.55,81.06,54.91,41.15,29.92,10.64,75.21,66.14,33.67,93.44,89.87,71.74,45.77,35.26,34.36,72.85,75.22,86.27,101.57,113.39,153.83
2305266,Ibaretama,5.29,2.25,1.88,14.59,10.11,7.63,28.79,23.48,20.12,51.06,45.85,42.54,48.94,54.15,57.46,33,35.21,37.93,6.71,10.71,15.02,9.05,13.93,19.89,0.32,0.41,0.57,0.44,0.51,0.55,,,318.48,,25.17,32.05,,88.35,78.37,,97.01,94.19,,98.23,96.95,,99.6,99.15,81.26,123.43,199.63,81.54,132.97,207.07,83.81,55.71,47.69,21.51,13.86,18.72,28.21,32.53,30.83,37.77,48.52,57.4,47.01,65.07,89.2,57.7,82.51,124.74,70.52,98.26,168.33,90.49,138.07,223.78,112.82,195.21,313.75,198.83,334.19,571.86,268.16,434.61,757.28,150.43,294.77,510,58.17,43.55,34.72,87.47,70.91,54.03,96.8,87.46,76.65,72.92,56.84,47.56,95.18,84.55,70.79,99.17,94.87,90.45,38,34.14,31.36,58.04,59.23,57.59,69.62,83.15,98.61
2305308,Ibiapina,4.6,1.97,3.7,12.35,8.48,12.55,24.98,19.36,26.47,45.39,38.94,48.5,54.61,61.06,51.5,38.54,45.18,34.29,8.85,14.41,8.2,12.49,21.32,10.93,0.41,0.59,0.39,0.49,0.58,0.47,,,369.58,,13.96,17.94,,86.62,73.79,,95.25,93.76,,96.39,96.62,,98.6,99.12,84.6,156.43,258.57,84.65,164.41,264.04,85.16,68.87,57.71,19.46,15.42,47.81,26.64,32.53,84,32.77,50.88,114.38,41.37,66.76,146.4,53.45,85.08,179.97,65.81,107.36,226.67,86.35,153.14,284.82,114.91,211.48,356.67,231,477.6,664.62,326.1,706.73,886.62,180.21,294.77,511,61.18,41.49,15.06,85.82,68.39,38.71,94.93,86.12,66.87,72.85,56.07,23.25,90.87,82.48,53.24,95.84,92.87,82.56,35.82,34.38,38.24,53.05,59.26,79.09,65.45,86.84,127.57
2305332,Ibicuitinga,2.38,0.58,2.24,9.64,8.04,9.24,22.52,21.38,22.39,44.68,43.35,44.7,55.32,56.65,55.3,38.17,39.46,36.93,11.47,14.09,11.86,15.83,19.63,15.99,0.45,0.38,0.51,0.53,0.55,0.52,,,322.39,,29.99,30.24,,88.29,78.17,,95.59,94.34,,97.68,97.52,,99.32,99.38,88.06,128.09,196.54,93.62,153.08,200.89,84.29,63.11,47.55,10.48,3.72,22.06,23.51,27.89,34,31.99,47.78,68.77,42.31,65.5,100,56.7,85.4,129.23,70.52,105.41,168.57,97.58,140.73,219.26,127.71,193.58,323.33,243.55,362.8,538.63,336.14,505.41,725.91,180.21,279.43,420,59.03,43.39,31.29,83.8,69.13,53.82,93.65,88.97,76.05,64.18,58.16,41.85,87.1,80.86,70.4,94.31,93.34,89.43,32.42,28.92,33.08,53.04,55.36,63.8,65.83,84.06,101.44
2305357,Icapuí,4.17,3.18,3.88,12.49,11.31,13.05,25.28,25.81,27.4,45.23,46.93,48.48,54.77,53.07,51.52,38.38,36.42,39.3,8.77,9.38,7.89,12.29,12.88,12.04,0.43,0.46,0.41,0.5,0.49,0.47,,,476.61,,6.75,13.01,,77.98,58.57,,95.2,91.87,,96.97,95.97,,99.15,98.81,166.95,177.85,280.79,167.66,178.8,282.17,86.38,70.85,67.15,34.8,28.28,54.44,54.97,48.8,96.33,69.5,72.33,128.82,88.14,98.26,165.14,106.72,128.87,201.45,126.93,149.66,250,166.56,187.81,295.96,225.65,248.16,357,457.2,471.97,723.27,640.81,647.69,1103.54,335.34,341.62,510.5,30.08,29.5,13.7,63.37,53.31,33.32,84.09,81.05,64.15,39.48,42.3,20.99,72.25,67.33,45.53,88.93,89.64,78.54,43.57,37.56,40.98,73.66,67.73,79.47,101.26,106.02,136.35
2305407,Icó,3.75,0.72,1.73,10.54,6.43,8.5,21.47,17.24,21.25,39.68,36.34,42.83,60.32,63.66,57.17,44.9,47.62,42.52,11.44,19.79,13.43,17.03,29.6,20.02,0.53,0.59,0.59,0.55,0.62,0.55,,,452.1,,33.83,24.36,,82.72,63.55,,93.54,91.87,,95.6,95.7,,98.27,98.12,117.02,172.34,274.01,117.54,196.96,280.51,81.92,64.05,52.6,21.92,6.23,23.68,31.34,27.89,44.88,39.78,49.22,92.71,48.7,73.2,127.5,63.93,93.12,174.72,82.03,121.46,227.5,106.51,164.59,295.64,139.69,227.74,381.33,352.97,548.54,781.8,525.48,820.66,1165.01,230.35,325.35,514,53.62,39.08,24.65,80.34,64.02,42.14,91.43,82.74,66.06,63.1,53.48,36.48,86.35,77.72,59.43,93.44,90.17,82.19,37.92,26.69,30.36,58.33,54.56,61.8,74.26,83.62,110.8
