Código,Espacialidades,Taxa de atividade - 10 anos ou mais 1991,Taxa de atividade - 10 anos ou mais 2000,Taxa de atividade - 10 anos ou mais 2010,Taxa de atividade - 10 a 14 anos 1991,Taxa de atividade - 10 a 14 anos 2000,Taxa de atividade - 10 a 14 anos 2010,Taxa de atividade - 15 a 17 anos 1991,Taxa de atividade - 15 a 17 anos 2000,Taxa de atividade - 15 a 17 anos 2010,Taxa de atividade - 18 anos ou mais 1991,Taxa de atividade - 18 anos ou mais 2000,Taxa de atividade - 18 anos ou mais 2010,Taxa de atividade - 18 a 24 anos 1991,Taxa de atividade - 18 a 24 anos 2000,Taxa de atividade - 18 a 24 anos 2010,Taxa de atividade - 25 a 29 anos 1991,Taxa de atividade - 25 a 29 anos 2000,Taxa de atividade - 25 a 29 anos 2010,Taxa de desocupação - 10 anos ou mais 1991,Taxa de desocupação - 10 anos ou mais 2000,Taxa de desocupação - 10 anos ou mais 2010,Taxa de desocupação - 10 a 14 anos 1991,Taxa de desocupação - 10 a 14 anos 2000,Taxa de desocupação - 10 a 14 anos 2010,Taxa de desocupação - 15 a 17 anos 1991,Taxa de desocupação - 15 a 17 anos 2000,Taxa de desocupação - 15 a 17 anos 2010,Taxa de desocupação - 18 anos ou mais 1991,Taxa de desocupação - 18 anos ou mais 2000,Taxa de desocupação - 18 anos ou mais 2010,Taxa de desocupação - 18 a 24 anos 1991,Taxa de desocupação - 18 a 24 anos 2000,Taxa de desocupação - 18 a 24 anos 2010,Taxa de desocupação - 25 a 29 anos 1991,Taxa de desocupação - 25 a 29 anos 2000,Taxa de desocupação - 25 a 29 anos 2010,% de empregados com carteira - 18 anos ou mais 1991,% de empregados com carteira - 18 anos ou mais 2000,% de empregados com carteira - 18 anos ou mais 2010,% de empregados sem carteira - 18 anos ou mais 1991,% de empregados sem carteira - 18 anos ou mais 2000,% de empregados sem carteira - 18 anos ou mais 2010,% de trabalhadores do setor público - 18 anos ou mais 1991,% de trabalhadores do setor público - 18 anos ou mais 2000,% de trabalhadores do setor público - 18 anos ou mais 2010,% de trabalhadores por conta própria - 18 anos ou mais 1991,% de trabalhadores por conta própria - 18 anos ou mais 2000,% de trabalhadores por conta própria - 18 anos ou mais 2010,% de empregadores - 18 anos ou mais 1991,% de empregadores - 18 anos ou mais 2000,% de empregadores - 18 anos ou mais 2010,Grau de formalização dos ocupados - 18 anos ou mais 1991,Grau de formalização dos ocupados - 18 anos ou mais 2000,Grau de formalização dos ocupados - 18 anos ou mais 2010,% dos ocupados com fundamental completo - 18 anos ou mais 1991,% dos ocupados com fundamental completo - 18 anos ou mais 2000,% dos ocupados com fundamental completo - 18 anos ou mais 2010,% dos ocupados com médio completo - 18 anos ou mais 1991,% dos ocupados com médio completo - 18 anos ou mais 2000,% dos ocupados com médio completo - 18 anos ou mais 2010,% dos ocupados com superior completo - 18 anos ou mais 1991,% dos ocupados com superior completo - 18 anos ou mais 2000,% dos ocupados com superior completo - 18 anos ou mais 2010,% dos ocupados no setor agropecuário - 18 anos ou mais 1991,% dos ocupados no setor agropecuário - 18 anos ou mais 2000,% dos ocupados no setor agropecuário - 18 anos ou mais 2010,% dos ocupados no setor extrativo mineral - 18 anos ou mais 1991,% dos ocupados no setor extrativo mineral - 18 anos ou mais 2000,% dos ocupados no setor extrativo mineral - 18 anos ou mais 2010,% dos ocupados na indústria de transformação - 18 anos ou mais 1991,% dos ocupados na indústria de transformação - 18 anos ou mais 2000,% dos ocupados na indústria de transformação - 18 anos ou mais 2010,% dos ocupados no SIUP - 18 anos ou mais 1991,% dos ocupados no SIUP - 18 anos ou mais 2000,% dos ocupados no SIUP - 18 anos ou mais 2010,% dos ocupados no setor de construção - 18 anos ou mais 1991,% dos ocupados no setor de construção - 18 anos ou mais 2000,% dos ocupados no setor de construção - 18 anos ou mais 2010,% dos ocupados no setor comércio - 18 anos ou mais 1991,% dos ocupados no setor comércio - 18 anos ou mais 2000,% dos ocupados no setor comércio - 18 anos ou mais 2010,% dos ocupados no setor serviços - 18 anos ou mais 1991,% dos ocupados no setor serviços - 18 anos ou mais 2000,% dos ocupados no setor serviços - 18 anos ou mais 2010,Rendimento médio dos ocupados - 18 anos ou mais 1991,Rendimento médio dos ocupados - 18 anos ou mais 2000,Rendimento médio dos ocupados - 18 anos ou mais 2010,% dos ocupados sem rendimento - 18 anos ou mais 1991,% dos ocupados sem rendimento - 18 anos ou mais 2000,% dos ocupados sem rendimento - 18 anos ou mais 2010,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2010,Índice de Theil-L dos rendimentos do trabalho - 18 anos ou mais 1991,Índice de Theil-L dos rendimentos do trabalho - 18 anos ou mais 2000,Índice de Theil-L dos rendimentos do trabalho - 18 anos ou mais 2010
2303808,Cedro,,52.29,44.52,,7.18,8.43,,48.11,22,,61.16,51.58,,60.16,53.83,,68.52,65.8,,6.86,5.75,,10.87,6.16,,20.61,7.79,,5.6,5.67,,13.05,12.36,,10.45,8.78,,9.35,15.85,,26.03,30.66,,2.29,3.27,,28.91,28.38,,0.6,1.26,,12.92,21.93,,20.71,45.35,,11.79,33.9,,2.61,5.84,,55.08,44.17,,,,,3.5,4.09,,0.25,0.33,,4.58,3.05,,9.55,13.03,,26.76,31.9,,,526.1,,32.82,23.07,,86.65,64.83,,95.19,90.48,,96.34,94.6,,98.95,97.49,,0.43,0.68
2303907,Chaval,,39.67,41.09,,6.66,3.2,,21.48,16.74,,50.11,50.53,,43.52,45.92,,56.51,57.77,,4.49,5.13,,,10.91,,16.48,15.47,,3.93,4.68,,10.88,13.74,,4.53,6.77,,19.08,20.49,,29.26,36.31,,4.84,3.47,,37.01,27.26,,0.77,,,30.13,28.51,,15.46,37.9,,8.63,26.05,,2.34,6.2,,37.54,25.8,,5.12,4.04,,6.81,2.97,,,1.07,,4.29,6.58,,9.84,14.85,,35.69,39.69,,,372.97,,9.18,17.98,,87.25,73.6,,95.68,92.99,,97.82,97.06,,99.31,99.14,,0.69,0.42
2303931,Choró,,52.61,33.86,,25.7,8.43,,39.41,18.73,,60.81,40.89,,59.16,35.15,,66.93,47.11,,5.33,10.33,,4.61,,,12.92,18.23,,4.82,10.29,,7.04,25.02,,7.36,13.67,,2.22,6.64,,26.5,26.17,,3.14,10.09,,8.36,17.17,,0.49,,,5.36,17.5,,9.3,36.39,,4.58,23.53,,,5.81,,74.86,57.53,,,,,2.18,1.72,,0.36,1.09,,0.81,1.74,,3.22,5.2,,18.57,30.48,,,309.3,,59.38,42.84,,94.03,72.77,,97.88,94.61,,98.8,97.81,,99.65,98.39,,0.28,0.49
2303956,Chorozinho,,45.25,47.4,,7.87,4.33,,28.48,24.99,,55.14,56.74,,58.06,64.04,,69.56,68.19,,9.41,7.69,,33.21,16.2,,12.5,17.4,,8.5,7.1,,16.21,13.48,,8.24,5.59,,21.57,30.68,,36.94,37.02,,7.42,4.01,,23.58,17.27,,1.61,0.75,,30.96,37.76,,19.6,41.34,,9.54,25.99,,0.13,4.16,,38.54,30.38,,,0.32,,16.17,26.06,,0.16,0.93,,3.25,3.55,,9.98,9.47,,31.4,27.33,,,504.06,,9.25,13.61,,83.29,46.2,,94.1,93.19,,96.62,97.7,,99.22,98.94,,0.4,0.36
2304004,Coreaú,,62.56,44.9,,22.19,8.28,,49.92,28.06,,73.36,53.59,,77.43,55.97,,82.22,62.31,,7.3,7.73,,29.3,14.01,,31.69,14.84,,3.75,7.13,,10.48,12.81,,3.58,8.73,,8.25,18.44,,18.47,37.88,,3.99,2.55,,59.96,19.31,,0.56,0.8,,13.24,25.82,,13.65,39.73,,7.51,26.13,,1.93,5.54,,58.03,41.03,,2.59,0.55,,5.64,7.78,,0.1,0.39,,3.58,10.04,,7.94,7.3,,21.32,29.47,,,351.51,,8.9,25.64,,92.4,64.91,,97.97,94.53,,98.56,97.82,,99.75,99.22,,0.51,0.46
2304103,Crateús,,49.19,43.8,,12.14,5.48,,35.3,22.89,,57.18,50.96,,59.21,51.78,,68.99,60.72,,10.94,10.62,,12.38,20.93,,22.09,23.24,,10.19,9.96,,18.73,17.21,,11.54,12.48,,14.81,22,,36.75,39.03,,4.64,2.34,,28.74,23.59,,1.85,1.64,,23.15,29.07,,25.77,49.22,,15.65,34.93,,3.03,9.1,,37.52,23.72,,0.16,,,8.84,3.66,,0.35,0.9,,6.5,7.55,,11.53,18.82,,34.89,42.38,,,704.01,,13.21,13.25,,78.53,52.28,,90.83,84.28,,93.88,91.41,,97.16,95.58,,0.69,0.58
2304202,Crato,,53.28,53.95,,12.6,6.74,,36.12,25.34,,62.61,63.11,,66.19,61.38,,75.92,76.28,,15.05,9.01,,12.24,6.72,,28.7,27.03,,14.32,8.4,,26.51,18.79,,12.92,9.05,,29.69,32.86,,25.59,28.8,,5.9,7.02,,26.15,24.53,,2.51,1.12,,39.41,44.3,,45.81,63.12,,29.47,46.73,,8.24,12.38,,21.86,13.82,,0.22,0.09,,13.39,13.76,,0.47,0.9,,6.23,7.87,,14.39,18.27,,42.76,43.49,,,822.55,,10.58,8.1,,70.61,39.19,,86.35,82.67,,89.74,89.15,,94.74,94.47,,0.61,0.51
2304236,Croatá,,57.29,36.45,,26.87,6.51,,59.47,20.14,,64.92,44.2,,64.34,44.1,,69.71,55.48,,3.86,5.56,,3.3,2.86,,3.86,7.93,,3.92,5.51,,7.41,7.64,,6.66,5.61,,5.29,11.06,,17.6,48.49,,0.45,0.13,,31.44,15.58,,1.79,0.39,,6.6,13.4,,7.36,36.87,,2.75,19.47,,0.55,2.68,,73.01,59.51,,0.33,,,4.66,0.89,,,0.99,,2.75,3.84,,4.72,7.08,,14.54,24.97,,,233.54,,43.44,44.75,,92.38,80.99,,97.55,96.54,,98.83,98.26,,99.59,99.22,,0.73,0.53
2304251,Cruz,,46.51,56.91,,14.1,20.6,,36.86,41.06,,55.63,65.2,,50.82,62.33,,59.94,71.27,,9.04,4.31,,11.97,2.29,,28.55,8.59,,7.15,4.12,,12.11,5.07,,13.79,6.49,,5.76,6.31,,24.83,40.19,,7.82,4.56,,43.66,27.32,,0.85,1.57,,16.07,14.86,,13,39.44,,6.19,22.52,,1.25,4.16,,43.94,38.73,,,,,15.45,15.33,,0.38,0.35,,4.35,5.34,,10.36,10.82,,25.52,27.03,,,430.47,,17.82,25.26,,87.11,75.12,,95.76,93.27,,97.74,95.65,,99.1,98.06,,0.62,0.8
2304269,Deputado Irapuan Pinheiro,,60.84,47.98,,16.21,23.31,,44.96,27.92,,70.31,53.4,,71.65,57.34,,83.58,63.7,,3.72,3.62,,5.1,,,6.24,12.24,,3.49,3.4,,7.85,2.76,,4.48,8.86,,0.7,7.27,,20.99,20.73,,10.54,9.91,,38.85,20.34,,0.26,0.41,,12.42,18.56,,15.29,41.73,,5.96,23.92,,0.15,2.19,,65.94,58.21,,,,,3.45,3.73,,,0.54,,3.81,2.27,,5.2,8.47,,21.59,25.55,,,250.2,,29.01,41.5,,91.08,81.32,,97.12,95.83,,98.31,97.98,,99.22,99.56,,0.91,0.5
2304277,Ererê,,47.31,46.96,,19.1,9.38,,40.96,31.22,,54.17,53.55,,58.89,58.59,,57.71,66.56,,6.89,8.4,,14.26,18.66,,13.61,16.8,,5.64,7.74,,10.73,18.61,,3.57,9.77,,23.24,27.32,,20.63,26.5,,4.03,5.26,,17.16,24.88,,0.58,,,29.03,38.47,,17.57,45.86,,8.72,29.92,,2.02,6.04,,61.2,52.27,,0.24,,,2.44,2.92,,,0.98,,1.48,2.1,,6.5,5.27,,26.61,32.92,,,391.99,,35.49,18.85,,78.14,70.84,,93.51,93.35,,96.9,97.28,,98.71,99.35,,0.51,0.37
2304285,Eusébio,,47.04,56.66,,4.7,6.46,,30.63,24.45,,57.98,67.92,,59.5,68.27,,64.8,72.7,,24.76,8.38,,37.75,35.25,,45.08,22.74,,23.24,7.47,,34.76,15.54,,23.36,6.39,,33.41,44.2,,38.03,30.43,,4.36,4.39,,21.33,17.17,,1.31,1.68,,40.31,52.43,,29.3,59.2,,14.93,40.53,,2.48,7.06,,7.57,5.38,,0.39,0.21,,18.23,18.08,,,1.56,,12.4,9.32,,14.87,11.77,,42.21,45.05,,,1132.75,,1.55,2.2,,67.77,20.95,,90.07,83.41,,93.32,89.17,,96.16,92.4,,0.44,0.58
2304301,Farias Brito,,58.99,44.43,,27.27,9.85,,51.62,27.93,,66.63,51.36,,65.21,54.66,,76.4,63.09,,5.73,7.48,,14.15,7.08,,8.39,15.22,,4.74,7.06,,11.44,16.99,,3.31,10.14,,5.85,10.44,,22.59,26.95,,6.56,6.81,,34.73,23.48,,0.35,0.49,,15.1,20.71,,17.47,47.53,,11.35,31.08,,1.6,6.87,,66.2,49.05,,,,,3.12,3.77,,,1.32,,2.78,5.23,,5.03,10.71,,22.73,29.19,,,306.57,,31.25,34.57,,89.89,75.78,,96.11,94.97,,97.85,97.67,,98.99,99.09,,0.56,0.52
2304350,Forquilha,,50.29,51.06,,8.13,5.32,,29.43,17.33,,61.78,61.57,,70.68,65.7,,72.39,71.54,,15.99,7.11,,32.05,43.55,,27.09,4.51,,14.92,6.66,,25.89,12.95,,18.86,6.96,,34.35,42.67,,19.13,25.52,,3.85,3.66,,23.32,18.99,,1.47,0.35,,41.37,51.22,,21.01,51.64,,12,32.01,,2.59,4.94,,35.74,21.21,,0.54,0.21,,19.81,27.5,,,1.67,,5.57,5.88,,10.35,9.25,,27.81,30.84,,,526.88,,19.03,10.38,,80.8,42.05,,94.69,92.93,,96.82,96.89,,98.91,99.04,,0.5,0.29
